FIPS,county,state,lung_cancer_per_100000,lifetime_co2_state,allpower_potential_state,year_id,Male_Chronic respiratory diseases,Male_Chronic obstructive pulmonary disease,Male_Pneumoconiosis,Male_Silicosis,Male_Asbestosis,Male_Coal workers pneumoconiosis,Male_Other pneumoconiosis,Male_Asthma,Male_Interstitial lung disease and pulmonary sarcoidosis,Male_Other chronic respiratory diseases,Female_Chronic respiratory diseases,Female_Chronic obstructive pulmonary disease,Female_Pneumoconiosis,Female_Silicosis,Female_Asbestosis,Female_Coal workers pneumoconiosis,Female_Other pneumoconiosis,Female_Asthma,Female_Interstitial lung disease and pulmonary sarcoidosis,Female_Other chronic respiratory diseases,Both_Chronic respiratory diseases,Both_Chronic obstructive pulmonary disease,Both_Pneumoconiosis,Both_Silicosis,Both_Asbestosis,Both_Coal workers pneumoconiosis,Both_Other pneumoconiosis,Both_Asthma,Both_Interstitial lung disease and pulmonary sarcoidosis,Both_Other chronic respiratory diseases
16021,Boundary,ID,49.7,NA,8502145,2014,61.4532144067514,48.6605450029333,2.22960173966698,0.0924310672629434,1.94267614019575,0.0495637702040853,0.144930762004194,0.923124371624796,8.48270401879621,1.15723927373015,58.8120974409428,50.7828207455265,0.551566974029757,0.00355488885678976,0.311373655080519,0.00183757547598704,0.23480085461646,1.21884141303654,5.60877911688961,0.650089191460384,59.3290871196544,49.1376825176933,1.31232911466206,0.0438934003862434,1.04455590750755,0.0227714253377705,0.2011083814305,1.0769864806652,6.92893692670875,0.8731520799251
16023,Butte,ID,NA,NA,8502145,2014,79.8559584466507,67.7153297671463,3.03827175694047,0.45787951194324,2.30868653651649,0.0871053369626264,0.184600371518108,1.11312674816872,6.36479183683378,1.62443833756145,41.5619846521542,35.249513700114,0.483093077326212,0.00531662963686878,0.046949825466961,0.00222340035917647,0.428603221863206,1.39226106694296,3.77637867020602,0.660738137565022,58.3761916698036,49.4770796522258,1.59196605361457,0.203546782274205,1.02079770839355,0.0382976631122913,0.32932389983452,1.26385759384042,4.95310925828493,1.09017911183791
16025,Camas,ID,NA,NA,8502145,2014,53.591871816783,45.2340826991906,0.422258679992952,0.0694785216450413,0.272700098326343,0.0267876905469273,0.0532923694746397,0.995597841616872,5.60490512268813,1.3350274732945,38.0692404425463,32.750884218395,0.39439236087441,0.00534816685153741,0.0346752150849509,0.00248880077842148,0.3518801781595,1.2140439829165799,3.09306238058087,0.616857499779511,45.308779437909,38.5124015678067,0.409242279066509,0.0363686989038373,0.147475221864846,0.0138604750801834,0.211537883217642,1.09931498769828,4.32686074711486,0.960959856222595
16027,Canyon,ID,54.5,NA,8502145,2014,73.4792797279032,60.8333385021398,0.532773839357442,0.0840243782082379,0.395868695533231,0.0259637997995542,0.0269169658164194,0.889600929163919,9.80881708223426,1.41474937500786,55.5041090117785,49.1319677430371,0.295796789060019,0.00260741052037066,0.0367233698518499,0.00211025062012404,0.254355758067674,1.08816710483537,4.21930419232249,0.768873182523554,63.2065715631759,54.0761835658617,0.399154551360627,0.037873526484213,0.190377881610932,0.0122278943285037,0.158675248936978,0.999626169194315,6.68204616661385,1.04956111014549
16029,Caribou,ID,NA,NA,8502145,2014,90.3750049727564,73.0936404116338,1.28292296682277,0.142093058020122,0.897566031691048,0.113347980743488,0.129915896368111,1.1550906733894999,12.9364064868222,1.90694443408816,36.6243620655655,30.2299511338682,0.494596066954504,0.00708470201613908,0.0307645620471438,0.00170529027602931,0.455041512615192,1.00985310987263,4.26250847603047,0.627453278839701,59.8049378708099,48.6801477897094,0.82955833375415,0.0651278884180953,0.397420974575466,0.0488013957814722,0.318208074979117,1.07653942410761,8.02715482945809,1.19153749378069
16031,Cassia,ID,33.1,NA,8502145,2014,85.4438240217051,73.3199024703496,0.441802766851766,0.0652948772837268,0.302650422012999,0.0244655087380247,0.0493919588170152,1.60043855505752,8.30471706436531,1.77696316508093,41.9751497272429,35.375935073072,0.427668153721252,0.00479301144774468,0.0180006360753015,0.00243000132975769,0.402444504868448,1.45599332106182,4.02326934268723,0.692283836700629,60.9827347068805,51.9421506341565,0.437176100228901,0.0306023683014018,0.136894736399905,0.0114899339692034,0.258189061558391,1.52804220337131,5.90660654530818,1.16875922381561
16033,Clark,ID,NA,NA,8502145,2014,83.6302538546077,72.8282096252408,1.18587954264901,0.214437827612175,0.800609941905884,0.0391332107560031,0.131698562374947,1.26447253251891,6.6902695452339,1.66142260896506,42.5428756252806,36.0205001589548,0.433311450807136,0.00540688475116395,0.0268928856027307,0.00197801262595919,0.399033667827282,1.60337855687311,3.86587706537179,0.619808393273755,64.3897332714054,55.5985237116743,0.830347195133828,0.116112213578263,0.436353683263174,0.0217930452999382,0.256088252992452,1.42786911555588,5.3569117648369,1.17608148420454
16035,Clearwater,ID,70.5,NA,8502145,2014,78.0263605879078,68.2000509184866,1.2555856599715,0.168366485977873,0.964949436088852,0.0621011063031613,0.060168631601614,0.922324040672093,6.45873261930645,1.18966734947116,62.1725230518871,53.6165418051717,0.480086288125713,0.00432317571568064,0.0846430545956179,0.0025315098885434,0.388588547925871,1.66715393793864,5.79629867472618,0.612442345924887,69.499763063256,60.3245680620052,0.845470685375331,0.0816922119969539,0.493209012176925,0.0299325062484818,0.24063695495297,1.30403506025362,6.13822185368013,0.887467401941768
16037,Custer,ID,39,NA,8502145,2014,62.3264011640787,53.6242336062737,0.646665048251307,0.0953728441369337,0.45612167148454,0.034189236066307,0.0609812965635268,0.907384305752072,5.6950493509392,1.45306885286245,37.342430373386,31.7089562227385,0.458253526117145,0.00441287029065096,0.047238348738778,0.00225834481838164,0.404343962269335,1.27396234516969,3.30670598229042,0.594552297070272,48.7418689835711,41.6694961094657,0.547265459680454,0.0449510525992335,0.225636293923102,0.0159616771393177,0.260716436018801,1.10955384191085,4.43098263116677,0.984570941347376
16039,Elmore,ID,72,NA,8502145,2014,68.6648671518968,58.8323262680017,0.289489616778222,0.0404386512809594,0.202695794298691,0.0141434337624076,0.0322117374361645,1.08272534147714,7.00925618803075,1.45106973760896,61.2708767967304,53.5921949536098,0.405564602902255,0.00360784103412543,0.0316453959274969,0.00233207341003414,0.367979292530598,1.76488491377744,4.63715837870506,0.871073947735795,64.4069120467324,55.750091488494,0.355000578781169,0.0201059296911567,0.106986889989408,0.00750599685250398,0.22040176224810001,1.45035798818634,5.7205806208157,1.13088137045518
16041,Franklin,ID,NA,NA,8502145,2014,50.7719306752003,36.8804064061488,0.714663790114706,0.0928399310288749,0.473622369688054,0.0711698734669896,0.0770316159307871,0.861221080491356,10.6969390835132,1.61870031493221,22.44548037813,14.4170234061283,0.528994265638915,0.00925937133890842,0.0273089502692272,0.00205301089991368,0.490372933130866,1.15442797357302,5.62764727935375,0.717387453436054,35.7471098769177,24.9499182242241,0.617651772875985,0.0480759226225557,0.23363851419156,0.0337219811273603,0.30221535493451,1.01766310594244,8.02233544049221,1.13954133338297
16043,Fremont,ID,43,NA,8502145,2014,55.8021778612997,46.3341489872099,0.755335613089589,0.110817768050995,0.530513459263188,0.0471928075511679,0.0668115782242377,0.96680492409986,6.30385532611617,1.4420330107842,29.8971829998946,23.301076803421,0.429537611724351,0.00463533317375027,0.0333564048827681,0.00179491331448868,0.389750960353344,1.39198316389832,4.14001498778098,0.634570433070001,42.2705833945988,34.2919807947075,0.586663696094727,0.0554025858963149,0.269471537872701,0.0231053997501928,0.238684172575519,1.18058375748861,5.18968148419427,1.02167366211371
16045,Gem,ID,51.2,NA,8502145,2014,82.3132396477104,70.7402777662133,0.338270330575501,0.0460820660831603,0.244007079003787,0.019871423019555,0.028309762468999,1.31479710111333,8.39082807047721,1.52906637933114,53.8472380297247,47.2867136115742,0.355698985086928,0.0032046258518127,0.0458925621356369,0.00231163674178821,0.30429016035769,1.53519429314264,3.98369321886462,0.685937921056261,66.9319613558133,58.023685382658,0.349864508881929,0.0229048242582858,0.136155129650952,0.0102238116867941,0.180580743285897,1.43461788657775,6.04897770634513,1.07481587135056
16047,Gooding,ID,50.3,NA,8502145,2014,73.0682238307566,61.5293776429708,0.393554264909962,0.0536451791180091,0.274336245054587,0.0206133174302508,0.0449595233071142,1.41552400341829,8.16761767028158,1.56215024917595,50.3185413047376,42.1496350792396,0.408457253627426,0.00494768989378057,0.0234789771597292,0.00327387398672065,0.376756712587195,1.7224044911213101,5.11373800819062,0.924306472558645,61.0450286240624,51.2806175269983,0.402051156587757,0.0278287900148935,0.140069804384352,0.0113189833301929,0.222833578858319,1.57640945264644,6.55993507496021,1.22601541286968
16049,Idaho,ID,43.1,NA,8502145,2014,64.8801612733544,55.6875071828141,0.824067392289431,0.0975774844429853,0.636043997076994,0.0392632979068233,0.0511826128626282,1.07753786043976,6.04736554966104,1.24368328814999,51.4201293500153,44.596250929008,0.429713457056267,0.00327115753852864,0.061970519410976,0.00198199107789727,0.362489789028865,1.42585909043375,4.41951781342223,0.548788060095084,57.8040689891287,49.8064907726814,0.62123641270297,0.0483435706609057,0.334031629196353,0.0194260320691901,0.219435180776521,1.26078255437624,5.23338115279604,0.882178096572018
16051,Jefferson,ID,34.7,NA,8502145,2014,58.9428285863937,49.3294749696559,1.27371786245808,0.1726291637813,0.974559975107505,0.0475437871547777,0.0789849364144973,0.766495490972545,6.23082673912391,1.34231352418328,38.8372557853962,31.5933893425881,0.432068828390887,0.00484699602198877,0.0357717095410066,0.0017804714920005,0.389669651335891,1.5408890539983,4.55545350925652,0.715455051162468,48.1523932171701,39.7943445422754,0.81599143978694,0.0812412097022875,0.458719488367339,0.0221866845238049,0.253844057193508,1.18237695058515,5.35661684577194,1.00306343875072
16053,Jerome,ID,47.6,NA,8502145,2014,86.9848761214161,75.3748611795307,0.373799275326932,0.0860068934244271,0.21811462433317,0.0228900572175936,0.0467877003517409,1.87463388674036,7.60013028092923,1.76145149888887,45.869146773623,38.1948704387386,0.41829999459816,0.00548447351655499,0.0176572922706878,0.00370743250223937,0.391450796308678,1.90873114513704,4.45885685396047,0.888388341188674,64.295673252946,54.816159906009,0.403013950234748,0.0409179362861112,0.104492992408091,0.0118667971572204,0.245736224383326,1.90345831807282,5.89180248421595,1.28123859441345
16055,Kootenai,ID,64.5,NA,8502145,2014,69.7824910448626,57.418968907077,1.37245050069964,0.108150079624579,1.14499597846714,0.0797858629965859,0.0395185796113325,1.06123879361803,9.00018259950848,0.929650243959452,50.1340669506482,42.6234027545572,0.318642771903416,0.00319019265411965,0.0860910132899258,0.00158858968395285,0.227772976275418,1.53394403534183,4.99710352737609,0.660973861469674,58.5952255189372,48.9244084755333,0.780681124305673,0.0494026895765069,0.547684044710731,0.0353147496156449,0.14827964040278999,1.3232318008264,6.79035395923365,0.776550159038205
16057,Latah,ID,47.9,NA,8502145,2014,54.7796876790477,43.9716779546711,0.814056664762206,0.0982926071112985,0.644152490794157,0.0407173425250071,0.0308942243317429,0.851012218190052,8.15656792158965,0.986372919834695,43.1635859366593,36.5681770199208,0.302809746940718,0.00286241892595956,0.0655380769659451,0.00165686999727729,0.232752381051536,1.69420514239597,4.05639506111324,0.541998966288547,47.6892861781139,39.2867152569273,0.522600646765808,0.0437952076364778,0.310179846533244,0.0178983872672166,0.150727205328869,1.30658623488753,5.84413769725843,0.729246342274787
16059,Lemhi,ID,47.9,NA,8502145,2014,68.0999530533539,57.892736048173,1.33292816574114,0.138200141904434,1.05343389475746,0.051324271738999,0.089969857340243,1.1347571228825,6.27136134905566,1.46817036750159,62.9006967646291,56.2821642689158,0.490636705169597,0.0046356173607908,0.0573574885204928,0.00239691481263906,0.426246684475675,1.76366664814083,3.69980376563539,0.664425376767427,65.3911555119863,57.0062092110087,0.901217747047961,0.0694640481746317,0.538723330170828,0.025830239318574,0.267200129383927,1.45843196592593,4.97248730773847,1.05280928026531
16061,Lewis,ID,70.7,NA,8502145,2014,70.0847397296973,57.5424443513873,1.52924563120566,0.419913735162933,0.926760919812621,0.0677618038921791,0.114809172337926,1.12359975059969,8.56200834542554,1.32744165107913,45.3143552515644,36.2161468759409,0.467597140826159,0.0081753701904188,0.0667334831770464,0.00264432095590847,0.390043966502785,2.24251010763799,5.79435774984733,0.593743377312044,57.4003341704712,46.6132925540933,0.983198909184979,0.207777733912553,0.483095213295612,0.0341337398373979,0.258192222139416,1.69788814452589,7.15320385074823,0.952750711918757
16063,Lincoln,ID,NA,NA,8502145,2014,78.0103806497318,67.2427245683358,0.389825196640418,0.0686620452127496,0.245696881474781,0.0231418600739404,0.0523244098789473,1.64613704613999,7.06325284512324,1.66844099349231,49.0788947647248,42.0576352804952,0.44622782675912,0.00587238788360803,0.0239786803171068,0.00318332489712192,0.413193433661283,1.6154001044724,4.07984521480624,0.8797863381918,62.9597442260926,54.1304049939856,0.419193494232079,0.0358675202802189,0.128834957000302,0.0126288506342916,0.241862166317267,1.63371192194236,5.515403886949,1.26102992898361
16065,Madison,ID,NA,NA,8502145,2014,45.224234083606,34.7036114912851,1.48124216559571,0.226336681194569,1.08370492052795,0.0792873520421674,0.0919132118310179,1.08367775737209,6.52403998617758,1.43166268317549,26.9331704922997,19.3485415453932,0.398186560036856,0.00525938319341901,0.0343106153799429,0.00236171576297747,0.356254845700516,1.79171537236781,4.65153495004671,0.743192064455166,34.9781666406789,26.0856864664556,0.867534814610232,0.10133017931134,0.485793840177928,0.0352738047563877,0.245136990364576,1.481226667394,5.4982034822,1.04551521001907
16067,Minidoka,ID,34.9,NA,8502145,2014,71.4752785763547,59.9858355002149,0.300060737693196,0.0495490060920856,0.191412333502115,0.0199434626498139,0.0391559354491817,1.59972097191647,7.88789305120957,1.70176831532059,37.5925311317431,29.6875768076616,0.428702912232407,0.00532766040697709,0.0194438898293359,0.00286455942643222,0.401066802569662,1.79425299167965,4.66205494675218,1.01994347341729,52.9846895673467,43.4327746420272,0.373935707322563,0.0251322804992026,0.0954436018577352,0.0103367792566768,0.243023045708948,1.71422271358861,6.1369206107648004,1.32683589364351
16069,Nez Perce,ID,67.3,NA,8502145,2014,71.3056658594919,59.4665782700874,1.47311630346119,0.100379946918443,1.26978455409735,0.0515778369568501,0.0513739654885429,1.09412640579808,8.08377562603188,1.18806925411335,55.3962483475837,47.4151117199757,0.345509825162199,0.00316731084784889,0.0485000444420357,0.00137298618755363,0.29246948368476,1.75379081471896,5.26794673503135,0.613889252695504,62.1166774990942,52.4583944404389,0.832052257825329,0.0455104280932974,0.573094536251537,0.022850291538992,0.190597001941503,1.45387217240177,6.50776260681729,0.864596021610873
16071,Oneida,ID,NA,NA,8502145,2014,68.672348227061,53.7010940208352,0.840976957916442,0.1123592295361,0.588049880793933,0.0606210331274864,0.0799468144589225,1.26647568934217,11.0854309669003,1.7783705920669,26.4893929394557,20.2977323360556,0.471600156441018,0.00778634820462558,0.0304913091954184,0.00191853846788957,0.431403960573084,1.12784873330239,3.96140701893133,0.630804694725344,45.5473258847429,35.3526377381771,0.638904666121561,0.0546566771054442,0.277562303880351,0.0275952627778946,0.279090422357872,1.19286603812737,7.21243437010085,1.150483072216
16073,Owyhee,ID,34.7,NA,8502145,2014,74.8556297699835,64.7888237024555,0.441759319509675,0.0764874328710547,0.293572010541772,0.0215733921980091,0.0501264838988388,1.20116520710355,6.78888764737153,1.63499389354325,55.6365058366955,48.9578132438048,0.445654852245807,0.00356585743670647,0.0264533600999129,0.00309202792906058,0.412543606780127,1.43330149065472,4.07656707934821,0.723169170641947,64.7693748514394,56.4565540477105,0.444565619208009,0.0381612644944139,0.152118264558111,0.0117584621977786,0.242527627957706,1.32391396543674,5.38145398841615,1.16288723066806
16075,Payette,ID,60.8,NA,8502145,2014,78.8335760128894,68.8042275565753,0.288001108926465,0.0372264389621648,0.208227513250979,0.0189997629600637,0.0235473937532575,0.794834697452442,7.57292479026537,1.37358785966983,57.4779201162378,50.3639341978773,0.328025170417723,0.0036993161785006,0.0417591316907269,0.0023563774859509,0.280210345062545,1.3293405029375,4.74079335178928,0.715826893215993,67.1157499239401,58.6579799872062,0.311047545532471,0.01895219391957,0.116903615683443,0.00982571163710341,0.165366024292354,1.08311010322134,6.04683462621699,1.0167776617631
16077,Power,ID,34.5,NA,8502145,2014,96.388929317948,82.5192275529721,0.735237402125334,0.0984114709382912,0.515554450467156,0.0295908663814847,0.0916806143384017,1.51145087292091,9.82676133563054,1.79625215429906,52.0480658393199,44.7569709939941,0.468440728404714,0.00607273491956665,0.0212733942711039,0.00179962463498094,0.439294974579062,1.34816664315417,4.79691370724508,0.67757376652192,72.8916698718541,62.4831234477597,0.593845676514728,0.0491021596770152,0.249635341642063,0.0145730861680921,0.280535089027558,1.43110615036933,7.17586575409867,1.20772884311168
16079,Shoshone,ID,80.5,NA,8502145,2014,81.4026336418459,68.9758655908648,2.93459686938166,1.12218679236116,1.57668095890712,0.140551752951216,0.0951773651621717,1.17835763321309,7.0790219167503,1.23479163163605,69.6783166127407,61.9110155464626,0.452222977721571,0.00439438735346332,0.109905380867508,0.0029932158450321,0.334929993655568,1.64207102996227,4.94648457314247,0.726522485451781,74.4971761443797,64.6564305299148,1.53607359399916,0.493409830037933,0.745067651829208,0.0622589431715084,0.235337168960513,1.43445241829964,5.91834816357671,0.951871438589311
16081,Teton,ID,NA,NA,8502145,2014,42.9642367064368,33.334203968481,1.00671336603229,0.127791565824664,0.716620377780763,0.081431016494983,0.0808704059318791,0.893482856131955,6.4372832700709,1.29255324572069,23.8421368403606,18.5197559722378,0.364163081216661,0.00496964461826028,0.025227385742488,0.00148226788591225,0.33248378297,1.04181961165257,3.39892071415374,0.517477461099796,32.8027872373186,25.4403258129302,0.662070526022169,0.0616768427479212,0.341069892504603,0.0372994293095456,0.2220243614601,0.971994315921615,4.84920390655071,0.879192675893878
16083,Twin Falls,ID,48.3,NA,8502145,2014,83.8060521169474,71.3573624847065,0.223689959572253,0.0279724470670759,0.15829920955361,0.0129099437730547,0.0245083591785128,1.66083453405678,9.00900236422056,1.55516277439129,63.3001802796152,52.3587975361734,0.395691385523088,0.00425020217580296,0.0268108795405756,0.00363580315661294,0.360994500650096,2.16647328546595,7.14023610799113,1.23898196446164,71.9622927166811,60.3487645371698,0.324958589744279,0.0143764115292523,0.0818124320410257,0.00744656620793223,0.221323179966068,1.94653926545583,7.97356623697612,1.36846408733515
16085,Valley,ID,25.5,NA,8502145,2014,38.531709433005,31.509671126927,0.421693189441325,0.0573936540116863,0.309040412096668,0.0213980165746858,0.0338611067582852,0.722221067049267,4.7917730149286,1.08635103465888,41.0109235469942,33.9783548056544,0.449813529303065,0.00380254950248184,0.0587580671944764,0.00184097006296087,0.385411942543145,1.5230814171935,4.48093518326455,0.578738611578633,39.8529258732887,32.7932967822496,0.439751373317478,0.0301217609551236,0.181117125730839,0.0113048768976581,0.217207609733857,1.13109900813547,4.66112741534182,0.827651294244378
16087,Washington,ID,50.9,NA,8502145,2014,66.6422511680644,56.6117315458824,0.403573342735517,0.0535000122208784,0.289493641169284,0.0262606725131569,0.0343190168321973,0.960338778866546,7.22235798929939,1.44424951128064,53.010884656133904,46.6195932712739,0.360999836163097,0.00359874512839494,0.0391225540037684,0.00279321000313708,0.315485327027797,1.80863452168271,3.57292109996501,0.648735927049111,58.6474402949099,50.6094233136791,0.382687805220921,0.0258541038185144,0.149511953577331,0.0129604967665399,0.194361251058535,1.41539914904571,5.23546268531183,1.00446734165234
30001,Beaverhead,MT,46.1,46.7,11414659,2014,69.9706834210104,59.5281873312328,1.29295839999743,0.183063905252404,0.924432318070468,0.0522733345346234,0.13318884213993,1.27650163847797,6.38700736214263,1.48602868915959,61.6334375352395,55.2993963536707,0.446978957280529,0.00461206117530456,0.0535197448800049,0.00193761392952484,0.386909537295694,1.56227061451061,3.74327640853581,0.58151520124188,65.2622342664722,56.9978266004233,0.839672892060864,0.0872489651613678,0.453209634292795,0.024744700851956,0.274469591754745,1.4226617699712,4.99871960611443,1.00335339790238
30003,Big Horn,MT,54.1,46.7,11414659,2014,117.273046726083,98.4167509188435,0.483760816216046,0.02717693556698,0.211542606810852,0.168241532593879,0.0767997412443351,1.49106640806074,15.363367810312,1.51810077265047,56.6408285032794,46.5741143335535,0.384887332288945,0.001886908046548,0.0108308549441671,0.0025445315351616,0.369625037763068,1.839478945584,7.2052484952534,0.637099396599508,82.5842260106815,68.6778401372012,0.42814743945781,0.0129060945865121,0.096835323922328,0.0726414640773311,0.245764556871638,1.68149675105551,10.7753426583867,1.02139902458032
30005,Blaine,MT,44.2,46.7,11414659,2014,83.5319422003713,70.1684606311467,1.04844513935977,0.238159882894303,0.56256077001596,0.151104620103241,0.0966198663462705,1.30081404853824,9.79837372978029,1.2158486515463,57.8892365270278,49.9728288476116,0.394659023238513,0.00220149708660026,0.0300300001925168,0.00262626360643369,0.359801262352962,1.37194361835435,5.51577251939206,0.634032518431253,68.2725981169892,58.0813304768865,0.661093480799435,0.09877977338206,0.24530780748021,0.0624894963562704,0.254516403580895,1.34407752904721,7.308443168394,0.877653461862125
30007,Broadwater,MT,66.6,46.7,11414659,2014,47.6734351714115,38.9728659042041,1.13313664780738,0.267304273474772,0.690764922520928,0.101165328220983,0.0739021235906922,0.818555131972579,5.50157048642724,1.24730700100029,47.8148211252724,41.4202401358993,0.506632959022636,0.0060872169992049,0.0700210707956904,0.00203860335081182,0.428486067876929,1.44460007069488,3.95538813222541,0.487959827430222,47.7052047857186,40.1671449123723,0.814187431425901,0.134177441573997,0.373154383590481,0.0503762925342438,0.256479313727179,1.13473493790067,4.72695440447818,0.862183099541496
