FIPS,Location,County,State,mortality_resp,perc_mortality_change_resp,mortality_ast,perc_mortality_change_ast,mortality_lung,perc_mortality_change_lung
13283,"Treutlen County, Georgia",Treutlen,Georgia,89.6,93.47,1.74,-29.46,7.27,113.28
13285,"Troup County, Georgia",Troup,Georgia,69,75.9,1.36,-37.22,6.35,111.84
13287,"Turner County, Georgia",Turner,Georgia,85.3,104.69,2.31,-13.17,6.68,121.04
13289,"Twiggs County, Georgia",Twiggs,Georgia,71.4,53.18,1.67,-42.35,6.45,83.59
13291,"Union County, Georgia",Union,Georgia,54.4,93.47,0.97,-46.62,4.65,127.08
13293,"Upson County, Georgia",Upson,Georgia,91.7,84.52,1.44,-26.30,7.07,121.44
13295,"Walker County, Georgia",Walker,Georgia,89.5,80.7,1.11,-36.28,7.2,135.39
13297,"Walton County, Georgia",Walton,Georgia,73.9,104.07,1.14,-42.78,6.59,120.4
13299,"Ware County, Georgia",Ware,Georgia,94.5,131.82,1.87,-3.88,8.44,148.35
13301,"Warren County, Georgia",Warren,Georgia,67.4,58.29,2.68,-25.45,6.98,115.02
13303,"Washington County, Georgia",Washington,Georgia,63.1,44.14,2.32,-27.54,6.47,114.33
13305,"Wayne County, Georgia",Wayne,Georgia,84.3,69.31,1.3,-29.65,6.99,110.27
13307,"Webster County, Georgia",Webster,Georgia,50.9,34.87,1.47,-52.96,5.19,73.57
13309,"Wheeler County, Georgia",Wheeler,Georgia,75.8,66.92,1.58,-32.45,6.64,109.66
13311,"White County, Georgia",White,Georgia,66.3,93.11,1.2,-42.08,4.97,125.63
13313,"Whitfield County, Georgia",Whitfield,Georgia,72.3,54.37,1.06,-41.40,6.17,127.98
13315,"Wilcox County, Georgia",Wilcox,Georgia,84.7,72.24,2.2,-17.40,6.92,125.81
13317,"Wilkes County, Georgia",Wilkes,Georgia,68.2,43.5,1.94,-36.10,5.94,94.96
13319,"Wilkinson County, Georgia",Wilkinson,Georgia,78.9,83.17,1.87,-27.25,6.89,112.09
13321,"Worth County, Georgia",Worth,Georgia,71.9,75.68,1.81,-35.10,6.25,85.47
15001,"Hawaii County, Hawaii",Hawaii,Hawaii,31.8,6.49,1.5,-60.14,4.29,32.53
15003,"Honolulu County, Hawaii",Honolulu,Hawaii,26.2,-16.54,1.46,-62.42,4.62,38.63
15005,"Kalawao County, Hawaii",Kalawao,Hawaii,32,12.03,1.88,-58.55,5.2,58.71
15007,"Kauai County, Hawaii",Kauai,Hawaii,28.3,-14.69,1.82,-53.14,4.67,40.81
15009,"Maui County, Hawaii",Maui,Hawaii,32,12.03,1.88,-58.55,5.2,58.71
16001,"Ada County, Idaho",Ada,Idaho,54.6,6.95,0.99,-59.58,6.77,120.25
16003,"Adams County, Idaho",Adams,Idaho,42.4,7.15,1.16,-58.22,4.86,100.22
16005,"Bannock County, Idaho",Bannock,Idaho,65.3,39.52,1.15,-51.14,7.83,131.03
16007,"Bear Lake County, Idaho",Bear Lake,Idaho,60,27.27,1.29,-51.62,7.52,128.89
16009,"Benewah County, Idaho",Benewah,Idaho,80.3,35.46,1.51,-49.55,6.12,99.37
16011,"Bingham County, Idaho",Bingham,Idaho,58.8,17.6,1.2,-56.04,6.74,107.77
16013,"Blaine County, Idaho",Blaine,Idaho,36.4,-10.05,0.97,-64.65,4.82,91.13
16015,"Boise County, Idaho",Boise,Idaho,50.9,13.78,1.04,-60.77,4.77,94.8
16017,"Bonner County, Idaho",Bonner,Idaho,50,-10.2,1.1,-63.20,5.66,89.29
16019,"Bonneville County, Idaho",Bonneville,Idaho,63.7,30.06,1.19,-52.44,6.63,120.84
16021,"Boundary County, Idaho",Boundary,Idaho,59.3,14.83,1.08,-59.29,6.93,115.85
16023,"Butte County, Idaho",Butte,Idaho,58.3,5.07,1.26,-59.37,4.95,81.27
16025,"Camas County, Idaho",Camas,Idaho,45.3,-9.67,1.1,-62.29,4.33,74.04
16027,"Canyon County, Idaho",Canyon,Idaho,63.2,57.12,1,-58.31,6.68,123.68
16029,"Caribou County, Idaho",Caribou,Idaho,59.8,31.31,1.08,-55.62,8.03,141.87
16031,"Cassia County, Idaho",Cassia,Idaho,60.9,31.11,1.53,-49.87,5.91,117.14
16033,"Clark County, Idaho",Clark,Idaho,64.3,-7.15,1.43,-63.24,5.36,89.7
16035,"Clearwater County, Idaho",Clearwater,Idaho,69.5,22.03,1.3,-51.07,6.14,106.44
16037,"Custer County, Idaho",Custer,Idaho,48.7,1.13,1.11,-62.90,4.43,86.65
16039,"Elmore County, Idaho",Elmore,Idaho,64.4,15.3,1.45,-57.29,5.72,97.99
16041,"Franklin County, Idaho",Franklin,Idaho,35.7,7.8,1.02,-58.20,8.02,135.64
16043,"Fremont County, Idaho",Fremont,Idaho,42.2,-16.37,1.18,-62.06,5.19,82.28
16045,"Gem County, Idaho",Gem,Idaho,66.9,39.68,1.43,-57.58,6.05,117.29
16047,"Gooding County, Idaho",Gooding,Idaho,61,15.1,1.58,-52.55,6.56,116.21
16049,"Idaho County, Idaho",Idaho,Idaho,57.8,20.54,1.26,-56.23,5.23,103.53
16051,"Jefferson County, Idaho",Jefferson,Idaho,48.1,-6.94,1.18,-58.75,5.36,84.02
16053,"Jerome County, Idaho",Jerome,Idaho,64.3,27.82,1.9,-45.11,5.89,112.12
16055,"Kootenai County, Idaho",Kootenai,Idaho,58.6,10.3,1.32,-57.42,6.79,108.47
16057,"Latah County, Idaho",Latah,Idaho,47.6,21.15,1.31,-53.12,5.84,120.19
16059,"Lemhi County, Idaho",Lemhi,Idaho,65.3,14.98,1.46,-56.96,4.97,98.05
16061,"Lewis County, Idaho",Lewis,Idaho,57.4,-5.38,1.7,-56.43,7.15,83.11
16063,"Lincoln County, Idaho",Lincoln,Idaho,62.9,16.33,1.63,-54.88,5.52,101.44
16065,"Madison County, Idaho",Madison,Idaho,34.9,-11.93,1.48,-52.70,5.5,93.34
16067,"Minidoka County, Idaho",Minidoka,Idaho,52.9,22.31,1.71,-45.72,6.14,114.55
16069,"Nez Perce County, Idaho",Nez Perce,Idaho,62.1,17.59,1.45,-54.47,6.51,96.14
16071,"Oneida County, Idaho",Oneida,Idaho,45.5,9.73,1.19,-59.34,7.21,130.7
16073,"Owyhee County, Idaho",Owyhee,Idaho,64.7,24.75,1.32,-57.31,5.38,106.85
16075,"Payette County, Idaho",Payette,Idaho,67.1,57.34,1.08,-58.58,6.05,124.46
16077,"Power County, Idaho",Power,Idaho,72.8,27.24,1.43,-53.33,7.18,112.58
16079,"Shoshone County, Idaho",Shoshone,Idaho,74.5,36.56,1.43,-49.09,5.92,104.48
16081,"Teton County, Idaho",Teton,Idaho,32.8,-26.87,0.97,-69.76,4.85,80.42
16083,"Twin Falls County, Idaho",Twin Falls,Idaho,71.9,46.2,1.95,-43.86,7.97,148.53
16085,"Valley County, Idaho",Valley,Idaho,39.8,-8.48,1.13,-62.11,4.66,80.63
16087,"Washington County, Idaho",Washington,Idaho,58.6,43.62,1.42,-53.83,5.24,115.82
17001,"Adams County, Illinois",Adams,Illinois,69.5,82.08,0.97,-39.16,4.97,78.16
17003,"Alexander County, Illinois",Alexander,Illinois,79.2,60.17,1.98,-28.92,5.88,84.07
17005,"Bond County, Illinois",Bond,Illinois,52.4,54.54,1.12,-25.87,5.71,115.85
17007,"Boone County, Illinois",Boone,Illinois,59.3,51.86,1.1,-36.76,5.95,119.96
17009,"Brown County, Illinois",Brown,Illinois,62.3,128.92,1.32,-15.09,5.69,136.22
17011,"Bureau County, Illinois",Bureau,Illinois,53.3,73.68,0.89,-46.69,4.05,89.65
17013,"Calhoun County, Illinois",Calhoun,Illinois,57.3,56.94,0.86,-41.29,4.34,85.31
17015,"Carroll County, Illinois",Carroll,Illinois,56.3,45.76,1.33,-45.06,4.43,86.43
17017,"Cass County, Illinois",Cass,Illinois,75.6,109.44,1.31,-28.62,6.94,107.07
17019,"Champaign County, Illinois",Champaign,Illinois,51.2,21.3,1.09,-45.81,5.8,99.23
17021,"Christian County, Illinois",Christian,Illinois,54.5,14.45,1.18,-42.28,5.75,88.9
17023,"Clark County, Illinois",Clark,Illinois,64.9,83,0.91,-44.35,4.52,74.57
17025,"Clay County, Illinois",Clay,Illinois,75.7,107.86,1.07,-37.69,5.27,96.05
17027,"Clinton County, Illinois",Clinton,Illinois,48.8,49.47,0.92,-31.72,4.5,83.96
17029,"Coles County, Illinois",Coles,Illinois,75.9,96.7,1.15,-43.58,4.89,68.02
17031,"Cook County, Illinois",Cook,Illinois,41,25.79,2.04,-19.23,4.76,97.4
17033,"Crawford County, Illinois",Crawford,Illinois,67.3,83.65,1.17,-35.12,5.73,99.91
17035,"Cumberland County, Illinois",Cumberland,Illinois,66.3,74.42,1.07,-45.88,5.12,77.83
17037,"DeKalb County, Illinois",DeKalb,Illinois,50,36.4,1.15,-42.81,6.15,116.7
17039,"De Witt County, Illinois",De Witt,Illinois,68.9,64.51,1.14,-38.75,6.17,94.78
17041,"Douglas County, Illinois",Douglas,Illinois,71.1,92.67,1.02,-38.19,5.94,99.7
17043,"DuPage County, Illinois",DuPage,Illinois,40.6,17.28,0.66,-41.03,5.44,124.22
17045,"Edgar County, Illinois",Edgar,Illinois,84.3,105.72,1.15,-38.44,5.04,83.26
17047,"Edwards County, Illinois",Edwards,Illinois,62,90.45,0.96,-39.00,6.33,109.37
17049,"Effingham County, Illinois",Effingham,Illinois,55.8,51.35,0.94,-43.62,4.42,76.5
17051,"Fayette County, Illinois",Fayette,Illinois,65.1,79.92,1.19,-32.39,5.16,93.97
17053,"Ford County, Illinois",Ford,Illinois,64.3,75.48,1.15,-29.60,4.91,99.13
17055,"Franklin County, Illinois",Franklin,Illinois,100,111.93,1.53,-20.51,6.06,109.81
17057,"Fulton County, Illinois",Fulton,Illinois,65.8,67.65,1.29,-28.56,5.88,107.66
17059,"Gallatin County, Illinois",Gallatin,Illinois,78.3,88.79,1.06,-38.10,5.78,90
17061,"Greene County, Illinois",Greene,Illinois,66.6,73.9,1.2,-33.38,5.55,97.6
17063,"Grundy County, Illinois",Grundy,Illinois,56.5,58.64,0.99,-27.98,5.23,116.05
17065,"Hamilton County, Illinois",Hamilton,Illinois,64.8,90.9,1.12,-36.20,4.95,91.45
17067,"Hancock County, Illinois",Hancock,Illinois,58.3,71.83,1.18,-39.01,5.07,78.72
17069,"Hardin County, Illinois",Hardin,Illinois,92.3,84.62,1.04,-41.88,5.37,95.55
17071,"Henderson County, Illinois",Henderson,Illinois,61.1,57.5,1.22,-42.73,4.77,69.51
17073,"Henry County, Illinois",Henry,Illinois,57.5,52.1,1.04,-41.32,4.89,93.75
17075,"Iroquois County, Illinois",Iroquois,Illinois,59.9,87.11,0.91,-32.44,5.14,101.87
17077,"Jackson County, Illinois",Jackson,Illinois,56.6,25.53,1.09,-33.11,5.2,86.17
17079,"Jasper County, Illinois",Jasper,Illinois,54.7,78.38,0.85,-44.30,4.75,87.74
17081,"Jefferson County, Illinois",Jefferson,Illinois,73.3,87.91,1.67,-16.85,5.3,95.32
17083,"Jersey County, Illinois",Jersey,Illinois,55,38.22,0.9,-33.11,4.74,92.56
17085,"Jo Daviess County, Illinois",Jo Daviess,Illinois,44,21.87,1,-49.27,4.25,81.65
17087,"Johnson County, Illinois",Johnson,Illinois,72.1,79.68,1.03,-31.72,5.55,104.88
17089,"Kane County, Illinois",Kane,Illinois,43.6,5.64,1.07,-36.58,6.07,118.56
17091,"Kankakee County, Illinois",Kankakee,Illinois,59,40.89,1.48,-32.99,5.36,101.39
17093,"Kendall County, Illinois",Kendall,Illinois,48.9,35.51,0.85,-34.85,5.65,127.76
17095,"Knox County, Illinois",Knox,Illinois,84.8,100.38,1.34,-26.31,7.24,126.2
17097,"Lake County, Illinois",Lake,Illinois,43.7,5.28,0.87,-44.39,5.02,93.72
17099,"LaSalle County, Illinois",LaSalle,Illinois,60.1,97.12,1.15,-34.04,4.61,103.19
17101,"Lawrence County, Illinois",Lawrence,Illinois,75.1,107.01,1.23,-36.15,5.63,96.17
17103,"Lee County, Illinois",Lee,Illinois,59.5,49.86,1.18,-42.23,4.89,102.99
17105,"Livingston County, Illinois",Livingston,Illinois,60.5,84.18,1.4,-22.90,4.8,119.81
17107,"Logan County, Illinois",Logan,Illinois,60.9,58.14,1.42,-27.53,7.22,118.58
17109,"McDonough County, Illinois",McDonough,Illinois,61.5,71.25,1.21,-42.44,5.38,78.94
17111,"McHenry County, Illinois",McHenry,Illinois,57.8,61.79,0.96,-33.46,5.84,127.92
17113,"McLean County, Illinois",McLean,Illinois,58.6,49.42,1.03,-39.48,6.12,115.31
17115,"Macon County, Illinois",Macon,Illinois,58.2,25.93,1.53,-37.78,6.93,87.97
17117,"Macoupin County, Illinois",Macoupin,Illinois,60.9,67.43,1.09,-33.30,4.45,79.68
17119,"Madison County, Illinois",Madison,Illinois,68.8,70.26,1.11,-17.96,5.64,114.21
17121,"Marion County, Illinois",Marion,Illinois,82.9,65.19,1.41,-30.85,5.42,81.29
17123,"Marshall County, Illinois",Marshall,Illinois,56,86.41,1.07,-29.69,5.11,124.72
17125,"Mason County, Illinois",Mason,Illinois,78.8,95.07,1.18,-28.06,8.75,131.72
17127,"Massac County, Illinois",Massac,Illinois,105,82.59,1.22,-34.85,5.66,88.82
17129,"Menard County, Illinois",Menard,Illinois,59.3,52.08,1.23,-36.50,6.46,93.04
17131,"Mercer County, Illinois",Mercer,Illinois,68.7,48.87,1.03,-46.09,4.63,69.33
17133,"Monroe County, Illinois",Monroe,Illinois,52.2,33.44,0.87,-35.69,4.36,74.03
17135,"Montgomery County, Illinois",Montgomery,Illinois,53.9,62.82,1.19,-30.12,5.09,97.57
17137,"Morgan County, Illinois",Morgan,Illinois,68.2,92.16,1.32,-27.58,6.29,97.96
17139,"Moultrie County, Illinois",Moultrie,Illinois,63.9,82.92,1.03,-40.06,5.6,87.22
17141,"Ogle County, Illinois",Ogle,Illinois,55.8,58.17,1.08,-43.14,4.94,104.75
17143,"Peoria County, Illinois",Peoria,Illinois,58.5,38.34,1.2,-29.93,6.27,111.06
17145,"Perry County, Illinois",Perry,Illinois,71.7,100.65,1.39,-10.02,5.28,103.86
17147,"Piatt County, Illinois",Piatt,Illinois,51.2,35.45,1.02,-43.91,5.64,83.7
17149,"Pike County, Illinois",Pike,Illinois,70.1,99.56,1.07,-30.65,5.65,101.75
17151,"Pope County, Illinois",Pope,Illinois,66.9,52.71,0.99,-40.43,5.13,91.78
17153,"Pulaski County, Illinois",Pulaski,Illinois,81.5,63.42,1.59,-40.73,5.47,84.14
17155,"Putnam County, Illinois",Putnam,Illinois,46.7,57.7,1.01,-39.05,5.2,122.35
17157,"Randolph County, Illinois",Randolph,Illinois,64.8,84.66,1.41,-13.96,4.7,99.9
17159,"Richland County, Illinois",Richland,Illinois,57,103.59,1.02,-36.91,5.25,99.26
17161,"Rock Island County, Illinois",Rock Island,Illinois,57.4,18.93,1.54,-44.17,5.85,91.42
17163,"Saint Clair County, Illinois",Saint Clair,Illinois,69.6,58.23,1.88,-14.31,5.67,87.17
17165,"Saline County, Illinois",Saline,Illinois,86.5,77.08,1.25,-31.58,6.92,102.5
17167,"Sangamon County, Illinois",Sangamon,Illinois,59.1,42.9,1.78,-31.89,6.86,99.97
17169,"Schuyler County, Illinois",Schuyler,Illinois,54.9,96.55,1.12,-34.32,5.61,107.25
17171,"Scott County, Illinois",Scott,Illinois,64.4,93.78,0.97,-32.18,6.81,121.83
17173,"Shelby County, Illinois",Shelby,Illinois,50,36.98,1.02,-45.76,4.97,74.98
17175,"Stark County, Illinois",Stark,Illinois,64.1,50.84,1.13,-40.10,5.55,98.75
17177,"Stephenson County, Illinois",Stephenson,Illinois,59.3,58.97,1.53,-33.47,5.21,93.44
17179,"Tazewell County, Illinois",Tazewell,Illinois,56.2,45.18,0.89,-38.21,6.11,110.71
17181,"Union County, Illinois",Union,Illinois,71.7,83.53,0.99,-23.68,6.16,123.17
17183,"Vermilion County, Illinois",Vermilion,Illinois,86.6,92.5,1.37,-31.90,4.91,82.86
17185,"Wabash County, Illinois",Wabash,Illinois,71.8,87.86,0.97,-40.30,6.16,98.48
17187,"Warren County, Illinois",Warren,Illinois,61.9,64.22,1.08,-41.25,5.35,85.81
17189,"Washington County, Illinois",Washington,Illinois,45.3,51.75,1.01,-26.95,4.65,103.7
17191,"Wayne County, Illinois",Wayne,Illinois,76.7,124.3,1.13,-32.31,6.05,114.82
17193,"White County, Illinois",White,Illinois,82.4,107.49,1.02,-40.12,5.73,92.1
17195,"Whiteside County, Illinois",Whiteside,Illinois,62.3,75.56,1.15,-45.04,4.23,82.74
17197,"Will County, Illinois",Will,Illinois,45.1,15.89,1.06,-35.74,5.13,119.86
17199,"Williamson County, Illinois",Williamson,Illinois,71.4,51.21,0.95,-31.70,5.98,91.47
17201,"Winnebago County, Illinois",Winnebago,Illinois,57.9,47.31,1.23,-40.06,6.3,107.69
17203,"Woodford County, Illinois",Woodford,Illinois,52.3,63.81,1.15,-35.82,5.49,117.36
18001,"Adams County, Indiana",Adams,Indiana,47.8,70.4,0.97,-36.81,6.5,129.93
18003,"Allen County, Indiana",Allen,Indiana,66.9,85.74,1.13,-36.97,6.5,116.52
18005,"Bartholomew County, Indiana",Bartholomew,Indiana,74.1,64.26,1.15,-45.75,6.51,116.05
18007,"Benton County, Indiana",Benton,Indiana,75.2,79,1.08,-30.26,6.37,117.96
18009,"Blackford County, Indiana",Blackford,Indiana,75,78.51,1.47,-31.17,6.53,104.5
18011,"Boone County, Indiana",Boone,Indiana,66.1,52.72,0.86,-46.54,6.07,109.55
18013,"Brown County, Indiana",Brown,Indiana,59.1,52.14,0.8,-52.63,5.26,100.5
18015,"Carroll County, Indiana",Carroll,Indiana,64.8,60.14,0.85,-34.99,6.51,139.62
18017,"Cass County, Indiana",Cass,Indiana,69.1,71.69,1.33,-21.22,5.97,120.88
18019,"Clark County, Indiana",Clark,Indiana,77.6,88.08,1.22,-37.31,5.55,117.14
18021,"Clay County, Indiana",Clay,Indiana,71.9,64.16,1.16,-40.59,4.95,71.58
18023,"Clinton County, Indiana",Clinton,Indiana,71.7,66.63,0.9,-41.19,5.86,109.73
18025,"Crawford County, Indiana",Crawford,Indiana,81.1,77.33,1.14,-46.65,5.05,87.24
18027,"Daviess County, Indiana",Daviess,Indiana,65.6,51.43,0.88,-51.52,6.6,97.96
18029,"Dearborn County, Indiana",Dearborn,Indiana,66.2,31.78,0.83,-54.98,6.06,130.13
18031,"Decatur County, Indiana",Decatur,Indiana,57,63.69,1.07,-44.78,4.76,105.09
18033,"DeKalb County, Indiana",DeKalb,Indiana,72.3,98.1,0.99,-36.22,6.18,117.43
18035,"Delaware County, Indiana",Delaware,Indiana,84,83.64,1.48,-30.95,6.49,97.25
18037,"Dubois County, Indiana",Dubois,Indiana,45.2,44.45,1.05,-43.49,5.13,91.22
18039,"Elkhart County, Indiana",Elkhart,Indiana,61.7,71,1.2,-36.49,5.74,112.23
18041,"Fayette County, Indiana",Fayette,Indiana,96.9,125.84,1.64,-28.64,8.29,149.47
18043,"Floyd County, Indiana",Floyd,Indiana,73.8,79.07,0.75,-45.15,5.67,105.02
18045,"Fountain County, Indiana",Fountain,Indiana,81.4,64.44,1,-42.64,5.27,79.72
18047,"Franklin County, Indiana",Franklin,Indiana,53.2,63.64,0.95,-42.63,5.59,142.7
18049,"Fulton County, Indiana",Fulton,Indiana,80.2,99.55,1.15,-31.72,5.8,101.27
18051,"Gibson County, Indiana",Gibson,Indiana,66.3,62.25,1.02,-44.81,7.29,98.41
18053,"Grant County, Indiana",Grant,Indiana,91.8,105.12,1.56,-25.99,7.09,105.54
18055,"Greene County, Indiana",Greene,Indiana,75.5,104.81,1.11,-42.46,5.12,93.11
18057,"Hamilton County, Indiana",Hamilton,Indiana,48.1,0.49,0.66,-54.27,6.45,105.22
18059,"Hancock County, Indiana",Hancock,Indiana,63.8,27.85,0.99,-49.89,6,92.99
18061,"Harrison County, Indiana",Harrison,Indiana,73.3,84.55,0.96,-40.55,4.71,101.03
18063,"Hendricks County, Indiana",Hendricks,Indiana,67.1,43.46,0.73,-46.70,7.74,127.96
18065,"Henry County, Indiana",Henry,Indiana,75.5,91.17,1.25,-37.99,7.36,122.43
18067,"Howard County, Indiana",Howard,Indiana,73.4,47.95,1.21,-28.56,5.96,104.12
18069,"Huntington County, Indiana",Huntington,Indiana,79.8,143.29,1.14,-29.79,7.44,134.98
18071,"Jackson County, Indiana",Jackson,Indiana,79.4,103.81,1.16,-41.87,7.54,137.49
18073,"Jasper County, Indiana",Jasper,Indiana,59.4,55.04,1.03,-28.74,5.23,111.33
18075,"Jay County, Indiana",Jay,Indiana,71.6,85.58,1.17,-40.10,6.12,116.49
18077,"Jefferson County, Indiana",Jefferson,Indiana,89,95.72,1.27,-38.31,6.25,122.15
18079,"Jennings County, Indiana",Jennings,Indiana,101,130.18,1.18,-41.42,7.57,136.2
18081,"Johnson County, Indiana",Johnson,Indiana,87.8,97.61,0.92,-42.32,6.73,132.9
18083,"Knox County, Indiana",Knox,Indiana,88.8,86.98,1.15,-43.84,6.66,92.13
18085,"Kosciusko County, Indiana",Kosciusko,Indiana,64.9,84.82,1.06,-35.97,6.09,108.41
18087,"LaGrange County, Indiana",LaGrange,Indiana,52.9,45.43,0.79,-48.40,4.92,91.89
18089,"Lake County, Indiana",Lake,Indiana,59.2,59.46,1.84,-5.51,5.59,106.86
18091,"LaPorte County, Indiana",LaPorte,Indiana,65,57.25,1.29,-24.52,6.02,101.1
18093,"Lawrence County, Indiana",Lawrence,Indiana,68.6,70.76,0.94,-47.79,4.93,89.21
18095,"Madison County, Indiana",Madison,Indiana,74.9,101.51,1.18,-33.22,6.14,106.53
18097,"Marion County, Indiana",Marion,Indiana,78.2,64.54,1.61,-31.49,7.04,123.59
18099,"Marshall County, Indiana",Marshall,Indiana,69.5,117.67,1.09,-28.42,5.89,126.97
18101,"Martin County, Indiana",Martin,Indiana,73.5,59.28,1.08,-49.67,5.24,80.45
18103,"Miami County, Indiana",Miami,Indiana,57.5,37.01,1.2,-33.10,5.01,89.05
18105,"Monroe County, Indiana",Monroe,Indiana,50.9,43.19,0.9,-55.89,4.81,88.38
18107,"Montgomery County, Indiana",Montgomery,Indiana,68.5,67.88,0.91,-43.25,6.14,115.31
18109,"Morgan County, Indiana",Morgan,Indiana,91.4,80.14,0.84,-44.91,6.35,115.64
18111,"Newton County, Indiana",Newton,Indiana,68.5,74.33,1.08,-22.23,5.01,107.7
18113,"Noble County, Indiana",Noble,Indiana,79.9,110.59,1.01,-34.84,5.61,111.07
18115,"Ohio County, Indiana",Ohio,Indiana,63.8,75.38,0.9,-44.41,5.18,137.23
18117,"Orange County, Indiana",Orange,Indiana,70.1,89.95,1.12,-42.30,5.39,98.04
18119,"Owen County, Indiana",Owen,Indiana,78.6,113.79,1.15,-33.56,5.93,119.02
18121,"Parke County, Indiana",Parke,Indiana,63.8,43.88,1.08,-43.34,5.04,75.18
18123,"Perry County, Indiana",Perry,Indiana,59.4,52.97,1.1,-42.82,5.12,94.32
18125,"Pike County, Indiana",Pike,Indiana,63.1,49.23,0.93,-49.38,6.36,99.6
18127,"Porter County, Indiana",Porter,Indiana,56.6,33.43,1.1,-16.11,6.1,138.38
18129,"Posey County, Indiana",Posey,Indiana,65.4,72.64,0.75,-46.12,6.22,87.76
18131,"Pulaski County, Indiana",Pulaski,Indiana,67.4,91.06,1.28,-23.21,6.5,134.63
18133,"Putnam County, Indiana",Putnam,Indiana,59.7,54.64,0.99,-42.38,5.63,101.31
18135,"Randolph County, Indiana",Randolph,Indiana,64.8,64.45,1.33,-41.89,5.99,111.47
18137,"Ripley County, Indiana",Ripley,Indiana,65.9,81.5,0.94,-44.34,5.6,132.17
18139,"Rush County, Indiana",Rush,Indiana,83,86.09,1.49,-41.09,6.5,114.05
18141,"Saint Joseph County, Indiana",Saint Joseph,Indiana,62.4,87.47,1.32,-24.54,6.16,120.76
18143,"Scott County, Indiana",Scott,Indiana,101,128.71,1.18,-42.17,6.67,124.99
18145,"Shelby County, Indiana",Shelby,Indiana,73.6,52.2,1.2,-44.58,5.68,115.15
18147,"Spencer County, Indiana",Spencer,Indiana,52.5,31.09,0.98,-49.69,5.1,76.05
18149,"Starke County, Indiana",Starke,Indiana,81.6,86.29,1.28,-24.67,5.73,109.74
18151,"Steuben County, Indiana",Steuben,Indiana,62.6,51.12,0.91,-44.75,5.38,91.17
18153,"Sullivan County, Indiana",Sullivan,Indiana,78,96.21,1.16,-39.21,4.37,75.64
18155,"Switzerland County, Indiana",Switzerland,Indiana,69.7,72.99,0.95,-49.55,4.98,121.38
18157,"Tippecanoe County, Indiana",Tippecanoe,Indiana,65.9,30.66,0.9,-40.22,6.36,124.8
18159,"Tipton County, Indiana",Tipton,Indiana,63.3,56.88,1.02,-37.30,6.56,108.2
18161,"Union County, Indiana",Union,Indiana,65,79.86,1.21,-38.46,7,150.22
18163,"Vanderburgh County, Indiana",Vanderburgh,Indiana,74,82.62,1.09,-38.74,7.31,83.76
18165,"Vermillion County, Indiana",Vermillion,Indiana,76.1,44.31,1,-45.84,4.85,59.51
18167,"Vigo County, Indiana",Vigo,Indiana,81.5,89.84,1.13,-40.12,6.01,73.52
18169,"Wabash County, Indiana",Wabash,Indiana,72.1,106.97,1.36,-27.00,6.71,110.88
18171,"Warren County, Indiana",Warren,Indiana,80,46.57,0.93,-46.43,5.4,81.55
18173,"Warrick County, Indiana",Warrick,Indiana,60.5,42.16,0.72,-51.40,6.02,82.42
18175,"Washington County, Indiana",Washington,Indiana,84.7,133.39,0.96,-41.43,5.62,118.62
18177,"Wayne County, Indiana",Wayne,Indiana,73.5,86.73,1.5,-37.52,8.6,134.42
18179,"Wells County, Indiana",Wells,Indiana,64.8,113.36,1.03,-32.36,7.62,144.44
18181,"White County, Indiana",White,Indiana,73.9,48.3,1.03,-33.99,7.35,122.75
18183,"Whitley County, Indiana",Whitley,Indiana,71,97.34,0.83,-42.08,6.56,109.91
19001,"Adair County, Iowa",Adair,Iowa,47,65.15,1.13,-44.72,5.33,123.81
19003,"Adams County, Iowa",Adams,Iowa,51.9,60.27,1.47,-42.46,6.14,120.63
19005,"Allamakee County, Iowa",Allamakee,Iowa,44.8,35.9,1.08,-49.07,5.19,107.9
19007,"Appanoose County, Iowa",Appanoose,Iowa,46.8,38.32,0.94,-52.97,5.46,88.04
19009,"Audubon County, Iowa",Audubon,Iowa,52,47.36,1.2,-48.53,4.61,100.91
19011,"Benton County, Iowa",Benton,Iowa,46.3,21.28,0.94,-53.54,4.85,83.08
19013,"Black Hawk County, Iowa",Black Hawk,Iowa,65.3,65.05,1.44,-33.77,7.52,132.65
19015,"Boone County, Iowa",Boone,Iowa,62.1,125.45,1.04,-33.25,6.58,159.43
19017,"Bremer County, Iowa",Bremer,Iowa,37.8,30.17,0.89,-50.74,5.83,111.49
19019,"Buchanan County, Iowa",Buchanan,Iowa,56.5,63.55,1.03,-43.75,6.22,118.68
19021,"Buena Vista County, Iowa",Buena Vista,Iowa,50.9,71.94,1.68,-32.41,6.47,162.43
19023,"Butler County, Iowa",Butler,Iowa,47.5,39.18,1.06,-45.72,5.36,113.75
19025,"Calhoun County, Iowa",Calhoun,Iowa,57.9,73.13,1.17,-48.47,6,119.45
