usa_lung_cancer
County,State,GeoID,lung_cancer_per_100000,TimeFrame
Mason,IL,17125,100.2,2014-2018
Massac,IL,17127,91.6,2014-2018
Menard,IL,17129,69.6,2014-2018
Mercer,IL,17131,88.6,2014-2018
Monroe,IL,17133,51.3,2014-2018
Montgomery,IL,17135,92.1,2014-2018
Morgan,IL,17137,93.1,2014-2018
Moultrie,IL,17139,74.3,2014-2018
Ogle,IL,17141,68.4,2014-2018
Peoria,IL,17143,84.7,2014-2018
Perry,IL,17145,79.8,2014-2018
Piatt,IL,17147,61.9,2014-2018
Pike,IL,17149,83.3,2014-2018
Pope,IL,17151,59.2,2014-2018
Pulaski,IL,17153,102.2,2014-2018
Putnam,IL,17155,82.7,2014-2018
Randolph,IL,17157,70.6,2014-2018
Richland,IL,17159,83.0,2014-2018
Rock Island,IL,17161,66.9,2014-2018
St. Clair,IL,17163,76.4,2014-2018
Saline,IL,17165,72.3,2014-2018
Sangamon,IL,17167,82.3,2014-2018
Schuyler,IL,17169,91.4,2014-2018
Scott,IL,17171,65.5,2014-2018
Shelby,IL,17173,76.8,2014-2018
Stark,IL,17175,66.9,2014-2018
Stephenson,IL,17177,54.3,2014-2018
Tazewell,IL,17179,79.3,2014-2018
Union,IL,17181,88.6,2014-2018
Vermilion,IL,17183,91.9,2014-2018
Wabash,IL,17185,70.2,2014-2018
Warren,IL,17187,69.8,2014-2018
Washington,IL,17189,60.7,2014-2018
Wayne,IL,17191,62.6,2014-2018
White,IL,17193,87.0,2014-2018
Whiteside,IL,17195,63.3,2014-2018
Will,IL,17197,61.8,2014-2018
Williamson,IL,17199,82.6,2014-2018
Winnebago,IL,17201,66.5,2014-2018
Woodford,IL,17203,60.8,2014-2018
Adams,IN,18001,59.6,2014-2018
Allen,IN,18003,65.2,2014-2018
Bartholomew,IN,18005,68.3,2014-2018
Benton,IN,18007,77.7,2014-2018
Blackford,IN,18009,93.9,2014-2018
Boone,IN,18011,53.4,2014-2018
Brown,IN,18013,73.6,2014-2018
Carroll,IN,18015,69.1,2014-2018
Cass,IN,18017,77.7,2014-2018
Clark,IN,18019,83.3,2014-2018
Clay,IN,18021,90.6,2014-2018
Clinton,IN,18023,70.1,2014-2018
Crawford,IN,18025,75.3,2014-2018
Daviess,IN,18027,59.4,2014-2018
Dearborn,IN,18029,80.2,2014-2018
Decatur,IN,18031,62.9,2014-2018
DeKalb,IN,18033,82.0,2014-2018
Delaware,IN,18035,79.6,2014-2018
Dubois,IN,18037,49.0,2014-2018
Elkhart,IN,18039,66.2,2014-2018
Fayette,IN,18041,77.3,2014-2018
Floyd,IN,18043,80.5,2014-2018
Fountain,IN,18045,70.3,2014-2018
Franklin,IN,18047,66.2,2014-2018
Fulton,IN,18049,70.2,2014-2018
Gibson,IN,18051,66.8,2014-2018
Grant,IN,18053,83.6,2014-2018
Greene,IN,18055,74.8,2014-2018
Hamilton,IN,18057,42.1,2014-2018
Hancock,IN,18059,64.5,2014-2018
Harrison,IN,18061,88.0,2014-2018
Hendricks,IN,18063,64.5,2014-2018
Henry,IN,18065,78.7,2014-2018
Howard,IN,18067,72.2,2014-2018
Huntington,IN,18069,66.1,2014-2018
Jackson,IN,18071,71.6,2014-2018
Jasper,IN,18073,68.4,2014-2018
Jay,IN,18075,71.1,2014-2018
Jefferson,IN,18077,90.2,2014-2018
Jennings,IN,18079,84.8,2014-2018
Johnson,IN,18081,70.5,2014-2018
Knox,IN,18083,76.1,2014-2018
Kosciusko,IN,18085,72.0,2014-2018
LaGrange,IN,18087,62.7,2014-2018
Lake,IN,18089,65.8,2014-2018
LaPorte,IN,18091,75.8,2014-2018
Lawrence,IN,18093,68.9,2014-2018
Madison,IN,18095,78.0,2014-2018
Marion,IN,18097,74.6,2014-2018
Marshall,IN,18099,64.1,2014-2018
Martin,IN,18101,74.0,2014-2018
Miami,IN,18103,67.6,2014-2018
Monroe,IN,18105,56.9,2014-2018
Montgomery,IN,18107,72.1,2014-2018
Morgan,IN,18109,83.0,2014-2018
Newton,IN,18111,72.0,2014-2018
Noble,IN,18113,78.5,2014-2018
Ohio,IN,18115,67.3,2014-2018
Orange,IN,18117,69.1,2014-2018
Owen,IN,18119,81.7,2014-2018
Parke,IN,18121,69.7,2014-2018
Perry,IN,18123,71.7,2014-2018
Pike,IN,18125,76.2,2014-2018
Porter,IN,18127,68.1,2014-2018
Posey,IN,18129,58.8,2014-2018
Pulaski,IN,18131,66.8,2014-2018
Putnam,IN,18133,90.9,2014-2018
Randolph,IN,18135,69.7,2014-2018
Ripley,IN,18137,60.3,2014-2018
Rush,IN,18139,84.0,2014-2018
St. Joseph,IN,18141,66.7,2014-2018
Scott,IN,18143,88.4,2014-2018
Shelby,IN,18145,84.3,2014-2018
Spencer,IN,18147,62.9,2014-2018
Starke,IN,18149,99.5,2014-2018
Steuben,IN,18151,62.7,2014-2018
Sullivan,IN,18153,71.8,2014-2018
Switzerland,IN,18155,61.9,2014-2018
Tippecanoe,IN,18157,58.8,2014-2018
Tipton,IN,18159,73.1,2014-2018
Union,IN,18161,50.3,2014-2018
Vanderburgh,IN,18163,70.6,2014-2018
Vermillion,IN,18165,86.9,2014-2018
Vigo,IN,18167,77.4,2014-2018
Wabash,IN,18169,62.6,2014-2018
Warren,IN,18171,70.7,2014-2018
Warrick,IN,18173,65.1,2014-2018
Washington,IN,18175,90.8,2014-2018
Wayne,IN,18177,72.4,2014-2018
Wells,IN,18179,68.8,2014-2018
White,IN,18181,68.4,2014-2018
Whitley,IN,18183,79.7,2014-2018
Adair,IA,19001,75.8,2014-2018
Adams,IA,19003,54.8,2014-2018
Allamakee,IA,19005,62.4,2014-2018
Appanoose,IA,19007,82.2,2014-2018
Audubon,IA,19009,44.7,2014-2018
Benton,IA,19011,79.1,2014-2018
Black Hawk,IA,19013,70.4,2014-2018
Boone,IA,19015,69.3,2014-2018
Bremer,IA,19017,52.2,2014-2018
Buchanan,IA,19019,59.1,2014-2018
Buena Vista,IA,19021,45.2,2014-2018
Butler,IA,19023,62.4,2014-2018
Calhoun,IA,19025,63.9,2014-2018
Carroll,IA,19027,64.5,2014-2018
Cass,IA,19029,70.9,2014-2018
Cedar,IA,19031,61.8,2014-2018
Cerro Gordo,IA,19033,71.3,2014-2018
Cherokee,IA,19035,63.0,2014-2018
Chickasaw,IA,19037,66.7,2014-2018
Clarke,IA,19039,91.4,2014-2018
Clay,IA,19041,55.3,2014-2018
Clayton,IA,19043,50.4,2014-2018
Clinton,IA,19045,63.2,2014-2018
Crawford,IA,19047,49.0,2014-2018
Dallas,IA,19049,58.5,2014-2018
Davis,IA,19051,41.4,2014-2018
Decatur,IA,19053,67.4,2014-2018
Delaware,IA,19055,63.1,2014-2018
Des Moines,IA,19057,75.0,2014-2018
Dickinson,IA,19059,55.0,2014-2018
Dubuque,IA,19061,54.5,2014-2018
Emmet,IA,19063,61.6,2014-2018
Fayette,IA,19065,54.8,2014-2018
Floyd,IA,19067,52.9,2014-2018
Franklin,IA,19069,44.4,2014-2018
Fremont,IA,19071,68.2,2014-2018
Greene,IA,19073,72.3,2014-2018
Grundy,IA,19075,45.4,2014-2018
Guthrie,IA,19077,71.7,2014-2018
Hamilton,IA,19079,68.8,2014-2018
Hancock,IA,19081,50.7,2014-2018
Hardin,IA,19083,68.6,2014-2018
Harrison,IA,19085,63.9,2014-2018
Henry,IA,19087,67.0,2014-2018
Howard,IA,19089,80.9,2014-2018
Humboldt,IA,19091,77.8,2014-2018
Ida,IA,19093,72.4,2014-2018
Iowa,IA,19095,52.0,2014-2018
Jackson,IA,19097,62.0,2014-2018
Jasper,IA,19099,57.3,2014-2018
Jefferson,IA,19101,45.5,2014-2018
Johnson,IA,19103,46.1,2014-2018
Jones,IA,19105,79.5,2014-2018
Keokuk,IA,19107,62.6,2014-2018
Kossuth,IA,19109,57.4,2014-2018
Lee,IA,19111,70.3,2014-2018
Linn,IA,19113,68.7,2014-2018
Louisa,IA,19115,61.1,2014-2018
Lucas,IA,19117,57.5,2014-2018
Lyon,IA,19119,69.1,2014-2018
Madison,IA,19121,48.3,2014-2018
Mahaska,IA,19123,59.5,2014-2018
Marion,IA,19125,53.5,2014-2018
Marshall,IA,19127,72.0,2014-2018
Mills,IA,19129,67.0,2014-2018
Mitchell,IA,19131,39.9,2014-2018
Monona,IA,19133,71.2,2014-2018
Monroe,IA,19135,73.3,2014-2018
Montgomery,IA,19137,73.2,2014-2018
Muscatine,IA,19139,65.5,2014-2018
O'Brien,IA,19141,61.2,2014-2018
Osceola,IA,19143,49.6,2014-2018
Page,IA,19145,79.8,2014-2018
Palo Alto,IA,19147,74.0,2014-2018
Plymouth,IA,19149,56.6,2014-2018
Pocahontas,IA,19151,43.0,2014-2018
Polk,IA,19153,64.6,2014-2018
Pottawattamie,IA,19155,73.9,2014-2018
Poweshiek,IA,19157,58.6,2014-2018
Ringgold,IA,19159,95.5,2014-2018
Sac,IA,19161,57.8,2014-2018
Scott,IA,19163,61.8,2014-2018
Shelby,IA,19165,68.8,2014-2018
Sioux,IA,19167,28.7,2014-2018
Story,IA,19169,51.2,2014-2018
Tama,IA,19171,61.3,2014-2018
Taylor,IA,19173,59.3,2014-2018
Union,IA,19175,75.2,2014-2018
Van Buren,IA,19177,72.6,2014-2018
Wapello,IA,19179,82.4,2014-2018
Warren,IA,19181,57.5,2014-2018
Washington,IA,19183,54.2,2014-2018
Wayne,IA,19185,79.1,2014-2018
Webster,IA,19187,68.1,2014-2018
Winnebago,IA,19189,53.8,2014-2018
Winneshiek,IA,19191,38.2,2014-2018
Woodbury,IA,19193,69.8,2014-2018
Worth,IA,19195,57.3,2014-2018
Wright,IA,19197,46.5,2014-2018
Allen,KS,20001,NA,2014-2018
Anderson,KS,20003,NA,2014-2018
Atchison,KS,20005,NA,2014-2018
Barber,KS,20007,NA,2014-2018
Barton,KS,20009,NA,2014-2018
Bourbon,KS,20011,NA,2014-2018
Brown,KS,20013,NA,2014-2018
Butler,KS,20015,NA,2014-2018
Chase,KS,20017,NA,2014-2018
Chautauqua,KS,20019,NA,2014-2018
Cherokee,KS,20021,NA,2014-2018
Cheyenne,KS,20023,NA,2014-2018
Clark,KS,20025,NA,2014-2018
Clay,KS,20027,NA,2014-2018
Cloud,KS,20029,NA,2014-2018
Coffey,KS,20031,NA,2014-2018
Comanche,KS,20033,NA,2014-2018
Cowley,KS,20035,NA,2014-2018
Crawford,KS,20037,NA,2014-2018
Decatur,KS,20039,NA,2014-2018
Dickinson,KS,20041,NA,2014-2018
Doniphan,KS,20043,NA,2014-2018
Douglas,KS,20045,NA,2014-2018
Edwards,KS,20047,NA,2014-2018
Elk,KS,20049,NA,2014-2018
Ellis,KS,20051,NA,2014-2018
Ellsworth,KS,20053,NA,2014-2018
Finney,KS,20055,NA,2014-2018
Ford,KS,20057,NA,2014-2018
Franklin,KS,20059,NA,2014-2018
Geary,KS,20061,NA,2014-2018
Gove,KS,20063,NA,2014-2018
Graham,KS,20065,NA,2014-2018
Grant,KS,20067,NA,2014-2018
Gray,KS,20069,NA,2014-2018
Greeley,KS,20071,NA,2014-2018
Greenwood,KS,20073,NA,2014-2018
Hamilton,KS,20075,NA,2014-2018
Harper,KS,20077,NA,2014-2018
Harvey,KS,20079,NA,2014-2018
Haskell,KS,20081,NA,2014-2018
Hodgeman,KS,20083,NA,2014-2018
Jackson,KS,20085,NA,2014-2018
Jefferson,KS,20087,NA,2014-2018
Jewell,KS,20089,NA,2014-2018
Johnson,KS,20091,NA,2014-2018
Kearny,KS,20093,NA,2014-2018
Kingman,KS,20095,NA,2014-2018
Kiowa,KS,20097,NA,2014-2018
Labette,KS,20099,NA,2014-2018
Lane,KS,20101,NA,2014-2018
Leavenworth,KS,20103,NA,2014-2018
Lincoln,KS,20105,NA,2014-2018
Linn,KS,20107,NA,2014-2018
Logan,KS,20109,NA,2014-2018
Lyon,KS,20111,NA,2014-2018
McPherson,KS,20113,NA,2014-2018
Marion,KS,20115,NA,2014-2018
Marshall,KS,20117,NA,2014-2018
Meade,KS,20119,NA,2014-2018
Miami,KS,20121,NA,2014-2018
Mitchell,KS,20123,NA,2014-2018
Montgomery,KS,20125,NA,2014-2018
Morris,KS,20127,NA,2014-2018
Morton,KS,20129,NA,2014-2018
Nemaha,KS,20131,NA,2014-2018
Neosho,KS,20133,NA,2014-2018
Ness,KS,20135,NA,2014-2018
Norton,KS,20137,NA,2014-2018
Osage,KS,20139,NA,2014-2018
Osborne,KS,20141,NA,2014-2018
Ottawa,KS,20143,NA,2014-2018
Pawnee,KS,20145,NA,2014-2018
Phillips,KS,20147,NA,2014-2018
Pottawatomie,KS,20149,NA,2014-2018
Pratt,KS,20151,NA,2014-2018
Rawlins,KS,20153,NA,2014-2018
Reno,KS,20155,NA,2014-2018
Republic,KS,20157,NA,2014-2018
Rice,KS,20159,NA,2014-2018
Riley,KS,20161,NA,2014-2018
Rooks,KS,20163,NA,2014-2018
Rush,KS,20165,NA,2014-2018
Russell,KS,20167,NA,2014-2018
Saline,KS,20169,NA,2014-2018
Scott,KS,20171,NA,2014-2018
Sedgwick,KS,20173,NA,2014-2018
Seward,KS,20175,NA,2014-2018
Shawnee,KS,20177,NA,2014-2018
Sheridan,KS,20179,NA,2014-2018
Sherman,KS,20181,NA,2014-2018
Smith,KS,20183,NA,2014-2018
Stafford,KS,20185,NA,2014-2018
Stanton,KS,20187,NA,2014-2018
Stevens,KS,20189,NA,2014-2018
Sumner,KS,20191,NA,2014-2018
Thomas,KS,20193,NA,2014-2018
Trego,KS,20195,NA,2014-2018
Wabaunsee,KS,20197,NA,2014-2018
Wallace,KS,20199,NA,2014-2018
Washington,KS,20201,NA,2014-2018
Wichita,KS,20203,NA,2014-2018
Wilson,KS,20205,NA,2014-2018
Woodson,KS,20207,NA,2014-2018
Wyandotte,KS,20209,NA,2014-2018
Adair,KY,21001,91.8,2014-2018
Allen,KY,21003,81.4,2014-2018
Anderson,KY,21005,88.9,2014-2018
Ballard,KY,21007,87.5,2014-2018
Barren,KY,21009,108.1,2014-2018
Bath,KY,21011,119.3,2014-2018
Bell,KY,21013,104.1,2014-2018
Boone,KY,21015,72.5,2014-2018
Bourbon,KY,21017,97.6,2014-2018
Boyd,KY,21019,92.1,2014-2018
Boyle,KY,21021,59.8,2014-2018
Bracken,KY,21023,100.3,2014-2018
Breathitt,KY,21025,143.9,2014-2018
Breckinridge,KY,21027,104.0,2014-2018
Bullitt,KY,21029,97.6,2014-2018
Butler,KY,21031,105.0,2014-2018
Caldwell,KY,21033,83.8,2014-2018
Calloway,KY,21035,78.7,2014-2018
Campbell,KY,21037,91.3,2014-2018
Carlisle,KY,21039,99.0,2014-2018
Carroll,KY,21041,137.0,2014-2018
Carter,KY,21043,97.9,2014-2018
Casey,KY,21045,98.0,2014-2018
Christian,KY,21047,78.3,2014-2018
Clark,KY,21049,86.3,2014-2018
Clay,KY,21051,122.6,2014-2018
Clinton,KY,21053,99.3,2014-2018
Crittenden,KY,21055,110.7,2014-2018
Cumberland,KY,21057,104.7,2014-2018
Daviess,KY,21059,90.4,2014-2018
Edmonson,KY,21061,121.1,2014-2018
Elliott,KY,21063,82.1,2014-2018
Estill,KY,21065,108.4,2014-2018
Fayette,KY,21067,66.2,2014-2018
Fleming,KY,21069,100.0,2014-2018
Floyd,KY,21071,129.8,2014-2018
Franklin,KY,21073,81.6,2014-2018
Fulton,KY,21075,71.6,2014-2018
Gallatin,KY,21077,118.9,2014-2018
Garrard,KY,21079,91.0,2014-2018
Grant,KY,21081,98.1,2014-2018
Graves,KY,21083,73.8,2014-2018
Grayson,KY,21085,96.4,2014-2018
Green,KY,21087,90.1,2014-2018
Greenup,KY,21089,94.3,2014-2018
Hancock,KY,21091,70.4,2014-2018
Hardin,KY,21093,87.6,2014-2018
Harlan,KY,21095,119.2,2014-2018
Harrison,KY,21097,114.6,2014-2018
Hart,KY,21099,121.5,2014-2018
Henderson,KY,21101,81.2,2014-2018
Henry,KY,21103,86.6,2014-2018
Hickman,KY,21105,79.5,2014-2018
Hopkins,KY,21107,85.7,2014-2018
Jackson,KY,21109,112.3,2014-2018
Jefferson,KY,21111,79.1,2014-2018
Jessamine,KY,21113,87.8,2014-2018
Johnson,KY,21115,110.9,2014-2018
Kenton,KY,21117,81.7,2014-2018
Knott,KY,21119,107.8,2014-2018
Knox,KY,21121,131.7,2014-2018
Larue,KY,21123,90.5,2014-2018
Laurel,KY,21125,102.9,2014-2018
Lawrence,KY,21127,110.8,2014-2018
Lee,KY,21129,86.4,2014-2018
Leslie,KY,21131,118.8,2014-2018
Letcher,KY,21133,103.7,2014-2018
Lewis,KY,21135,116.1,2014-2018
Lincoln,KY,21137,104.7,2014-2018
Livingston,KY,21139,102.8,2014-2018
Logan,KY,21141,97.7,2014-2018
Lyon,KY,21143,74.2,2014-2018
McCracken,KY,21145,76.1,2014-2018
McCreary,KY,21147,112.1,2014-2018
McLean,KY,21149,107.7,2014-2018
Madison,KY,21151,86.5,2014-2018
Magoffin,KY,21153,80.9,2014-2018
Marion,KY,21155,90.7,2014-2018
Marshall,KY,21157,85.7,2014-2018
Martin,KY,21159,117.4,2014-2018
Mason,KY,21161,85.3,2014-2018
Meade,KY,21163,105.2,2014-2018
Menifee,KY,21165,92.0,2014-2018
Mercer,KY,21167,93.7,2014-2018
Metcalfe,KY,21169,109.5,2014-2018
Monroe,KY,21171,114.8,2014-2018
Montgomery,KY,21173,116.3,2014-2018
Morgan,KY,21175,89.6,2014-2018
Muhlenberg,KY,21177,104.2,2014-2018
Nelson,KY,21179,87.2,2014-2018
Nicholas,KY,21181,106.1,2014-2018
Ohio,KY,21183,96.8,2014-2018
Oldham,KY,21185,62.6,2014-2018
Owen,KY,21187,86.4,2014-2018
Owsley,KY,21189,144.4,2014-2018
Pendleton,KY,21191,111.2,2014-2018
Perry,KY,21193,128.6,2014-2018
Pike,KY,21195,114.1,2014-2018
Powell,KY,21197,121.6,2014-2018
Pulaski,KY,21199,91.8,2014-2018
Robertson,KY,21201,NA,2014-2018
Rockcastle,KY,21203,105.2,2014-2018
Rowan,KY,21205,86.6,2014-2018
Russell,KY,21207,109.1,2014-2018
Scott,KY,21209,61.5,2014-2018
Shelby,KY,21211,87.3,2014-2018
Simpson,KY,21213,91.4,2014-2018
Spencer,KY,21215,78.3,2014-2018
Taylor,KY,21217,89.7,2014-2018
Todd,KY,21219,98.7,2014-2018
Trigg,KY,21221,69.5,2014-2018
Trimble,KY,21223,96.9,2014-2018
Union,KY,21225,79.0,2014-2018
Warren,KY,21227,72.2,2014-2018
Washington,KY,21229,81.3,2014-2018
Wayne,KY,21231,90.3,2014-2018
Webster,KY,21233,73.1,2014-2018
Whitley,KY,21235,122.0,2014-2018
Wolfe,KY,21237,108.7,2014-2018
Woodford,KY,21239,75.0,2014-2018
Acadia,LA,22001,76.4,2014-2018
Allen,LA,22003,64.9,2014-2018
Ascension,LA,22005,63.6,2014-2018
Assumption,LA,22007,68.0,2014-2018
Avoyelles,LA,22009,74.7,2014-2018
Beauregard,LA,22011,72.2,2014-2018
Bienville,LA,22013,67.3,2014-2018
Bossier,LA,22015,63.1,2014-2018
Caddo,LA,22017,69.3,2014-2018
Calcasieu,LA,22019,66.4,2014-2018
Caldwell,LA,22021,99.7,2014-2018
Cameron,LA,22023,56.7,2014-2018
Catahoula,LA,22025,74.6,2014-2018
Claiborne,LA,22027,71.2,2014-2018
Concordia,LA,22029,68.4,2014-2018
De Soto,LA,22031,63.4,2014-2018
East Baton Rouge,LA,22033,50.7,2014-2018
East Carroll,LA,22035,101.7,2014-2018
East Feliciana,LA,22037,74.5,2014-2018
Evangeline,LA,22039,74.1,2014-2018
Franklin,LA,22041,69.9,2014-2018
Grant,LA,22043,75.4,2014-2018
Iberia,LA,22045,69.1,2014-2018
Iberville,LA,22047,76.6,2014-2018
Jackson,LA,22049,84.8,2014-2018
Jefferson,LA,22051,60.2,2014-2018
Jefferson Davis,LA,22053,77.2,2014-2018
Lafayette,LA,22055,58.4,2014-2018
Lafourche,LA,22057,66.4,2014-2018
La Salle,LA,22059,84.0,2014-2018
Lincoln,LA,22061,54.5,2014-2018
Livingston,LA,22063,72.7,2014-2018
Madison,LA,22065,65.1,2014-2018
Morehouse,LA,22067,79.1,2014-2018
Natchitoches,LA,22069,61.1,2014-2018
Orleans,LA,22071,54.7,2014-2018
Ouachita,LA,22073,72.0,2014-2018
Plaquemines,LA,22075,72.9,2014-2018
Pointe Coupee,LA,22077,52.0,2014-2018
Rapides,LA,22079,61.8,2014-2018
Red River,LA,22081,85.4,2014-2018
Richland,LA,22083,79.1,2014-2018
Sabine,LA,22085,60.0,2014-2018
St. Bernard,LA,22087,80.3,2014-2018
St. Charles,LA,22089,52.4,2014-2018
St. Helena,LA,22091,60.3,2014-2018
St. James,LA,22093,61.3,2014-2018
St. John the Baptist,LA,22095,59.3,2014-2018
St. Landry,LA,22097,76.3,2014-2018
St. Martin,LA,22099,71.6,2014-2018
St. Mary,LA,22101,71.4,2014-2018
St. Tammany,LA,22103,60.8,2014-2018
Tangipahoa,LA,22105,63.7,2014-2018
Tensas,LA,22107,72.6,2014-2018
Terrebonne,LA,22109,80.4,2014-2018
Union,LA,22111,80.0,2014-2018
Vermilion,LA,22113,66.8,2014-2018
Vernon,LA,22115,84.8,2014-2018
Washington,LA,22117,67.8,2014-2018
Webster,LA,22119,72.4,2014-2018
West Baton Rouge,LA,22121,74.1,2014-2018
West Carroll,LA,22123,90.8,2014-2018
West Feliciana,LA,22125,73.2,2014-2018
Winn,LA,22127,64.6,2014-2018
Androscoggin,ME,23001,79.8,2014-2018
Aroostook,ME,23003,74.4,2014-2018
Cumberland,ME,23005,59.7,2014-2018
Franklin,ME,23007,68.1,2014-2018
Hancock,ME,23009,62.8,2014-2018
Kennebec,ME,23011,73.6,2014-2018
Knox,ME,23013,59.0,2014-2018
Lincoln,ME,23015,57.0,2014-2018
Oxford,ME,23017,79.3,2014-2018
Penobscot,ME,23019,84.3,2014-2018
Piscataquis,ME,23021,83.4,2014-2018
Sagadahoc,ME,23023,55.2,2014-2018
Somerset,ME,23025,88.7,2014-2018
Waldo,ME,23027,67.0,2014-2018
Washington,ME,23029,87.7,2014-2018
York,ME,23031,73.7,2014-2018
Allegany,MD,24001,77.4,2014-2018
Anne Arundel,MD,24003,60.5,2014-2018
Baltimore,MD,24005,66.0,2014-2018
Calvert,MD,24009,53.0,2014-2018
Caroline,MD,24011,65.6,2014-2018
Carroll,MD,24013,55.9,2014-2018
Cecil,MD,24015,87.1,2014-2018
Charles,MD,24017,52.6,2014-2018
Dorchester,MD,24019,65.6,2014-2018
Frederick,MD,24021,47.7,2014-2018
Garrett,MD,24023,44.3,2014-2018
Harford,MD,24025,68.0,2014-2018
Howard,MD,24027,36.6,2014-2018
Kent,MD,24029,55.3,2014-2018
Montgomery,MD,24031,30.5,2014-2018
Prince George's,MD,24033,42.2,2014-2018
Queen Anne's,MD,24035,65.4,2014-2018
St. Mary's,MD,24037,70.9,2014-2018
Somerset,MD,24039,82.0,2014-2018
Talbot,MD,24041,44.5,2014-2018
Washington,MD,24043,67.9,2014-2018
Wicomico,MD,24045,77.5,2014-2018
Worcester,MD,24047,59.4,2014-2018
Baltimore City,MD,24510,80.9,2014-2018
Barnstable,MA,25001,56.8,2014-2018
Berkshire,MA,25003,62.9,2014-2018
Bristol,MA,25005,67.4,2014-2018
Dukes,MA,25007,62.0,2014-2018
Essex,MA,25009,61.1,2014-2018
Franklin,MA,25011,56.2,2014-2018
Hampden,MA,25013,65.3,2014-2018
Hampshire,MA,25015,52.4,2014-2018
Middlesex,MA,25017,53.9,2014-2018
Nantucket,MA,25019,62.2,2014-2018
Norfolk,MA,25021,59.2,2014-2018
Plymouth,MA,25023,67.2,2014-2018
Suffolk,MA,25025,58.7,2014-2018
Worcester,MA,25027,65.6,2014-2018
Alcona,MI,26001,65.4,2014-2018
Alger,MI,26003,59.3,2014-2018
Allegan,MI,26005,58.9,2014-2018
Alpena,MI,26007,69.3,2014-2018
Antrim,MI,26009,54.0,2014-2018
Arenac,MI,26011,98.3,2014-2018
Baraga,MI,26013,43.2,2014-2018
Barry,MI,26015,57.8,2014-2018
Bay,MI,26017,67.9,2014-2018
Benzie,MI,26019,58.8,2014-2018
Berrien,MI,26021,72.1,2014-2018
Branch,MI,26023,68.7,2014-2018
Calhoun,MI,26025,69.2,2014-2018
Cass,MI,26027,71.3,2014-2018
Charlevoix,MI,26029,53.0,2014-2018
Cheboygan,MI,26031,63.5,2014-2018
Chippewa,MI,26033,65.9,2014-2018
Clare,MI,26035,82.1,2014-2018
Clinton,MI,26037,43.0,2014-2018
Crawford,MI,26039,69.5,2014-2018
Delta,MI,26041,69.6,2014-2018
Dickinson,MI,26043,67.0,2014-2018
Eaton,MI,26045,56.3,2014-2018
Emmet,MI,26047,52.5,2014-2018
Genesee,MI,26049,72.0,2014-2018
Gladwin,MI,26051,80.7,2014-2018
Gogebic,MI,26053,64.6,2014-2018
Grand Traverse,MI,26055,58.9,2014-2018
Gratiot,MI,26057,75.5,2014-2018
Hillsdale,MI,26059,78.2,2014-2018
Houghton,MI,26061,54.4,2014-2018
Huron,MI,26063,65.3,2014-2018
Ingham,MI,26065,54.2,2014-2018
Ionia,MI,26067,68.9,2014-2018
Iosco,MI,26069,75.1,2014-2018
Iron,MI,26071,62.1,2014-2018
Isabella,MI,26073,60.4,2014-2018
Jackson,MI,26075,71.7,2014-2018
Kalamazoo,MI,26077,56.3,2014-2018
Kalkaska,MI,26079,76.9,2014-2018
Kent,MI,26081,54.1,2014-2018
Keweenaw,MI,26083,NA,2014-2018
Lake,MI,26085,81.7,2014-2018
Lapeer,MI,26087,70.0,2014-2018
Leelanau,MI,26089,39.1,2014-2018
Lenawee,MI,26091,58.0,2014-2018
Livingston,MI,26093,51.0,2014-2018
Luce,MI,26095,65.8,2014-2018
Mackinac,MI,26097,56.6,2014-2018
Macomb,MI,26099,70.9,2014-2018
Manistee,MI,26101,61.2,2014-2018
Marquette,MI,26103,62.4,2014-2018
Mason,MI,26105,60.6,2014-2018
Mecosta,MI,26107,75.9,2014-2018
Menominee,MI,26109,60.6,2014-2018
Midland,MI,26111,53.2,2014-2018
Missaukee,MI,26113,80.0,2014-2018
Monroe,MI,26115,59.9,2014-2018
Montcalm,MI,26117,72.8,2014-2018
Montmorency,MI,26119,70.0,2014-2018
Muskegon,MI,26121,68.2,2014-2018
Newaygo,MI,26123,72.2,2014-2018
Oakland,MI,26125,54.7,2014-2018
Oceana,MI,26127,68.1,2014-2018
Ogemaw,MI,26129,84.1,2014-2018
Ontonagon,MI,26131,79.1,2014-2018
Osceola,MI,26133,81.7,2014-2018
Oscoda,MI,26135,84.2,2014-2018
Otsego,MI,26137,59.3,2014-2018
Ottawa,MI,26139,39.8,2014-2018
Presque Isle,MI,26141,50.5,2014-2018
Roscommon,MI,26143,88.2,2014-2018
Saginaw,MI,26145,64.0,2014-2018
St. Clair,MI,26147,64.7,2014-2018
St. Joseph,MI,26149,66.7,2014-2018
Sanilac,MI,26151,63.8,2014-2018
Schoolcraft,MI,26153,109.6,2014-2018
Shiawassee,MI,26155,75.7,2014-2018
Tuscola,MI,26157,67.0,2014-2018
Van Buren,MI,26159,68.7,2014-2018
Washtenaw,MI,26161,48.2,2014-2018
Wayne,MI,26163,68.3,2014-2018
Wexford,MI,26165,72.8,2014-2018
Aitkin,MN,27001,NA,2014-2018
Anoka,MN,27003,NA,2014-2018
Becker,MN,27005,NA,2014-2018
Beltrami,MN,27007,NA,2014-2018
Benton,MN,27009,NA,2014-2018
Big Stone,MN,27011,NA,2014-2018
Blue Earth,MN,27013,NA,2014-2018
Brown,MN,27015,NA,2014-2018
Carlton,MN,27017,NA,2014-2018
