usa_lung_cancer
County,State,GeoID,lung_cancer_per_100000,TimeFrame
Carver,MN,27019,NA,2014-2018
Cass,MN,27021,NA,2014-2018
Chippewa,MN,27023,NA,2014-2018
Chisago,MN,27025,NA,2014-2018
Clay,MN,27027,NA,2014-2018
Clearwater,MN,27029,NA,2014-2018
Cook,MN,27031,NA,2014-2018
Cottonwood,MN,27033,NA,2014-2018
Crow Wing,MN,27035,NA,2014-2018
Dakota,MN,27037,NA,2014-2018
Dodge,MN,27039,NA,2014-2018
Douglas,MN,27041,NA,2014-2018
Faribault,MN,27043,NA,2014-2018
Fillmore,MN,27045,NA,2014-2018
Freeborn,MN,27047,NA,2014-2018
Goodhue,MN,27049,NA,2014-2018
Grant,MN,27051,NA,2014-2018
Hennepin,MN,27053,NA,2014-2018
Houston,MN,27055,NA,2014-2018
Hubbard,MN,27057,NA,2014-2018
Isanti,MN,27059,NA,2014-2018
Itasca,MN,27061,NA,2014-2018
Jackson,MN,27063,NA,2014-2018
Kanabec,MN,27065,NA,2014-2018
Kandiyohi,MN,27067,NA,2014-2018
Kittson,MN,27069,NA,2014-2018
Koochiching,MN,27071,NA,2014-2018
Lac qui Parle,MN,27073,NA,2014-2018
Lake,MN,27075,NA,2014-2018
Lake of the Woods,MN,27077,NA,2014-2018
Le Sueur,MN,27079,NA,2014-2018
Lincoln,MN,27081,NA,2014-2018
Lyon,MN,27083,NA,2014-2018
McLeod,MN,27085,NA,2014-2018
Mahnomen,MN,27087,NA,2014-2018
Marshall,MN,27089,NA,2014-2018
Martin,MN,27091,NA,2014-2018
Meeker,MN,27093,NA,2014-2018
Mille Lacs,MN,27095,NA,2014-2018
Morrison,MN,27097,NA,2014-2018
Mower,MN,27099,NA,2014-2018
Murray,MN,27101,NA,2014-2018
Nicollet,MN,27103,NA,2014-2018
Nobles,MN,27105,NA,2014-2018
Norman,MN,27107,NA,2014-2018
Olmsted,MN,27109,NA,2014-2018
Otter Tail,MN,27111,NA,2014-2018
Pennington,MN,27113,NA,2014-2018
Pine,MN,27115,NA,2014-2018
Pipestone,MN,27117,NA,2014-2018
Polk,MN,27119,NA,2014-2018
Pope,MN,27121,NA,2014-2018
Ramsey,MN,27123,NA,2014-2018
Red Lake,MN,27125,NA,2014-2018
Redwood,MN,27127,NA,2014-2018
Renville,MN,27129,NA,2014-2018
Rice,MN,27131,NA,2014-2018
Rock,MN,27133,NA,2014-2018
Roseau,MN,27135,NA,2014-2018
St. Louis,MN,27137,NA,2014-2018
Scott,MN,27139,NA,2014-2018
Sherburne,MN,27141,NA,2014-2018
Sibley,MN,27143,NA,2014-2018
Stearns,MN,27145,NA,2014-2018
Steele,MN,27147,NA,2014-2018
Stevens,MN,27149,NA,2014-2018
Swift,MN,27151,NA,2014-2018
Todd,MN,27153,NA,2014-2018
Traverse,MN,27155,NA,2014-2018
Wabasha,MN,27157,NA,2014-2018
Wadena,MN,27159,NA,2014-2018
Waseca,MN,27161,NA,2014-2018
Washington,MN,27163,NA,2014-2018
Watonwan,MN,27165,NA,2014-2018
Wilkin,MN,27167,NA,2014-2018
Winona,MN,27169,NA,2014-2018
Wright,MN,27171,NA,2014-2018
Yellow Medicine,MN,27173,NA,2014-2018
Adams,MS,28001,55.4,2014-2018
Alcorn,MS,28003,76.2,2014-2018
Amite,MS,28005,69.9,2014-2018
Attala,MS,28007,73.6,2014-2018
Benton,MS,28009,62.6,2014-2018
Bolivar,MS,28011,70.5,2014-2018
Calhoun,MS,28013,66.4,2014-2018
Carroll,MS,28015,72.7,2014-2018
Chickasaw,MS,28017,83.9,2014-2018
Choctaw,MS,28019,78.7,2014-2018
Claiborne,MS,28021,82.0,2014-2018
Clarke,MS,28023,71.3,2014-2018
Clay,MS,28025,70.1,2014-2018
Coahoma,MS,28027,70.3,2014-2018
Copiah,MS,28029,81.4,2014-2018
Covington,MS,28031,95.6,2014-2018
DeSoto,MS,28033,76.6,2014-2018
Forrest,MS,28035,76.3,2014-2018
Franklin,MS,28037,53.4,2014-2018
George,MS,28039,70.4,2014-2018
Greene,MS,28041,66.9,2014-2018
Grenada,MS,28043,81.6,2014-2018
Hancock,MS,28045,81.5,2014-2018
Harrison,MS,28047,83.0,2014-2018
Hinds,MS,28049,68.7,2014-2018
Holmes,MS,28051,78.3,2014-2018
Humphreys,MS,28053,82.0,2014-2018
Issaquena,MS,28055,NA,2014-2018
Itawamba,MS,28057,97.4,2014-2018
Jackson,MS,28059,79.2,2014-2018
Jasper,MS,28061,73.8,2014-2018
Jefferson,MS,28063,81.0,2014-2018
Jefferson Davis,MS,28065,75.0,2014-2018
Jones,MS,28067,71.7,2014-2018
Kemper,MS,28069,42.5,2014-2018
Lafayette,MS,28071,49.6,2014-2018
Lamar,MS,28073,51.3,2014-2018
Lauderdale,MS,28075,60.7,2014-2018
Lawrence,MS,28077,84.0,2014-2018
Leake,MS,28079,85.5,2014-2018
Lee,MS,28081,87.6,2014-2018
Leflore,MS,28083,62.5,2014-2018
Lincoln,MS,28085,75.8,2014-2018
Lowndes,MS,28087,72.9,2014-2018
Madison,MS,28089,56.1,2014-2018
Marion,MS,28091,88.3,2014-2018
Marshall,MS,28093,89.3,2014-2018
Monroe,MS,28095,81.9,2014-2018
Montgomery,MS,28097,62.0,2014-2018
Neshoba,MS,28099,53.5,2014-2018
Newton,MS,28101,68.7,2014-2018
Noxubee,MS,28103,52.8,2014-2018
Oktibbeha,MS,28105,44.8,2014-2018
Panola,MS,28107,90.0,2014-2018
Pearl River,MS,28109,80.4,2014-2018
Perry,MS,28111,78.1,2014-2018
Pike,MS,28113,69.2,2014-2018
Pontotoc,MS,28115,87.7,2014-2018
Prentiss,MS,28117,101.9,2014-2018
Quitman,MS,28119,68.8,2014-2018
Rankin,MS,28121,66.8,2014-2018
Scott,MS,28123,84.1,2014-2018
Sharkey,MS,28125,59.7,2014-2018
Simpson,MS,28127,76.6,2014-2018
Smith,MS,28129,66.6,2014-2018
Stone,MS,28131,78.9,2014-2018
Sunflower,MS,28133,81.2,2014-2018
Tallahatchie,MS,28135,82.1,2014-2018
Tate,MS,28137,74.8,2014-2018
Tippah,MS,28139,89.9,2014-2018
Tishomingo,MS,28141,90.8,2014-2018
Tunica,MS,28143,101.5,2014-2018
Union,MS,28145,92.6,2014-2018
Walthall,MS,28147,62.6,2014-2018
Warren,MS,28149,75.7,2014-2018
Washington,MS,28151,79.3,2014-2018
Wayne,MS,28153,64.0,2014-2018
Webster,MS,28155,78.4,2014-2018
Wilkinson,MS,28157,75.6,2014-2018
Winston,MS,28159,66.0,2014-2018
Yalobusha,MS,28161,94.1,2014-2018
Yazoo,MS,28163,80.1,2014-2018
Adair,MO,29001,72.3,2014-2018
Andrew,MO,29003,61.8,2014-2018
Atchison,MO,29005,51.2,2014-2018
Audrain,MO,29007,87.9,2014-2018
Barry,MO,29009,69.1,2014-2018
Barton,MO,29011,47.7,2014-2018
Bates,MO,29013,66.6,2014-2018
Benton,MO,29015,97.1,2014-2018
Bollinger,MO,29017,66.8,2014-2018
Boone,MO,29019,57.8,2014-2018
Buchanan,MO,29021,82.6,2014-2018
Butler,MO,29023,99.6,2014-2018
Caldwell,MO,29025,68.6,2014-2018
Callaway,MO,29027,70.6,2014-2018
Camden,MO,29029,74.3,2014-2018
Cape Girardeau,MO,29031,62.4,2014-2018
Carroll,MO,29033,63.5,2014-2018
Carter,MO,29035,81.9,2014-2018
Cass,MO,29037,70.6,2014-2018
Cedar,MO,29039,77.6,2014-2018
Chariton,MO,29041,77.9,2014-2018
Christian,MO,29043,54.2,2014-2018
Clark,MO,29045,74.0,2014-2018
Clay,MO,29047,68.3,2014-2018
Clinton,MO,29049,80.1,2014-2018
Cole,MO,29051,63.5,2014-2018
Cooper,MO,29053,64.1,2014-2018
Crawford,MO,29055,105.0,2014-2018
Dade,MO,29057,70.0,2014-2018
Dallas,MO,29059,85.5,2014-2018
Daviess,MO,29061,54.1,2014-2018
DeKalb,MO,29063,81.6,2014-2018
Dent,MO,29065,79.4,2014-2018
Douglas,MO,29067,58.0,2014-2018
Dunklin,MO,29069,102.2,2014-2018
Franklin,MO,29071,83.0,2014-2018
Gasconade,MO,29073,70.4,2014-2018
Gentry,MO,29075,67.0,2014-2018
Greene,MO,29077,59.2,2014-2018
Grundy,MO,29079,55.4,2014-2018
Harrison,MO,29081,68.6,2014-2018
Henry,MO,29083,94.9,2014-2018
Hickory,MO,29085,71.9,2014-2018
Holt,MO,29087,59.0,2014-2018
Howard,MO,29089,65.4,2014-2018
Howell,MO,29091,62.9,2014-2018
Iron,MO,29093,92.6,2014-2018
Jackson,MO,29095,70.2,2014-2018
Jasper,MO,29097,81.8,2014-2018
Jefferson,MO,29099,83.3,2014-2018
Johnson,MO,29101,74.3,2014-2018
Knox,MO,29103,55.9,2014-2018
Laclede,MO,29105,75.2,2014-2018
Lafayette,MO,29107,68.9,2014-2018
Lawrence,MO,29109,69.2,2014-2018
Lewis,MO,29111,62.8,2014-2018
Lincoln,MO,29113,95.2,2014-2018
Linn,MO,29115,64.1,2014-2018
Livingston,MO,29117,71.1,2014-2018
McDonald,MO,29119,83.5,2014-2018
Macon,MO,29121,76.9,2014-2018
Madison,MO,29123,108.1,2014-2018
Maries,MO,29125,56.2,2014-2018
Marion,MO,29127,83.3,2014-2018
Mercer,MO,29129,103.7,2014-2018
Miller,MO,29131,76.8,2014-2018
Mississippi,MO,29133,125.5,2014-2018
Moniteau,MO,29135,62.9,2014-2018
Monroe,MO,29137,86.3,2014-2018
Montgomery,MO,29139,105.9,2014-2018
Morgan,MO,29141,98.4,2014-2018
New Madrid,MO,29143,95.1,2014-2018
Newton,MO,29145,67.7,2014-2018
Nodaway,MO,29147,61.2,2014-2018
Oregon,MO,29149,71.1,2014-2018
Osage,MO,29151,52.5,2014-2018
Ozark,MO,29153,71.2,2014-2018
Pemiscot,MO,29155,90.1,2014-2018
Perry,MO,29157,65.6,2014-2018
Pettis,MO,29159,77.2,2014-2018
Phelps,MO,29161,74.1,2014-2018
Pike,MO,29163,68.8,2014-2018
Platte,MO,29165,59.7,2014-2018
Polk,MO,29167,57.9,2014-2018
Pulaski,MO,29169,87.5,2014-2018
Putnam,MO,29171,65.8,2014-2018
Ralls,MO,29173,85.2,2014-2018
Randolph,MO,29175,84.5,2014-2018
Ray,MO,29177,93.8,2014-2018
Reynolds,MO,29179,47.2,2014-2018
Ripley,MO,29181,95.0,2014-2018
St. Charles,MO,29183,62.9,2014-2018
St. Clair,MO,29185,73.3,2014-2018
Ste. Genevieve,MO,29186,63.7,2014-2018
St. Francois,MO,29187,114.1,2014-2018
St. Louis,MO,29189,60.8,2014-2018
Saline,MO,29195,66.7,2014-2018
Schuyler,MO,29197,NA,2014-2018
Scotland,MO,29199,74.0,2014-2018
Scott,MO,29201,84.5,2014-2018
Shannon,MO,29203,51.7,2014-2018
Shelby,MO,29205,77.7,2014-2018
Stoddard,MO,29207,94.5,2014-2018
Stone,MO,29209,57.6,2014-2018
Sullivan,MO,29211,51.0,2014-2018
Taney,MO,29213,60.8,2014-2018
Texas,MO,29215,68.3,2014-2018
Vernon,MO,29217,70.8,2014-2018
Warren,MO,29219,79.6,2014-2018
Washington,MO,29221,96.9,2014-2018
Wayne,MO,29223,90.9,2014-2018
Webster,MO,29225,69.2,2014-2018
Worth,MO,29227,NA,2014-2018
Wright,MO,29229,72.2,2014-2018
St. Louis City,MO,29510,79.1,2014-2018
Beaverhead,MT,30001,46.1,2014-2018
Big Horn,MT,30003,54.1,2014-2018
Blaine,MT,30005,44.2,2014-2018
Broadwater,MT,30007,66.6,2014-2018
Carbon,MT,30009,31.2,2014-2018
Carter,MT,30011,NA,2014-2018
Cascade,MT,30013,59.4,2014-2018
Chouteau,MT,30015,41.3,2014-2018
Custer,MT,30017,62.4,2014-2018
Daniels,MT,30019,NA,2014-2018
Dawson,MT,30021,60.2,2014-2018
Deer Lodge,MT,30023,65.1,2014-2018
Fallon,MT,30025,NA,2014-2018
Fergus,MT,30027,40.1,2014-2018
Flathead,MT,30029,57.1,2014-2018
Gallatin,MT,30031,29.8,2014-2018
Garfield,MT,30033,NA,2014-2018
Glacier,MT,30035,49.5,2014-2018
Golden Valley,MT,30037,NA,2014-2018
Granite,MT,30039,NA,2014-2018
Hill,MT,30041,62.9,2014-2018
Jefferson,MT,30043,43.4,2014-2018
Judith Basin,MT,30045,NA,2014-2018
Lake,MT,30047,56.9,2014-2018
Lewis and Clark,MT,30049,50.3,2014-2018
Liberty,MT,30051,NA,2014-2018
Lincoln,MT,30053,77.1,2014-2018
McCone,MT,30055,NA,2014-2018
Madison,MT,30057,39.5,2014-2018
Meagher,MT,30059,NA,2014-2018
Mineral,MT,30061,45.9,2014-2018
Missoula,MT,30063,44.9,2014-2018
Musselshell,MT,30065,59.2,2014-2018
Park,MT,30067,42.3,2014-2018
Petroleum,MT,30069,NA,2014-2018
Phillips,MT,30071,45.0,2014-2018
Pondera,MT,30073,70.3,2014-2018
Powder River,MT,30075,NA,2014-2018
Powell,MT,30077,75.7,2014-2018
Prairie,MT,30079,NA,2014-2018
Ravalli,MT,30081,40.7,2014-2018
Richland,MT,30083,63.0,2014-2018
Roosevelt,MT,30085,56.4,2014-2018
Rosebud,MT,30087,53.0,2014-2018
Sanders,MT,30089,54.3,2014-2018
Sheridan,MT,30091,54.0,2014-2018
Silver Bow,MT,30093,53.9,2014-2018
Stillwater,MT,30095,36.8,2014-2018
Sweet Grass,MT,30097,NA,2014-2018
Teton,MT,30099,52.8,2014-2018
Toole,MT,30101,48.7,2014-2018
Treasure,MT,30103,NA,2014-2018
Valley,MT,30105,43.7,2014-2018
Wheatland,MT,30107,NA,2014-2018
Wibaux,MT,30109,NA,2014-2018
Yellowstone,MT,30111,57.4,2014-2018
Adams,NE,31001,57.0,2014-2018
Antelope,NE,31003,48.6,2014-2018
Arthur,NE,31005,NA,2014-2018
Banner,NE,31007,NA,2014-2018
Blaine,NE,31009,NA,2014-2018
Boone,NE,31011,NA,2014-2018
Box Butte,NE,31013,41.7,2014-2018
Boyd,NE,31015,NA,2014-2018
Brown,NE,31017,NA,2014-2018
Buffalo,NE,31019,44.7,2014-2018
Burt,NE,31021,62.9,2014-2018
Butler,NE,31023,65.5,2014-2018
Cass,NE,31025,74.6,2014-2018
Cedar,NE,31027,48.4,2014-2018
Chase,NE,31029,NA,2014-2018
Cherry,NE,31031,36.3,2014-2018
Cheyenne,NE,31033,41.3,2014-2018
Clay,NE,31035,42.7,2014-2018
Colfax,NE,31037,41.1,2014-2018
Cuming,NE,31039,42.7,2014-2018
Custer,NE,31041,45.6,2014-2018
Dakota,NE,31043,55.3,2014-2018
Dawes,NE,31045,39.6,2014-2018
Dawson,NE,31047,54.7,2014-2018
Deuel,NE,31049,NA,2014-2018
Dixon,NE,31051,70.5,2014-2018
Dodge,NE,31053,69.4,2014-2018
Douglas,NE,31055,62.9,2014-2018
Dundy,NE,31057,NA,2014-2018
Fillmore,NE,31059,56.1,2014-2018
Franklin,NE,31061,92.3,2014-2018
Frontier,NE,31063,NA,2014-2018
Furnas,NE,31065,60.7,2014-2018
Gage,NE,31067,70.5,2014-2018
Garden,NE,31069,NA,2014-2018
Garfield,NE,31071,NA,2014-2018
Gosper,NE,31073,NA,2014-2018
Grant,NE,31075,NA,2014-2018
Greeley,NE,31077,NA,2014-2018
Hall,NE,31079,56.8,2014-2018
Hamilton,NE,31081,63.6,2014-2018
Harlan,NE,31083,51.6,2014-2018
Hayes,NE,31085,NA,2014-2018
Hitchcock,NE,31087,NA,2014-2018
Holt,NE,31089,29.2,2014-2018
Hooker,NE,31091,NA,2014-2018
Howard,NE,31093,53.0,2014-2018
Jefferson,NE,31095,59.7,2014-2018
Johnson,NE,31097,44.6,2014-2018
Kearney,NE,31099,41.2,2014-2018
Keith,NE,31101,60.2,2014-2018
Keya Paha,NE,31103,NA,2014-2018
Kimball,NE,31105,NA,2014-2018
Knox,NE,31107,44.6,2014-2018
Lancaster,NE,31109,51.9,2014-2018
Lincoln,NE,31111,60.6,2014-2018
Logan,NE,31113,NA,2014-2018
Loup,NE,31115,NA,2014-2018
McPherson,NE,31117,NA,2014-2018
Madison,NE,31119,65.6,2014-2018
Merrick,NE,31121,57.4,2014-2018
Morrill,NE,31123,45.3,2014-2018
Nance,NE,31125,72.0,2014-2018
Nemaha,NE,31127,74.0,2014-2018
Nuckolls,NE,31129,44.7,2014-2018
Otoe,NE,31131,48.6,2014-2018
Pawnee,NE,31133,NA,2014-2018
Perkins,NE,31135,NA,2014-2018
Phelps,NE,31137,53.7,2014-2018
Pierce,NE,31139,49.7,2014-2018
Platte,NE,31141,57.4,2014-2018
Polk,NE,31143,55.2,2014-2018
Red Willow,NE,31145,61.1,2014-2018
Richardson,NE,31147,86.0,2014-2018
Rock,NE,31149,NA,2014-2018
Saline,NE,31151,52.4,2014-2018
Sarpy,NE,31153,60.7,2014-2018
Saunders,NE,31155,53.9,2014-2018
Scotts Bluff,NE,31157,48.6,2014-2018
Seward,NE,31159,41.9,2014-2018
Sheridan,NE,31161,67.9,2014-2018
Sherman,NE,31163,65.5,2014-2018
Sioux,NE,31165,NA,2014-2018
Stanton,NE,31167,NA,2014-2018
Thayer,NE,31169,30.5,2014-2018
Thomas,NE,31171,NA,2014-2018
Thurston,NE,31173,70.8,2014-2018
Valley,NE,31175,49.0,2014-2018
Washington,NE,31177,57.7,2014-2018
Wayne,NE,31179,46.9,2014-2018
Webster,NE,31181,NA,2014-2018
Wheeler,NE,31183,NA,2014-2018
York,NE,31185,39.1,2014-2018
Churchill,NV,32001,NA,2014-2018
Clark,NV,32003,NA,2014-2018
Douglas,NV,32005,NA,2014-2018
Elko,NV,32007,NA,2014-2018
Esmeralda,NV,32009,NA,2014-2018
Eureka,NV,32011,NA,2014-2018
Humboldt,NV,32013,NA,2014-2018
Lander,NV,32015,NA,2014-2018
Lincoln,NV,32017,NA,2014-2018
Lyon,NV,32019,NA,2014-2018
Mineral,NV,32021,NA,2014-2018
Nye,NV,32023,NA,2014-2018
Pershing,NV,32027,NA,2014-2018
Storey,NV,32029,NA,2014-2018
Washoe,NV,32031,NA,2014-2018
White Pine,NV,32033,NA,2014-2018
Carson City,NV,32510,NA,2014-2018
Belknap,NH,33001,69.1,2014-2018
Carroll,NH,33003,57.6,2014-2018
Cheshire,NH,33005,59.2,2014-2018
Coos,NH,33007,63.6,2014-2018
Grafton,NH,33009,53.2,2014-2018
Hillsborough,NH,33011,60.6,2014-2018
Merrimack,NH,33013,59.4,2014-2018
Rockingham,NH,33015,64.1,2014-2018
Strafford,NH,33017,78.7,2014-2018
Sullivan,NH,33019,66.7,2014-2018
Atlantic,NJ,34001,65.6,2014-2018
Bergen,NJ,34003,48.4,2014-2018
Burlington,NJ,34005,61.2,2014-2018
Camden,NJ,34007,66.9,2014-2018
Cape May,NJ,34009,76.9,2014-2018
Cumberland,NJ,34011,69.6,2014-2018
Essex,NJ,34013,45.5,2014-2018
Gloucester,NJ,34015,72.4,2014-2018
Hudson,NJ,34017,42.8,2014-2018
Hunterdon,NJ,34019,45.7,2014-2018
Mercer,NJ,34021,54.8,2014-2018
Middlesex,NJ,34023,48.7,2014-2018
Monmouth,NJ,34025,58.5,2014-2018
Morris,NJ,34027,46.3,2014-2018
Ocean,NJ,34029,71.9,2014-2018
Passaic,NJ,34031,45.0,2014-2018
Salem,NJ,34033,83.7,2014-2018
Somerset,NJ,34035,41.9,2014-2018
Sussex,NJ,34037,62.8,2014-2018
Union,NJ,34039,41.1,2014-2018
Warren,NJ,34041,62.9,2014-2018
Bernalillo,NM,35001,36.8,2014-2018
Catron,NM,35003,NA,2014-2018
Chaves,NM,35005,50.1,2014-2018
Cibola,NM,35006,35.6,2014-2018
Colfax,NM,35007,26.6,2014-2018
Curry,NM,35009,47.7,2014-2018
De Baca,NM,35011,NA,2014-2018
Doña Ana,NM,35013,38.6,2014-2018
Eddy,NM,35015,48.6,2014-2018
Grant,NM,35017,35.3,2014-2018
Guadalupe,NM,35019,NA,2014-2018
Harding,NM,35021,NA,2014-2018
Hidalgo,NM,35023,48.9,2014-2018
Lea,NM,35025,48.8,2014-2018
Lincoln,NM,35027,36.7,2014-2018
Los Alamos,NM,35028,29.5,2014-2018
Luna,NM,35029,55.7,2014-2018
McKinley,NM,35031,15.2,2014-2018
Mora,NM,35033,NA,2014-2018
Otero,NM,35035,52.9,2014-2018
Quay,NM,35037,51.1,2014-2018
Rio Arriba,NM,35039,25.0,2014-2018
Roosevelt,NM,35041,43.5,2014-2018
Sandoval,NM,35043,32.4,2014-2018
San Juan,NM,35045,37.2,2014-2018
San Miguel,NM,35047,32.7,2014-2018
Santa Fe,NM,35049,26.3,2014-2018
Sierra,NM,35051,64.7,2014-2018
Socorro,NM,35053,39.6,2014-2018
Taos,NM,35055,22.4,2014-2018
Torrance,NM,35057,60.7,2014-2018
Union,NM,35059,NA,2014-2018
Valencia,NM,35061,43.3,2014-2018
Albany,NY,36001,70.2,2014-2018
Allegany,NY,36003,73.6,2014-2018
Bronx,NY,36005,46.6,2014-2018
Broome,NY,36007,63.6,2014-2018
Cattaraugus,NY,36009,72.0,2014-2018
Cayuga,NY,36011,82.6,2014-2018
Chautauqua,NY,36013,71.7,2014-2018
Chemung,NY,36015,72.7,2014-2018
Chenango,NY,36017,73.2,2014-2018
Clinton,NY,36019,97.8,2014-2018
Columbia,NY,36021,68.7,2014-2018
Cortland,NY,36023,84.8,2014-2018
Delaware,NY,36025,64.1,2014-2018
Dutchess,NY,36027,59.4,2014-2018
Erie,NY,36029,71.2,2014-2018
Essex,NY,36031,66.9,2014-2018
Franklin,NY,36033,82.3,2014-2018
Fulton,NY,36035,84.6,2014-2018
Genesee,NY,36037,73.6,2014-2018
Greene,NY,36039,79.9,2014-2018
Hamilton,NY,36041,71.9,2014-2018
Herkimer,NY,36043,76.5,2014-2018
Jefferson,NY,36045,93.7,2014-2018
Kings,NY,36047,45.5,2014-2018
Lewis,NY,36049,57.7,2014-2018
Livingston,NY,36051,70.2,2014-2018
Madison,NY,36053,74.9,2014-2018
Monroe,NY,36055,62.7,2014-2018
Montgomery,NY,36057,80.0,2014-2018
Nassau,NY,36059,52.8,2014-2018
New York,NY,36061,45.6,2014-2018
Niagara,NY,36063,76.8,2014-2018
Oneida,NY,36065,72.6,2014-2018
Onondaga,NY,36067,75.6,2014-2018
Ontario,NY,36069,68.0,2014-2018
Orange,NY,36071,62.9,2014-2018
Orleans,NY,36073,85.8,2014-2018
Oswego,NY,36075,98.8,2014-2018
Otsego,NY,36077,55.6,2014-2018
Putnam,NY,36079,64.4,2014-2018
Queens,NY,36081,43.2,2014-2018
Rensselaer,NY,36083,82.0,2014-2018
Richmond,NY,36085,65.9,2014-2018
Rockland,NY,36087,49.2,2014-2018
St. Lawrence,NY,36089,74.3,2014-2018
Saratoga,NY,36091,71.7,2014-2018
Schenectady,NY,36093,68.7,2014-2018
Schoharie,NY,36095,60.9,2014-2018
Schuyler,NY,36097,80.5,2014-2018
Seneca,NY,36099,75.5,2014-2018
Steuben,NY,36101,70.8,2014-2018
Suffolk,NY,36103,66.3,2014-2018
Sullivan,NY,36105,66.1,2014-2018
Tioga,NY,36107,65.6,2014-2018
Tompkins,NY,36109,52.2,2014-2018
Ulster,NY,36111,64.7,2014-2018
Warren,NY,36113,78.5,2014-2018
Washington,NY,36115,75.8,2014-2018
Wayne,NY,36117,74.8,2014-2018
Westchester,NY,36119,47.1,2014-2018
Wyoming,NY,36121,69.4,2014-2018
Yates,NY,36123,66.2,2014-2018
Alamance,NC,37001,74.2,2014-2018
Alexander,NC,37003,72.5,2014-2018
Alleghany,NC,37005,66.9,2014-2018
Anson,NC,37007,65.5,2014-2018
Ashe,NC,37009,60.6,2014-2018
Avery,NC,37011,63.4,2014-2018
Beaufort,NC,37013,69.1,2014-2018
Bertie,NC,37015,63.3,2014-2018
Bladen,NC,37017,71.7,2014-2018
Brunswick,NC,37019,65.3,2014-2018
Buncombe,NC,37021,67.1,2014-2018
Burke,NC,37023,73.6,2014-2018
Cabarrus,NC,37025,67.1,2014-2018
Caldwell,NC,37027,74.9,2014-2018
Camden,NC,37029,63.4,2014-2018
Carteret,NC,37031,73.0,2014-2018
Caswell,NC,37033,72.3,2014-2018
Catawba,NC,37035,66.0,2014-2018
Chatham,NC,37037,46.7,2014-2018
Cherokee,NC,37039,66.4,2014-2018
Chowan,NC,37041,62.2,2014-2018
Clay,NC,37043,55.4,2014-2018
Cleveland,NC,37045,73.2,2014-2018
Columbus,NC,37047,68.6,2014-2018
Craven,NC,37049,81.0,2014-2018
Cumberland,NC,37051,69.3,2014-2018
Currituck,NC,37053,69.3,2014-2018
Dare,NC,37055,68.3,2014-2018
Davidson,NC,37057,84.0,2014-2018
Davie,NC,37059,74.5,2014-2018
Duplin,NC,37061,61.1,2014-2018
Durham,NC,37063,54.3,2014-2018
Edgecombe,NC,37065,72.3,2014-2018
Forsyth,NC,37067,68.4,2014-2018
Franklin,NC,37069,76.7,2014-2018
Gaston,NC,37071,80.8,2014-2018
Gates,NC,37073,53.4,2014-2018
Graham,NC,37075,76.9,2014-2018
Granville,NC,37077,79.3,2014-2018
Greene,NC,37079,84.3,2014-2018
Guilford,NC,37081,64.9,2014-2018
Halifax,NC,37083,72.1,2014-2018
Harnett,NC,37085,78.1,2014-2018
Haywood,NC,37087,76.2,2014-2018
Henderson,NC,37089,54.8,2014-2018
Hertford,NC,37091,62.6,2014-2018
Hoke,NC,37093,69.9,2014-2018
Hyde,NC,37095,65.4,2014-2018
Iredell,NC,37097,66.3,2014-2018
Jackson,NC,37099,60.8,2014-2018
Johnston,NC,37101,78.8,2014-2018
Jones,NC,37103,72.7,2014-2018
Lee,NC,37105,71.3,2014-2018
Lenoir,NC,37107,79.9,2014-2018
Lincoln,NC,37109,70.4,2014-2018
McDowell,NC,37111,84.7,2014-2018
Macon,NC,37113,63.0,2014-2018
Madison,NC,37115,77.4,2014-2018
Martin,NC,37117,81.5,2014-2018
Mecklenburg,NC,37119,51.9,2014-2018
Mitchell,NC,37121,70.2,2014-2018
Montgomery,NC,37123,66.8,2014-2018
Moore,NC,37125,56.5,2014-2018
Nash,NC,37127,69.5,2014-2018
New Hanover,NC,37129,62.7,2014-2018
Northampton,NC,37131,65.3,2014-2018
Onslow,NC,37133,96.5,2014-2018
Orange,NC,37135,52.4,2014-2018
Pamlico,NC,37137,80.7,2014-2018
Pasquotank,NC,37139,73.1,2014-2018
Pender,NC,37141,70.4,2014-2018
Perquimans,NC,37143,55.1,2014-2018
Person,NC,37145,65.3,2014-2018
Pitt,NC,37147,59.0,2014-2018
Polk,NC,37149,42.8,2014-2018
Randolph,NC,37151,83.8,2014-2018
Richmond,NC,37153,76.6,2014-2018
Robeson,NC,37155,77.7,2014-2018
Rockingham,NC,37157,79.8,2014-2018
Rowan,NC,37159,78.4,2014-2018
Rutherford,NC,37161,67.5,2014-2018
Sampson,NC,37163,75.1,2014-2018
Scotland,NC,37165,84.9,2014-2018
Stanly,NC,37167,72.7,2014-2018
Stokes,NC,37169,80.8,2014-2018
Surry,NC,37171,85.1,2014-2018
Swain,NC,37173,81.6,2014-2018
Transylvania,NC,37175,60.4,2014-2018
Tyrrell,NC,37177,63.1,2014-2018
Union,NC,37179,55.3,2014-2018
Vance,NC,37181,78.4,2014-2018
Wake,NC,37183,51.3,2014-2018
Warren,NC,37185,61.2,2014-2018
Washington,NC,37187,76.5,2014-2018
Watauga,NC,37189,47.4,2014-2018
Wayne,NC,37191,74.0,2014-2018
Wilkes,NC,37193,70.5,2014-2018
Wilson,NC,37195,68.8,2014-2018
Yadkin,NC,37197,68.8,2014-2018
Yancey,NC,37199,74.6,2014-2018
Adams,ND,38001,NA,2014-2018
