fips,location,county,state,mortality_resp,perc_mortality_change_resp,mortality_ast,perc_mortality_change_ast,mortality_lung,perc_mortality_change_lung,year,days_with_aqi,good_days,moderate_days,unhealthy_for_sensitive_groups_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,x90th_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_pm2_5,days_pm10,lat,long,distance_to_nearest_plant,name_of_nearest_plant,name,is_plant
31101,"Keith County, Nebraska",Keith,Nebraska,62.7,42.32,1.33,-53.60,5.34,97.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1988,-101.6615,45636.53311410483,Gerald Gentleman Station,NA,0
31103,"Keya Paha County, Nebraska",Keya Paha,Nebraska,45.9,27.23,1.4,-51.77,4.54,102.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8789,-99.7124,232140.0289565432,Gerald Gentleman Station,NA,0
31105,"Kimball County, Nebraska",Kimball,Nebraska,68.8,21.01,1.21,-57.84,6.41,120.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1978,-103.7149,108602.38975893738,Pawnee Station,NA,0
31107,"Knox County, Nebraska",Knox,Nebraska,48.5,65.74,1.6,-41.72,4.69,136.05,2014,342,318,24,0,0,0,0,80,48,35,0,0,342,0,0,42.6368,-97.8919,128913.75477320804,George Neal Station North,NA,0
31109,"Lancaster County, Nebraska",Lancaster,Nebraska,64.9,70.86,1.52,-38.93,6.28,124.44,2014,265,232,32,1,0,0,0,109,52,36,0,0,190,75,0,40.7842,-96.6878,26267.231664560488,Sheldon Station,NA,0
31111,"Lincoln County, Nebraska",Lincoln,Nebraska,66.4,38.39,1.31,-51.68,4.99,89.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.0477,-100.7453,33443.709224181795,Gerald Gentleman Station,NA,0
31113,"Logan County, Nebraska",Logan,Nebraska,61.3,34.25,1.31,-59.56,4.86,95.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5666,-100.4827,77097.11869079909,Gerald Gentleman Station,NA,0
31115,"Loup County, Nebraska",Loup,Nebraska,46.9,38.07,1.29,-54.00,4.8,109.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9138,-99.4544,149735.48894103692,Platte Generating Station,NA,0
31117,"McPherson County, Nebraska",McPherson,Nebraska,48.3,16.67,0.98,-63.62,3.79,76.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5682,-101.0604,54527.213041561634,Gerald Gentleman Station,NA,0
31119,"Madison County, Nebraska",Madison,Nebraska,57.1,66.04,1.59,-42.91,6.06,129.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9167,-97.6008,109263.23209086688,Lon Wright Power Plant,NA,0
31121,"Merrick County, Nebraska",Merrick,Nebraska,61.2,93.17,1.56,-38.65,6.63,146.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.169,-98.038,43664.19896739907,Platte Generating Station,NA,0
31123,"Morrill County, Nebraska",Morrill,Nebraska,80.4,40.8,1.39,-55.70,6.84,128.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.716,-103.0104,161194.27031354886,Laramie River Station,NA,0
31125,"Nance County, Nebraska",Nance,Nebraska,85.2,95.34,1.95,-40.87,6.33,128.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3973,-97.9922,67361.1555907682,Platte Generating Station,NA,0
31127,"Nemaha County, Nebraska",Nemaha,Nebraska,71.6,66.15,1.57,-42.35,5.06,92.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3877,-95.8498,26672.329524697772,Nebraska City Station,NA,0
31129,"Nuckolls County, Nebraska",Nuckolls,Nebraska,59.8,90.65,1.62,-39.44,5.7,110.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1764,-98.0472,50170.92728010237,Whelan Energy Center,NA,0
31131,"Otoe County, Nebraska",Otoe,Nebraska,65.5,70.7,1.6,-45.41,5.76,102.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6485,-96.1348,30730.30128089704,Nebraska City Station,NA,0
31133,"Pawnee County, Nebraska",Pawnee,Nebraska,63.6,74.43,1.6,-42.56,5.33,106.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1315,-96.2371,66441.88209703272,Sheldon Station,NA,0
31135,"Perkins County, Nebraska",Perkins,Nebraska,54.9,27.35,1.12,-60.07,5.22,94.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.851,-101.6497,49877.56981910534,Gerald Gentleman Station,NA,0
31137,"Phelps County, Nebraska",Phelps,Nebraska,67.8,97.86,1.44,-44.82,6.61,125.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5111,-99.4145,93774.41290512768,Whelan Energy Center,NA,0
31139,"Pierce County, Nebraska",Pierce,Nebraska,55.6,84.48,1.55,-49.08,4.4,115.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.2644,-97.6013,100834.79887662364,George Neal Station North,NA,0
31141,"Platte County, Nebraska",Platte,Nebraska,53.2,60.59,1.31,-50.40,6.24,122.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5713,-97.5211,89839.62684713789,Lon Wright Power Plant,NA,0
31143,"Polk County, Nebraska",Polk,Nebraska,47.8,65,1.39,-51.37,6.16,130.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1869,-97.5684,75303.60730904528,Platte Generating Station,NA,0
31145,"Red Willow County, Nebraska",Red Willow,Nebraska,63.9,66.12,1.48,-44.84,4.89,93.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1758,-100.4769,115143.79338035018,Gerald Gentleman Station,NA,0
31147,"Richardson County, Nebraska",Richardson,Nebraska,80.9,81.84,1.45,-42.14,5.24,92.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.125,-95.7175,55248.290679532365,Nebraska City Station,NA,0
31149,"Rock County, Nebraska",Rock,Nebraska,52.9,41.6,1.51,-49.70,4.97,114.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.4213,-99.4499,196812.26312777965,Platte Generating Station,NA,0
31151,"Saline County, Nebraska",Saline,Nebraska,59.8,90.08,1.46,-39.67,5.31,121.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5241,-97.1409,30493.43387740072,Sheldon Station,NA,0
31153,"Sarpy County, Nebraska",Sarpy,Nebraska,61.6,39.87,1.83,-51.57,5.41,89.59,2014,290,233,56,1,0,0,0,106,55,32,0,0,0,290,0,41.1129,-96.112,24246.35221736244,Walter Scott Jr. Energy Center,NA,0
31155,"Saunders County, Nebraska",Saunders,Nebraska,53.4,45.3,1.64,-52.62,5.44,102.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2264,-96.6374,26748.56240189481,Lon Wright Power Plant,NA,0
31157,"Scotts Bluff County, Nebraska",Scotts Bluff,Nebraska,75.9,23,1.25,-53.77,6.82,112.39,2014,98,94,4,0,0,0,0,80,39,18,0,0,0,98,0,41.8506,-103.708,101345.58205397356,Laramie River Station,NA,0
31159,"Seward County, Nebraska",Seward,Nebraska,45.2,75.27,1.36,-45.58,5.01,119.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8724,-97.1395,45955.559497805465,Sheldon Station,NA,0
31161,"Sheridan County, Nebraska",Sheridan,Nebraska,64.6,35.23,1.58,-52.31,6.26,114.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5047,-102.4089,190037.13199167815,Gerald Gentleman Station,NA,0
31163,"Sherman County, Nebraska",Sherman,Nebraska,59.6,54.42,1.62,-53.52,5.3,101.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2206,-98.9762,66694.730922264,Platte Generating Station,NA,0
31165,"Sioux County, Nebraska",Sioux,Nebraska,41.2,-13.03,0.97,-60.28,4.22,78.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.4877,-103.7589,101623.45299995608,Laramie River Station,NA,0
31167,"Stanton County, Nebraska",Stanton,Nebraska,44.9,45.95,1.42,-48.83,4.62,96.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9169,-97.1939,80838.90327062452,George Neal Station South,NA,0
31169,"Thayer County, Nebraska",Thayer,Nebraska,56.6,84.86,1.51,-41.28,6.15,117.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1762,-97.595,75602.94634345405,Whelan Energy Center,NA,0
31171,"Thomas County, Nebraska",Thomas,Nebraska,59.7,41.75,1.59,-47.40,5.22,120.2,2014,94,94,0,0,0,0,0,40,30,14,0,0,0,94,0,41.9137,-100.5558,104589.32907936037,Gerald Gentleman Station,NA,0
31173,"Thurston County, Nebraska",Thurston,Nebraska,66.5,69.81,1.72,-50.99,9.41,143.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1582,-96.544,21705.673013760803,George Neal Station South,NA,0
31175,"Valley County, Nebraska",Valley,Nebraska,68.3,81.58,1.95,-45.84,7,135.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5673,-98.9819,95415.03893052156,Platte Generating Station,NA,0
31177,"Washington County, Nebraska",Washington,Nebraska,55.1,65.12,1.3,-55.04,5.43,106.04,2014,109,94,15,0,0,0,0,90,54,26,0,0,0,109,0,41.5311,-96.222,23109.989610905788,Lon Wright Power Plant,NA,0
31179,"Wayne County, Nebraska",Wayne,Nebraska,47.3,72.77,1.42,-47.59,5.42,133.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.2093,-97.1193,62242.64686940491,George Neal Station North,NA,0
31181,"Webster County, Nebraska",Webster,Nebraska,69.8,90.11,1.54,-43.34,5.1,102.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1764,-98.5,47658.13405928919,Whelan Energy Center,NA,0
31183,"Wheeler County, Nebraska",Wheeler,Nebraska,54.7,39.82,1.62,-48.31,5.31,114.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9148,-98.5282,118798.47233887002,Platte Generating Station,NA,0
31185,"York County, Nebraska",York,Nebraska,47.3,76.76,1.36,-41.83,5.98,132.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8727,-97.5971,63359.818942165315,Platte Generating Station,NA,0
32001,"Churchill County, Nevada",Churchill,Nevada,88.1,16.7,1.21,-54.68,3.64,58.66,2014,211,153,58,0,0,0,0,100,64,46,0,0,211,0,0,39.5809,-118.3358,176090.31733645746,North Valmy Station,NA,0
32003,"Clark County, Nevada",Clark,Nevada,63.7,-6.44,1.01,-61.87,3.77,34.17,2014,365,119,230,14,2,0,0,158,90,58,0,2,239,114,10,36.2152,-115.0135,423825.00632621936,Intermountain power station,NA,0
32005,"Douglas County, Nevada",Douglas,Nevada,41.9,-11.8,0.91,-60.39,3.88,64.21,2014,364,296,64,4,0,0,0,135,62,28,0,0,0,364,0,38.9123,-119.6162,303650.94363640813,North Valmy Station,NA,0
32007,"Elko County, Nevada",Elko,Nevada,71.6,11.62,1.06,-62.98,4.51,71.49,2014,357,328,28,1,0,0,0,123,49,32,0,0,137,8,212,41.1457,-115.3577,108218.79017677504,TS Power Plant,NA,0
32009,"Esmeralda County, Nevada",Esmeralda,Nevada,63,13.75,1.31,-47.07,3.55,66.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7846,-117.6323,342258.29081411444,TS Power Plant,NA,0
32011,"Eureka County, Nevada",Eureka,Nevada,58.4,1.19,0.95,-64.54,3.29,50.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9838,-116.2686,87496.60813551051,TS Power Plant,NA,0
32013,"Humboldt County, Nevada",Humboldt,Nevada,88.7,17.86,1.07,-63.30,4.47,71.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4068,-118.112,99456.88628132986,North Valmy Station,NA,0
32015,"Lander County, Nevada",Lander,Nevada,71.2,-0.39,0.96,-62.98,3.5,46.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9337,-117.038,100000.9884935589,TS Power Plant,NA,0
32017,"Lincoln County, Nevada",Lincoln,Nevada,66.8,26.06,1.32,-56.04,4.41,66.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6433,-114.8775,288179.7373515398,Intermountain power station,NA,0
32019,"Lyon County, Nevada",Lyon,Nevada,76,2.63,1.24,-52.33,3.87,60.35,2014,212,147,63,2,0,0,0,112,71,47,0,0,212,0,0,39.0206,-119.189,270160.7127662481,North Valmy Station,NA,0
32021,"Mineral County, Nevada",Mineral,Nevada,93.6,11.96,1.53,-54.85,4.07,48.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5386,-118.4349,282442.4703901986,North Valmy Station,NA,0
32023,"Nye County, Nevada",Nye,Nevada,93,42.8,1.51,-42.64,3.9,69.78,2014,365,339,24,2,0,0,0,143,44,20,0,0,0,0,365,38.0423,-116.4719,300215.116513948,TS Power Plant,NA,0
32027,"Pershing County, Nevada",Pershing,Nevada,86.7,3.5,1.1,-60.51,3.32,49.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4404,-118.4044,116676.210577446,North Valmy Station,NA,0
32029,"Storey County, Nevada",Storey,Nevada,35.9,-31.79,0.94,-62.41,3.2,40.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.447,-119.5294,257640.4009362214,North Valmy Station,NA,0
32031,"Washoe County, Nevada",Washoe,Nevada,61.8,-10.71,1.03,-56.22,3.91,75.01,2014,365,172,178,7,3,0,5,891,84,51,0,7,244,82,32,40.6655,-119.6643,213418.96310554023,North Valmy Station,NA,0
32033,"White Pine County, Nevada",White Pine,Nevada,67.7,11.63,1.19,-58.76,4.26,65.04,2014,347,301,45,1,0,0,0,101,54,43,0,0,341,6,0,39.4421,-114.9016,199886.0522354497,Intermountain power station,NA,0
32510,"Carson City, Nevada",Carson City,Nevada,74.3,18.54,1.32,-50.85,4.42,72.78,2014,365,265,96,3,1,0,0,162,71,44,0,0,205,160,0,39.1511,-119.7476,293265.94686983805,North Valmy Station,NA,0
33001,"Belknap County, New Hampshire",Belknap,New Hampshire,59.7,17.39,1.09,-54.48,6.64,117.76,2014,213,205,8,0,0,0,0,90,46,32,0,0,179,34,0,43.5179,-71.4227,42020.24688195257,Merrimack Station,NA,0
33003,"Carroll County, New Hampshire",Carroll,New Hampshire,45.1,13.37,0.72,-60.53,5.48,111.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8738,-71.2031,84166.66615282129,Merrimack Station,NA,0
33005,"Cheshire County, New Hampshire",Cheshire,New Hampshire,64.4,50.78,1.03,-46.79,7.42,158.01,2014,365,271,93,1,0,0,0,115,63,39,0,0,197,168,0,42.9193,-72.2512,68459.02026497584,Merrimack Station,NA,0
33007,"Coos County, New Hampshire",Coos,New Hampshire,62.7,31.32,0.99,-49.42,5.89,119.18,2014,365,315,50,0,0,0,0,97,54,43,0,0,363,2,0,44.6896,-71.3056,172546.03946473057,Merrimack Station,NA,0
33009,"Grafton County, New Hampshire",Grafton,New Hampshire,48.2,-6.24,0.9,-56.93,7.1,121.7,2014,365,324,40,1,0,0,0,101,51,36,0,0,258,107,0,43.9407,-71.8208,93314.4570263137,Merrimack Station,NA,0
33011,"Hillsborough County, New Hampshire",Hillsborough,New Hampshire,57,35.69,0.8,-58.43,6.95,154.21,2014,365,326,38,1,0,0,0,129,51,38,0,0,323,42,0,42.9153,-71.7161,32244.710507084365,Merrimack Station,NA,0
33013,"Merrimack County, New Hampshire",Merrimack,New Hampshire,57,31.26,1.08,-52.54,7.67,138.12,2014,297,274,22,1,0,0,0,101,48,31,0,0,246,51,0,43.2975,-71.6802,24506.450660838054,Merrimack Station,NA,0
33015,"Rockingham County, New Hampshire",Rockingham,New Hampshire,51.9,27.97,0.63,-62.08,6.4,143.68,2014,365,260,101,4,0,0,0,112,61,44,0,0,176,189,0,42.9875,-71.1254,30340.11472311162,Schiller Station,NA,0
33017,"Strafford County, New Hampshire",Strafford,New Hampshire,59.4,42.15,0.74,-59.94,5.95,124.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2969,-71.0289,29832.66979727095,Schiller Station,NA,0
33019,"Sullivan County, New Hampshire",Sullivan,New Hampshire,52.2,6.42,1.02,-49.99,7.24,130.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3613,-72.2221,65981.32403242376,Merrimack Station,NA,0
34001,"Atlantic County, New Jersey",Atlantic,New Jersey,50.7,33.96,1.27,-29.61,4.75,127.85,2014,363,332,30,0,1,0,0,167,50,37,0,0,322,41,0,39.4777,-74.661,110786.0503400468,Indian River power station,NA,0
34003,"Bergen County, New Jersey",Bergen,New Jersey,29.4,0.68,0.65,-53.42,4.18,103.21,2014,318,262,50,6,0,0,0,133,60,38,3,124,140,51,0,40.9597,-74.0742,122148.30066437244,Northampton Generating Plant,NA,0
34005,"Burlington County, New Jersey",Burlington,New Jersey,45.4,8.16,0.94,-31.65,5.57,134.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8777,-74.6681,113695.93859816784,Northampton Generating Plant,NA,0
34007,"Camden County, New Jersey",Camden,New Jersey,48.3,22.3,1.25,-17.28,5.86,144.19,2014,365,255,107,3,0,0,0,119,67,44,0,33,184,145,3,39.8035,-74.9597,108088.5108822458,Northampton Generating Plant,NA,0
34009,"Cape May County, New Jersey",Cape May,New Jersey,50.6,33.84,0.98,-31.80,4.88,128.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1496,-74.8002,73069.81996984656,Indian River power station,NA,0
34011,"Cumberland County, New Jersey",Cumberland,New Jersey,56,39.53,1.63,-2.70,5.46,149.9,2014,364,342,21,1,0,0,0,101,48,35,0,0,364,0,0,39.3738,-75.1107,88189.72146134617,Indian River power station,NA,0
34013,"Essex County, New Jersey",Essex,New Jersey,33.9,-3.27,2.08,-26.03,4.15,76.42,2014,365,278,82,5,0,0,0,116,62,42,0,174,144,47,0,40.7872,-74.247,104569.61834065415,Northampton Generating Plant,NA,0
34015,"Gloucester County, New Jersey",Gloucester,New Jersey,56.4,36,0.88,-28.46,6.04,171.56,2014,242,190,49,3,0,0,0,122,64,41,0,0,172,70,0,39.7173,-75.1414,111973.10901802334,Northampton Generating Plant,NA,0
34017,"Hudson County, New Jersey",Hudson,New Jersey,34.8,-10.09,1.24,-44.86,3.61,97.08,2014,365,255,104,6,0,0,0,150,63,43,0,71,128,166,0,40.7371,-74.0779,118466.8277055464,Northampton Generating Plant,NA,0
34019,"Hunterdon County, New Jersey",Hunterdon,New Jersey,39.6,3.86,0.75,-42.77,5.06,140.41,2014,363,291,70,2,0,0,0,105,62,38,0,0,270,93,0,40.5673,-74.9122,49887.06508572345,Northampton Generating Plant,NA,0
34021,"Mercer County, New Jersey",Mercer,New Jersey,39.9,3.18,1.1,-42.41,5.11,134.91,2014,365,253,106,6,0,0,0,119,68,43,0,0,204,161,0,40.2834,-74.7018,79980.92998111794,Northampton Generating Plant,NA,0
34023,"Middlesex County, New Jersey",Middlesex,New Jersey,35,2.37,0.89,-40.27,4.11,131.44,2014,362,302,56,3,1,0,0,174,61,39,0,57,258,47,0,40.4392,-74.4117,94617.01180754985,Northampton Generating Plant,NA,0
34025,"Monmouth County, New Jersey",Monmouth,New Jersey,44,25.98,0.87,-41.20,4.5,124.24,2014,248,223,24,1,0,0,0,122,51,39,0,0,248,0,0,40.2603,-74.2213,116902.18723046836,Northampton Generating Plant,NA,0
34027,"Morris County, New Jersey",Morris,New Jersey,34.4,-6.73,0.62,-48.59,4.46,116.05,2014,360,286,73,1,0,0,0,112,62,38,0,12,294,54,0,40.862,-74.5445,81089.82293088827,Northampton Generating Plant,NA,0
34029,"Ocean County, New Jersey",Ocean,New Jersey,43,32.55,0.71,-31.58,4.06,127.45,2014,351,295,52,4,0,0,0,119,58,39,0,0,194,157,0,39.8855,-74.2813,135594.3756799263,Northampton Generating Plant,NA,0
34031,"Passaic County, New Jersey",Passaic,New Jersey,40.2,26.45,1.43,-25.36,4.63,106.62,2014,283,236,47,0,0,0,0,97,61,38,0,0,223,60,0,41.0343,-74.3008,106331.96248628965,Northampton Generating Plant,NA,0
34033,"Salem County, New Jersey",Salem,New Jersey,55.9,31.15,1.43,-15.69,5.28,147.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5876,-75.3491,111194.30582422366,Herbert Wagner Generating Station,NA,0
34035,"Somerset County, New Jersey",Somerset,New Jersey,37,9.16,0.86,-40.41,4.81,144.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5635,-74.6163,74345.25549840018,Northampton Generating Plant,NA,0
34037,"Sussex County, New Jersey",Sussex,New Jersey,50.6,0.72,0.88,-40.79,4.67,98.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1393,-74.6908,82902.52459282368,Northampton Generating Plant,NA,0
34039,"Union County, New Jersey",Union,New Jersey,35.4,10.59,1.29,-34.23,4.43,114.35,2014,365,233,128,4,0,0,0,141,63,45,0,86,0,279,0,40.6601,-74.3087,98979.7972995405,Northampton Generating Plant,NA,0
34041,"Warren County, New Jersey",Warren,New Jersey,49.6,13.75,0.94,-39.56,4.45,111.04,2014,365,332,33,0,0,0,0,91,50,34,0,85,226,54,0,40.8572,-74.9973,44588.01556363213,Northampton Generating Plant,NA,0
35001,"Bernalillo County, New Mexico",Bernalillo,New Mexico,53.2,-8.08,1.03,-71.07,6.57,67.65,2014,365,195,169,1,0,0,0,105,74,49,0,3,235,66,61,35.0514,-106.6702,242718.4638830324,Springerville Generating Station,NA,0
35003,"Catron County, New Mexico",Catron,New Mexico,39,-13.8,0.96,-66.74,4.44,66.38,2014,115,114,1,0,0,0,0,61,20,10,0,0,0,115,0,33.9152,-108.4046,83282.61501200208,Springerville Generating Station,NA,0
35005,"Chaves County, New Mexico",Chaves,New Mexico,79.4,35.89,1.7,-55.32,6.05,78.56,2014,114,103,11,0,0,0,0,75,49,22,0,0,0,114,0,33.3633,-104.4669,197996.58571743057,Tolk Station,NA,0
35006,"Cibola County, New Mexico",Cibola,New Mexico,66.6,23.26,1.35,-58.34,8.69,82.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9125,-107.9998,122311.67786229886,Coronado Generating Station,NA,0
35007,"Colfax County, New Mexico",Colfax,New Mexico,61.5,35.74,1.08,-59.95,5.54,89.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6061,-104.6468,177848.27411678736,Comanche Generating Station,NA,0
35009,"Curry County, New Mexico",Curry,New Mexico,80.1,91.59,1.12,-52.25,4.89,93.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5742,-103.347,83538.6501983906,Tolk Station,NA,0
35011,"De Baca County, New Mexico",De Baca,New Mexico,63.5,36.86,1.18,-59.64,3.94,63.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3425,-104.412,170601.996031659,Tolk Station,NA,0
35013,"Dona Ana County, New Mexico",Dona Ana,New Mexico,45.7,-7,1.13,-63.23,5.18,53.75,2014,365,192,153,13,4,2,1,455,81,50,0,5,218,22,120,NA,NA,NA,NA,NA,0
35015,"Eddy County, New Mexico",Eddy,New Mexico,80.6,73.58,1.36,-52.46,5.12,72.43,2014,363,275,84,4,0,0,0,115,64,40,0,4,317,42,0,32.4714,-104.3044,249436.71898278213,Tolk Station,NA,0
35017,"Grant County, New Mexico",Grant,New Mexico,54.8,-8.24,1.02,-65.68,5.24,69.75,2014,310,271,39,0,0,0,0,90,58,42,0,0,307,0,3,32.7389,-108.3824,160867.48929987446,Apache Generating Station,NA,0
35019,"Guadalupe County, New Mexico",Guadalupe,New Mexico,64.1,32.3,1.28,-64.16,5.53,71.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8633,-104.7906,217371.574115433,Tolk Station,NA,0
35021,"Harding County, New Mexico",Harding,New Mexico,41.9,6.59,0.9,-69.04,4.45,61.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8579,-103.8203,197846.2761262867,Harrington Station,NA,0
35023,"Hidalgo County, New Mexico",Hidalgo,New Mexico,52.8,0.35,1.1,-63.84,4.7,70.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.914,-108.7148,112704.32421282554,Apache Generating Station,NA,0
35025,"Lea County, New Mexico",Lea,New Mexico,79.2,56.55,1.35,-46.32,4.19,76.47,2014,360,275,82,3,0,0,0,113,64,41,0,6,284,69,1,32.7921,-103.4125,173238.09030486696,Tolk Station,NA,0
35027,"Lincoln County, New Mexico",Lincoln,New Mexico,50.4,3.81,1.09,-65.89,4.24,53.83,2014,102,97,5,0,0,0,0,56,26,13,0,0,0,102,0,33.7453,-105.4593,271508.85008885077,Tolk Station,NA,0
35028,"Los Alamos County, New Mexico",Los Alamos,New Mexico,33.9,-13.33,0.81,-69.39,6.05,78.05,2014,117,117,0,0,0,0,0,33,19,10,0,0,0,117,0,35.8693,-106.3073,215393.7209653423,Four Corners Steam Plant,NA,0
35029,"Luna County, New Mexico",Luna,New Mexico,52.8,-12.8,1.16,-65.15,4.38,52.01,2014,364,305,55,2,1,1,0,224,54,44,0,31,289,0,44,32.1822,-107.7498,202843.9982351841,Apache Generating Station,NA,0
35031,"McKinley County, New Mexico",McKinley,New Mexico,48.2,-7.3,1.23,-67.33,14.4,69.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5807,-108.2618,124582.23528499115,Four Corners Steam Plant,NA,0
