FIPS,Location,mortality_resp,perc_mortality_change_resp,mortality_ast,perc_mortality_change_ast,mortality_lung,perc_mortality_change_lung
21123,"Larue County, Kentucky",73.7,63.52,1.12,-49.59,4.71,90.73
21125,"Laurel County, Kentucky",80.9,49.39,0.97,-55.69,5.53,103.95
21127,"Lawrence County, Kentucky",115.,60.64,1.09,-56.41,4.13,103.75
21129,"Lee County, Kentucky",128.,179.96,1.33,-43.72,4.14,106.78
21131,"Leslie County, Kentucky",146.,81.11,1.39,-40.12,4.04,78.38
21133,"Letcher County, Kentucky",120.,42.41,1.44,-43.42,4.37,94.14
21135,"Lewis County, Kentucky",111.,84.17,1.26,-49.20,5.97,132.51
21137,"Lincoln County, Kentucky",100.,102.01,1.08,-56.69,4.76,80.34
21139,"Livingston County, Kentucky",84.8,96.32,1.00,-36.34,5.41,101.9
21141,"Logan County, Kentucky",83.9,74.72,1.16,-39.67,4.35,89.81
21143,"Lyon County, Kentucky",64.6,75.51,0.97,-38.13,5.41,102.11
21145,"McCracken County, Kentucky",77.3,77.14,0.93,-35.14,6.28,113.52
21147,"McCreary County, Kentucky",130.,70.24,1.30,-52.02,5.09,96.8
21149,"McLean County, Kentucky",74.6,69.68,1.26,-40.79,5.10,92.98
21151,"Madison County, Kentucky",73.5,97.73,0.92,-56.76,5.94,123.79
21153,"Magoffin County, Kentucky",160.,138.5,1.34,-53.54,3.67,77.74
21155,"Marion County, Kentucky",77.5,100.08,1.08,-51.09,6.17,108.88
21157,"Marshall County, Kentucky",84.7,118.86,0.93,-29.82,5.37,120.85
21159,"Martin County, Kentucky",113.,40.95,1.40,-40.22,4.47,98.95
21161,"Mason County, Kentucky",96.5,113.68,1.69,-42.05,8.24,171.95
21163,"Meade County, Kentucky",78.4,69.5,0.96,-52.08,5.18,85.52
21165,"Menifee County, Kentucky",83.2,58.41,1.14,-54.33,4.17,96.99
21167,"Mercer County, Kentucky",87.1,86.32,1.20,-48.11,5.34,108.81
21169,"Metcalfe County, Kentucky",111.,100.98,1.19,-51.65,4.16,80.43
21171,"Monroe County, Kentucky",73.7,81.93,1.02,-49.36,5.04,91.77
21173,"Montgomery County, Kentucky",67.9,74.14,0.93,-56.27,4.90,111.73
21175,"Morgan County, Kentucky",90.3,68.27,1.20,-54.30,3.99,101.83
21177,"Muhlenberg County, Kentucky",75.9,32.06,1.21,-38.62,5.36,100.3
21179,"Nelson County, Kentucky",73.2,77.77,0.86,-50.86,5.06,97.47
21181,"Nicholas County, Kentucky",116.,142.47,1.09,-49.83,5.27,136.31
21183,"Ohio County, Kentucky",66.9,39.55,1.01,-45.00,5.10,84.88
21185,"Oldham County, Kentucky",57.3,26.13,0.68,-55.11,4.82,96.45
21187,"Owen County, Kentucky",71.3,83.19,0.81,-54.31,4.23,109.8
21189,"Owsley County, Kentucky",142.,165.35,1.37,-46.72,4.60,108.4
21191,"Pendleton County, Kentucky",85.7,67.87,1.13,-45.66,6.36,138.47
21193,"Perry County, Kentucky",136.,100.33,1.19,-47.74,4.14,78.18
21195,"Pike County, Kentucky",118.,73.23,1.25,-43.71,4.13,91.49
21197,"Powell County, Kentucky",116.,120,1.24,-47.85,4.65,113.85
21199,"Pulaski County, Kentucky",89.3,95.62,1.01,-48.94,5.07,107.64
21201,"Robertson County, Kentucky",78.8,93.34,1.11,-46.29,5.38,145.95
21203,"Rockcastle County, Kentucky",92.9,84.77,0.91,-56.31,4.78,102.33
21205,"Rowan County, Kentucky",91.4,58.4,0.93,-56.74,4.47,105.48
21207,"Russell County, Kentucky",88.8,95.23,0.88,-59.61,4.45,82.9
21209,"Scott County, Kentucky",64.4,44.12,0.86,-56.03,5.21,112.3
21211,"Shelby County, Kentucky",57.0,40.71,0.92,-52.92,4.14,85.48
21213,"Simpson County, Kentucky",61.4,59.25,1.08,-40.54,4.67,103.32
21215,"Spencer County, Kentucky",69.6,49.97,0.80,-53.19,4.90,102.45
21217,"Taylor County, Kentucky",64.5,73.87,1.02,-50.08,4.53,91.8
21219,"Todd County, Kentucky",92.6,98.82,1.31,-47.22,4.05,74.54
2122,"Kenai Peninsula Borough, Alaska",51.1,-3.39,1.47,-34.49,5.44,83.85
21221,"Trigg County, Kentucky",79.4,126.98,1.17,-43.12,4.55,97.24
21223,"Trimble County, Kentucky",83.0,83.28,1.02,-42.11,4.73,114.42
21225,"Union County, Kentucky",84.4,100.85,1.33,-38.47,5.60,90.17
21227,"Warren County, Kentucky",67.2,69.61,1.06,-35.94,5.56,115.87
21229,"Washington County, Kentucky",62.7,66.63,1.04,-51.51,5.30,103.58
21231,"Wayne County, Kentucky",90.0,91.9,1.15,-51.92,4.82,97.28
21233,"Webster County, Kentucky",99.7,118.35,1.62,-38.72,4.43,83.27
21235,"Whitley County, Kentucky",102.,76.23,1.02,-50.12,4.92,109.12
21237,"Wolfe County, Kentucky",148.,142.56,1.40,-51.31,4.10,96.75
21239,"Woodford County, Kentucky",60.2,61.83,0.83,-53.08,4.76,113.69
2130,"Ketchikan Gateway Borough, Alaska",55.5,14.02,1.97,-14.61,6.85,102.89
2150,"Kodiak Island Borough, Alaska",50.3,-10.36,1.28,-43.80,5.99,65.12
2158,"Kusilvak Census Area, Alaska",115.,8.17,2.23,-52.23,9.92,59.27
2164,"Lake and Peninsula Borough, Alaska",71.1,-9.25,1.69,-43.43,7.82,54.95
2170,"Matanuska-Susitna Borough, Alaska",53.4,8.27,1.59,-33.69,5.60,96.32
2180,"Nome Census Area, Alaska",72.1,-3.75,1.32,-53.27,6.42,44.88
2185,"North Slope Borough, Alaska",89.6,-29.22,1.11,-58.65,5.99,-2.88
2188,"Northwest Arctic Borough, Alaska",63.3,-7.57,1.24,-50.07,6.95,49.6
2195,"Petersburg Borough, Alaska",55.5,14.02,1.97,-14.61,6.85,102.89
2198,"Prince of Wales-Hyder Census Area, Alaska",55.5,14.02,1.97,-14.61,6.85,102.89
22,Louisiana,58.9,60.46,1.30,-46.38,6.10,119.14
22001,"Acadia Parish, Louisiana",56.0,40.1,1.25,-51.54,5.15,76.62
22003,"Allen Parish, Louisiana",60.1,37.9,1.28,-46.79,5.35,72.88
22005,"Ascension Parish, Louisiana",60.4,76.93,0.96,-50.98,6.15,120.43
22007,"Assumption Parish, Louisiana",43.0,56.56,1.25,-46.83,6.63,130.88
22009,"Avoyelles Parish, Louisiana",64.4,78.14,1.18,-38.46,4.44,92.51
22011,"Beauregard Parish, Louisiana",62.6,78.13,1.18,-43.78,5.44,88.09
22013,"Bienville Parish, Louisiana",67.0,105.78,1.88,-26.69,4.89,91.32
22015,"Bossier Parish, Louisiana",71.6,74.79,1.07,-35.51,5.45,85.41
22017,"Caddo Parish, Louisiana",69.7,109.27,1.88,-20.87,5.34,109.9
22019,"Calcasieu Parish, Louisiana",70.6,80.96,1.58,-28.71,7.79,134.74
22021,"Caldwell Parish, Louisiana",85.1,137.44,1.29,-23.06,5.08,113.38
22023,"Cameron Parish, Louisiana",45.4,47,0.82,-49.86,3.75,62.12
22025,"Catahoula Parish, Louisiana",65.7,77.87,1.48,-27.71,5.60,109.73
22027,"Claiborne Parish, Louisiana",49.0,70.09,1.56,-28.23,4.45,90.46
22029,"Concordia Parish, Louisiana",66.6,74.81,2.05,-19.58,5.49,114.34
22031,"De Soto Parish, Louisiana",66.4,117.82,1.41,-44.17,4.82,89.75
22033,"East Baton Rouge Parish, Louisiana",49.5,68.07,1.01,-41.68,5.87,116.81
22035,"East Carroll Parish, Louisiana",71.4,95.92,2.64,-21.84,5.14,97.29
22037,"East Feliciana Parish, Louisiana",79.2,120.81,1.62,-34.22,6.05,121.75
22039,"Evangeline Parish, Louisiana",64.9,45.1,1.23,-47.98,4.75,75.91
22041,"Franklin Parish, Louisiana",51.6,45.26,1.35,-30.79,5.29,92.64
22043,"Grant Parish, Louisiana",85.3,90.49,1.50,-41.08,5.37,82.11
22045,"Iberia Parish, Louisiana",54.4,57.12,1.11,-42.92,5.33,94.74
22047,"Iberville Parish, Louisiana",90.1,105.63,1.60,-50.29,4.99,74.92
22049,"Jackson Parish, Louisiana",59.9,85.19,1.17,-37.20,4.88,80.04
22051,"Jefferson Parish, Louisiana",53.6,48.09,1.08,-37.86,8.23,179.41
22053,"Jefferson Davis Parish, Louisiana",62.6,55.14,1.30,-44.14,5.61,83.68
22055,"Lafayette Parish, Louisiana",44.8,15.58,1.04,-55.47,5.29,69.63
22057,"Lafourche Parish, Louisiana",47.2,64.3,0.94,-40.52,6.97,167.9
22059,"LaSalle Parish, Louisiana",73.8,99.2,0.99,-34.98,5.00,96.97
22061,"Lincoln Parish, Louisiana",53.0,73.76,1.59,-24.58,5.11,87.25
22063,"Livingston Parish, Louisiana",82.7,82.33,0.79,-49.10,6.73,136.14
22065,"Madison Parish, Louisiana",65.4,75.94,2.31,-23.71,5.49,98.53
22067,"Morehouse Parish, Louisiana",71.8,70.27,1.72,-19.54,6.90,110.04
22069,"Natchitoches Parish, Louisiana",58.2,75.03,1.74,-37.86,5.57,91.51
22071,"Orleans Parish, Louisiana",39.4,4.68,1.94,-53.82,5.32,100.93
22073,"Ouachita Parish, Louisiana",69.0,64.06,1.25,-28.70,5.34,89.92
22075,"Plaquemines Parish, Louisiana",55.7,33.52,1.03,-50.19,4.96,114.57
22077,"Pointe Coupee Parish, Louisiana",43.8,42.64,1.23,-53.61,4.26,79.79
22079,"Rapides Parish, Louisiana",65.1,37.68,1.42,-41.03,6.17,80.97
22081,"Red River Parish, Louisiana",83.6,114.4,1.73,-27.43,4.74,93.1
22083,"Richland Parish, Louisiana",76.7,78.02,1.43,-30.51,5.74,94.07
22085,"Sabine Parish, Louisiana",57.7,60.09,1.01,-47.85,4.35,81.75
22087,"Saint Bernard Parish, Louisiana",62.9,47.23,1.10,-31.53,7.65,173.34
22089,"Saint Charles Parish, Louisiana",49.1,53.66,1.13,-42.29,6.40,141.32
22091,"Saint Helena Parish, Louisiana",51.7,75.45,1.68,-42.54,5.38,123.18
22093,"Saint James Parish, Louisiana",36.3,30,1.28,-49.40,6.40,124.27
22095,"Saint John the Baptist Parish, Louisiana",47.7,44.32,1.58,-34.16,6.81,148.75
22097,"Saint Landry Parish, Louisiana",58.7,56.23,1.47,-47.13,3.91,67.39
22099,"Saint Martin Parish, Louisiana",56.2,81.33,1.03,-49.15,5.08,96.91
22101,"Saint Mary Parish, Louisiana",63.5,57.78,1.83,-37.08,6.72,111.44
22103,"Saint Tammany Parish, Louisiana",59.6,58.82,0.79,-50.53,6.55,147.83
22105,"Tangipahoa Parish, Louisiana",66.8,88.11,1.16,-46.70,6.13,127.76
22107,"Tensas Parish, Louisiana",60.3,59.49,2.07,-36.51,5.35,82
22109,"Terrebonne Parish, Louisiana",64.6,67.79,1.62,-35.11,10.0,156.02
22111,"Union Parish, Louisiana",64.6,67.27,1.12,-34.79,5.06,85.59
22113,"Vermilion Parish, Louisiana",40.1,22.91,1.08,-52.05,3.98,68.3
22115,"Vernon Parish, Louisiana",74.6,73.56,1.16,-51.22,4.86,70.07
22117,"Washington Parish, Louisiana",73.4,74.19,1.62,-31.67,7.78,132.11
22119,"Webster Parish, Louisiana",77.7,142.02,1.65,-19.19,5.18,96.36
22121,"West Baton Rouge Parish, Louisiana",60.5,59.29,1.11,-51.27,5.06,79.24
22123,"West Carroll Parish, Louisiana",82.7,86.39,1.04,-30.48,4.78,92.98
22125,"West Feliciana Parish, Louisiana",55.7,58.21,1.31,-58.25,5.33,86.29
22127,"Winn Parish, Louisiana",73.7,84.13,1.47,-35.23,5.04,79.14
2220,"Sitka City and Borough, Alaska",52.7,-0.7,2.09,-13.51,8.18,68.49
2230,"Skagway Municipality, Alaska",38.5,-11.03,1.69,-27.78,6.13,65.43
2240,"Southeast Fairbanks Census Area, Alaska",42.5,-6.39,1.29,-48.45,4.79,63.46
2261,"Valdez-Cordova Census Area, Alaska",51.6,-1.61,1.34,-36.21,5.30,74.05
2275,"Wrangell City and Borough, Alaska",55.5,14.02,1.97,-14.61,6.85,102.89
2282,"Yakutat City and Borough, Alaska",38.5,-11.03,1.69,-27.78,6.13,65.43
2290,"Yukon-Koyukuk Census Area, Alaska",61.1,-4.5,1.23,-58.80,6.04,50.73
23,Maine,61.2,31.85,0.88,-58.10,6.95,149.77
23001,"Androscoggin County, Maine",75.5,69.04,1.02,-53.22,7.47,173.33
23003,"Aroostook County, Maine",64.1,36.14,0.90,-61.69,6.64,133.44
23005,"Cumberland County, Maine",52.4,10.7,0.75,-62.62,6.89,141.2
23007,"Franklin County, Maine",66.0,71.89,0.76,-54.49,6.95,188.52
23009,"Hancock County, Maine",47.5,-1.46,0.81,-61.88,6.20,128.84
23011,"Kennebec County, Maine",67.1,42.46,1.08,-52.93,7.26,172.52
23013,"Knox County, Maine",51.5,27.69,0.70,-60.41,6.83,151.06
23015,"Lincoln County, Maine",54.8,33.24,0.93,-55.36,6.72,151.66
23017,"Oxford County, Maine",79.5,60.88,0.79,-52.55,9.51,177.18
23019,"Penobscot County, Maine",67.8,38.85,0.90,-56.90,7.17,153.02
23021,"Piscataquis County, Maine",71.4,34.14,1.09,-55.44,7.41,167.26
23023,"Sagadahoc County, Maine",66.4,47.16,0.85,-59.39,6.06,141.23
23025,"Somerset County, Maine",76.4,61.56,0.95,-55.92,6.88,177.55
23027,"Waldo County, Maine",57.9,9.79,0.96,-60.59,6.32,136.89
23029,"Washington County, Maine",67.8,36.83,1.01,-61.01,6.36,129.15
23031,"York County, Maine",52.1,20.72,0.85,-55.94,6.45,133.08
24,Maryland,41.3,2.52,1.27,-28.48,5.35,103.39
24001,"Allegany County, Maryland",61.7,15.21,1.33,-33.08,6.05,117.89
24003,"Anne Arundel County, Maryland",47.4,-0.07,1.01,-34.45,5.93,107.74
24005,"Baltimore County, Maryland",40.4,16.58,1.10,-7.79 ,4.75,107.82
24009,"Calvert County, Maryland",52.5,-4.24,1.14,-45.94,6.38,92.76
24011,"Caroline County, Maryland",68.7,60.66,1.27,-24.24,6.89,150.57
24013,"Carroll County, Maryland",58.3,40.32,0.90,-31.58,5.80,117.17
24015,"Cecil County, Maryland",74.0,60.55,1.12,-23.64,5.97,145.66
24017,"Charles County, Maryland",47.5,-13.41,1.39,-22.34,6.42,110.27
24019,"Dorchester County, Maryland",52.4,19.87,1.52,-26.76,6.91,128.6
24021,"Frederick County, Maryland",45.7,5.83,1.06,-37.00,5.51,110.4
24023,"Garrett County, Maryland",59.2,21.56,0.96,-45.03,5.00,95.71
24025,"Harford County, Maryland",47.3,19.32,0.93,-37.12,5.76,121.47
24027,"Howard County, Maryland",28.8,-33.34,0.62,-50.61,4.44,82.56
24029,"Kent County, Maryland",47.1,7.63,1.15,-41.81,5.70,105.01
24031,"Montgomery County, Maryland",26.3,-28.18,0.98,-34.27,4.89,90.46
24033,"Prince George's County, Maryland",26.3,-28.18,0.98,-34.27,4.89,90.46
24035,"Queen Anne's County, Maryland",51.9,23.17,0.89,-44.99,6.94,121.72
24037,"Saint Mary's County, Maryland",53.1,24.61,1.04,-32.78,6.73,119.67
24039,"Somerset County, Maryland",51.1,14.81,1.60,-29.06,6.12,114.34
24041,"Talbot County, Maryland",42.3,17.98,0.98,-42.68,7.32,121.32
24043,"Washington County, Maryland",65.5,55.66,1.48,-15.31,6.61,135.63
24045,"Wicomico County, Maryland",56.5,26.82,1.29,-21.23,5.14,118.15
24047,"Worcester County, Maryland",41.3,5.44,0.92,-52.07,4.75,80.73
24510,"Baltimore City, Maryland",49.7,15.34,3.44,14.56 ,5.60,93.53
25,Massachusetts,44.1,18.89,0.89,-57.00,5.76,155.26
25001,"Barnstable County, Massachusetts",42.0,32.81,0.67,-58.61,5.93,144.33
25003,"Berkshire County, Massachusetts",52.9,25.81,0.95,-41.74,5.40,122.13
25005,"Bristol County, Massachusetts",48.8,50.7,0.88,-50.11,5.41,163.88
25007,"Dukes County, Massachusetts",37.6,-5.6,0.62,-68.91,4.56,107.6
25009,"Essex County, Massachusetts",44.0,7.75,0.86,-59.16,5.66,133.33
25011,"Franklin County, Massachusetts",54.9,43.27,1.06,-42.27,5.58,151.65
25013,"Hampden County, Massachusetts",49.0,24.95,1.37,-39.75,6.03,169.48
25015,"Hampshire County, Massachusetts",46.4,12.11,1.27,-46.00,5.32,136.95
25017,"Middlesex County, Massachusetts",36.9,-1.1,0.71,-66.53,5.70,143.48
25019,"Nantucket County, Massachusetts",38.3,-15.17,0.51,-66.46,6.98,135.88
25021,"Norfolk County, Massachusetts",39.6,21.3,0.67,-61.74,5.82,167.46
25023,"Plymouth County, Massachusetts",50.9,32.62,0.83,-56.49,5.83,182.41
25025,"Suffolk County, Massachusetts",39.9,1.33,1.22,-57.23,5.69,160.03
25027,"Worcester County, Massachusetts",51.8,43.09,0.93,-50.85,6.08,168.13
26,Michigan,56.3,44.13,1.17,-41.60,6.13,103.48
26001,"Alcona County, Michigan",63.8,64.44,1.09,-46.73,6.94,97.21
26003,"Alger County, Michigan",54.0,57.3,0.94,-53.70,6.40,106.93
26005,"Allegan County, Michigan",60.2,62.62,0.87,-39.96,6.14,112.53
26007,"Alpena County, Michigan",62.5,90.94,1.04,-32.42,8.87,123.27
26009,"Antrim County, Michigan",53.3,59.06,0.72,-56.99,5.81,85.67
26011,"Arenac County, Michigan",68.9,71.03,1.10,-42.60,5.64,93.57
26013,"Baraga County, Michigan",45.1,26.64,1.29,-52.02,5.95,118.43
26015,"Barry County, Michigan",64.6,48.46,0.83,-47.10,6.47,93.16
26017,"Bay County, Michigan",62.0,74.77,0.95,-40.53,5.08,97.66
26019,"Benzie County, Michigan",58.2,47.76,0.77,-59.66,5.64,84.49
26021,"Berrien County, Michigan",57.6,37.43,1.42,-30.41,6.25,98.41
26023,"Branch County, Michigan",72.2,60.78,1.00,-44.08,5.07,82.82
26025,"Calhoun County, Michigan",72.1,55.62,1.07,-43.03,6.12,90.86
26027,"Cass County, Michigan",63.1,41.98,1.06,-43.91,5.65,92.64
26029,"Charlevoix County, Michigan",58.0,41.68,0.81,-57.47,7.93,91.55
26031,"Cheboygan County, Michigan",66.6,64.64,1.02,-51.37,7.55,108.96
26033,"Chippewa County, Michigan",59.7,55.42,1.41,-56.25,7.40,134.67
26035,"Clare County, Michigan",82.6,88.3,1.07,-44.86,6.22,108.23
26037,"Clinton County, Michigan",44.6,23.39,0.78,-46.14,6.20,97.17
26039,"Crawford County, Michigan",77.0,80.63,1.03,-52.83,6.22,91.02
26041,"Delta County, Michigan",53.8,66.35,0.95,-51.71,5.61,98.36
26043,"Dickinson County, Michigan",47.2,23.08,1.20,-52.14,7.15,114.83
26045,"Eaton County, Michigan",57.5,45.49,0.85,-43.09,7.10,111.89
26047,"Emmet County, Michigan",62.5,35.7,0.82,-56.66,7.82,103.87
26049,"Genesee County, Michigan",66.8,53.49,1.48,-31.05,6.90,102.12
26051,"Gladwin County, Michigan",67.8,69.2,0.89,-48.89,5.80,94.2
26053,"Gogebic County, Michigan",47.9,35.08,1.13,-54.20,6.46,109.6
26055,"Grand Traverse County, Michigan",52.8,49.85,0.66,-56.00,6.72,99.74
26057,"Gratiot County, Michigan",61.8,63.75,0.92,-43.58,5.77,106.87
26059,"Hillsdale County, Michigan",67.9,43.51,0.94,-46.78,5.45,85.62
26061,"Houghton County, Michigan",46.6,40.94,0.97,-54.49,5.69,100.56
26063,"Huron County, Michigan",51.6,73.14,1.16,-36.78,5.56,116.26
26065,"Ingham County, Michigan",56.8,38.42,1.14,-39.91,7.45,113.66
26067,"Ionia County, Michigan",70.3,52.55,1.03,-46.03,7.49,103.22
26069,"Iosco County, Michigan",77.1,94.17,1.74,-39.88,6.38,96.4
26071,"Iron County, Michigan",50.2,25.34,1.08,-57.48,6.17,99.31
26073,"Isabella County, Michigan",59.7,60.69,0.97,-48.84,7.08,106.03
26075,"Jackson County, Michigan",68.8,37.96,1.02,-46.38,7.03,111.95
26077,"Kalamazoo County, Michigan",59.0,49.45,0.96,-44.32,6.07,96.4
26079,"Kalkaska County, Michigan",64.7,79,0.90,-49.29,5.84,93.46
26081,"Kent County, Michigan",47.4,26.49,0.93,-51.70,6.48,97.47
26083,"Keweenaw County, Michigan",40.9,16.8,0.92,-64.49,5.10,67.31
26085,"Lake County, Michigan",66.2,57.8,1.26,-60.57,5.86,80.72
26087,"Lapeer County, Michigan",63.1,43.47,0.98,-42.52,5.88,110.1
26089,"Leelanau County, Michigan",40.2,14.42,0.62,-65.20,5.68,80.34
26091,"Lenawee County, Michigan",74.6,54.13,1.16,-33.66,8.45,131.86
26093,"Livingston County, Michigan",51.8,14.69,0.69,-52.61,5.78,99
26095,"Luce County, Michigan",64.9,36.85,1.28,-50.86,8.57,129.7
26097,"Mackinac County, Michigan",60.4,30.83,0.90,-60.18,7.45,102.1
26099,"Macomb County, Michigan",53.0,50.56,1.02,-37.26,5.68,117.56
26101,"Manistee County, Michigan",54.1,65.98,0.86,-52.35,6.01,104.45
26103,"Marquette County, Michigan",58.2,57.98,1.35,-47.23,6.91,113.34
26105,"Mason County, Michigan",65.1,88.42,0.96,-49.61,6.67,102.25
26107,"Mecosta County, Michigan",53.5,40.71,0.81,-55.86,5.89,84.65
26109,"Menominee County, Michigan",47.2,11.47,0.81,-63.18,5.20,77.61
26111,"Midland County, Michigan",55.4,60.01,0.82,-46.04,6.42,107.79
26113,"Missaukee County, Michigan",67.8,85,0.88,-49.42,6.45,105.76
26115,"Monroe County, Michigan",59.9,22.85,0.98,-48.28,5.91,95.51
26117,"Montcalm County, Michigan",71.9,55.33,0.92,-49.53,7.30,97.4
26119,"Montmorency County, Michigan",77.2,84.98,1.10,-50.27,6.81,105.54
26121,"Muskegon County, Michigan",64.3,49.41,1.03,-47.60,8.05,116.23
26123,"Newaygo County, Michigan",73.3,87.6,1.20,-41.32,6.71,108.48
26125,"Oakland County, Michigan",46.3,26.87,0.94,-42.18,5.80,112.99
26127,"Oceana County, Michigan",59.4,55.64,0.98,-51.39,7.00,108.87
26129,"Ogemaw County, Michigan",96.3,103.89,1.29,-48.28,6.11,96.4
26131,"Ontonagon County, Michigan",42.0,25.97,1.11,-53.87,5.57,94.23
26133,"Osceola County, Michigan",72.8,83.39,0.93,-48.16,7.26,118.78
26135,"Oscoda County, Michigan",70.6,82.42,1.10,-46.49,5.92,92.77
26137,"Otsego County, Michigan",69.1,89.91,0.94,-48.87,6.28,98.9
26139,"Ottawa County, Michigan",39.4,32.91,0.84,-44.36,6.34,122.55
26141,"Presque Isle County, Michigan",53.2,57.51,0.87,-53.43,6.78,105.78
26143,"Roscommon County, Michigan",79.4,115.34,1.18,-43.91,6.80,110.42
26145,"Saginaw County, Michigan",64.5,72.72,1.48,-30.77,6.70,101.54
26147,"Saint Clair County, Michigan",68.9,51.77,1.23,-40.82,6.65,121.25
26149,"Saint Joseph County, Michigan",66.1,60.81,1.06,-43.04,5.58,91.77
26151,"Sanilac County, Michigan",63.7,83.69,1.27,-37.81,6.33,134.12
26153,"Schoolcraft County, Michigan",60.3,47.83,0.98,-57.14,7.40,115.37
26155,"Shiawassee County, Michigan",68.1,76.27,0.93,-37.32,6.47,108.35
26157,"Tuscola County, Michigan",62.4,55.53,1.15,-36.27,6.39,121.16
26159,"Van Buren County, Michigan",66.4,55.72,1.03,-45.24,5.66,89.12
26161,"Washtenaw County, Michigan",41.4,3.47,0.96,-54.08,5.98,103.24
26163,"Wayne County, Michigan",53.4,39.8,1.82,-24.77,5.16,82.74
26165,"Wexford County, Michigan",74.7,80.65,0.99,-49.27,7.08,111.34
27,Minnesota,47.3,40.31,1.19,-47.85,5.75,113.63
27001,"Aitkin County, Minnesota",43.1,30.19,1.32,-54.93,5.30,101.4
27003,"Anoka County, Minnesota",50.2,13.97,1.09,-51.80,5.90,97.2
27005,"Becker County, Minnesota",52.4,56.75,1.48,-48.84,5.17,91.79
27007,"Beltrami County, Minnesota",64.5,69.3,1.48,-47.77,7.92,127.96
27009,"Benton County, Minnesota",48.2,32.01,1.04,-55.02,5.48,104.1
27011,"Big Stone County, Minnesota",40.0,49.93,1.25,-54.10,4.68,95.49
27013,"Blue Earth County, Minnesota",48.2,68.21,1.21,-46.38,5.21,121.31
27015,"Brown County, Minnesota",44.6,74.82,1.21,-49.46,4.74,112.62
27017,"Carlton County, Minnesota",56.6,55.66,1.49,-47.72,6.37,111.24
27019,"Carver County, Minnesota",39.5,47.85,0.98,-58.02,4.44,100.56
27021,"Cass County, Minnesota",54.5,32.76,1.25,-57.30,6.34,101.71
27023,"Chippewa County, Minnesota",51.5,104.81,1.55,-49.08,5.43,135.42
27025,"Chisago County, Minnesota",49.4,39.49,0.99,-55.59,5.27,97.72
27027,"Clay County, Minnesota",46.2,54.62,1.13,-47.49,5.15,101.7
27029,"Clearwater County, Minnesota",58.8,67.72,1.56,-47.42,6.56,111.56
27031,"Cook County, Minnesota",35.5,2.55,0.97,-59.37,5.54,71.52
27033,"Cottonwood County, Minnesota",34.3,51.73,1.05,-52.89,4.86,126.79
27035,"Crow Wing County, Minnesota",49.0,27.45,1.26,-52.35,6.10,107.26
27037,"Dakota County, Minnesota",41.1,9.28,0.99,-50.56,5.42,110.24
27039,"Dodge County, Minnesota",49.9,22.14,1.16,-54.90,5.45,97.68
27041,"Douglas County, Minnesota",42.0,47.58,1.20,-53.25,6.00,100.22
27043,"Faribault County, Minnesota",51.9,74.81,1.39,-43.72,4.58,113.02
27045,"Fillmore County, Minnesota",46.2,36.2,1.03,-52.03,6.07,125.87
27047,"Freeborn County, Minnesota",46.9,33.64,1.19,-46.94,6.42,118.7
27049,"Goodhue County, Minnesota",47.8,39.42,1.38,-50.63,5.29,115.87
27051,"Grant County, Minnesota",44.4,57.04,1.28,-48.65,4.83,99.09
27053,"Hennepin County, Minnesota",45.9,25.17,1.16,-40.60,5.73,97.13
27055,"Houston County, Minnesota",42.9,32.35,0.91,-55.82,5.71,111.12
27057,"Hubbard County, Minnesota",50.6,46.49,1.44,-50.88,6.43,97.73
27059,"Isanti County, Minnesota",50.3,63.74,1.17,-47.89,5.28,115.55
27061,"Itasca County, Minnesota",53.0,49.75,1.64,-43.25,7.16,121.43
27063,"Jackson County, Minnesota",46.6,48.12,1.00,-54.95,5.20,116.13
27065,"Kanabec County, Minnesota",50.7,49.12,1.32,-52.03,4.94,97.18
27067,"Kandiyohi County, Minnesota",43.0,73.89,1.41,-46.27,5.55,125.33
27069,"Kittson County, Minnesota",49.1,70.05,1.50,-45.52,4.13,85.42
27071,"Koochiching County, Minnesota",51.4,37.86,1.12,-49.65,5.57,92.33
27073,"Lac qui Parle County, Minnesota",35.0,55.89,1.21,-53.49,4.82,104.19
27075,"Lake County, Minnesota",50.2,47.71,1.17,-46.29,5.89,106.24
27077,"Lake of the Woods County, Minnesota",43.2,36.75,1.39,-52.02,5.29,88.09
27079,"Le Sueur County, Minnesota",37.7,38.59,0.96,-57.18,5.44,108.23
27081,"Lincoln County, Minnesota",45.4,74.03,1.22,-55.26,4.75,129.73
27083,"Lyon County, Minnesota",52.4,70.75,1.08,-51.39,5.19,133.73
27085,"McLeod County, Minnesota",42.8,65.91,1.51,-48.80,5.39,139.6
27087,"Mahnomen County, Minnesota",57.8,59.94,1.52,-49.71,7.70,136.31
27089,"Marshall County, Minnesota",38.5,38.77,1.09,-57.67,3.91,76.47
27091,"Martin County, Minnesota",43.1,44.68,1.19,-53.52,5.34,113.48
27093,"Meeker County, Minnesota",56.9,87.75,1.45,-48.81,6.34,143.29
27095,"Mille Lacs County, Minnesota",62.5,65.9,1.61,-48.57,7.86,137.91
27097,"Morrison County, Minnesota",45.9,54.62,1.06,-56.83,4.87,98.04
27099,"Mower County, Minnesota",45.0,38.59,1.12,-49.64,5.92,108.25
27101,"Murray County, Minnesota",47.8,67.63,0.94,-56.80,4.85,121.79
