FIPS,Location,mortality_resp,perc_mortality_change_resp,mortality_ast,perc_mortality_change_ast,mortality_lung,perc_mortality_change_lung
48265,"Kerr County, Texas",52.5,16.43,1.14,-45.13,6.24,119.78
48267,"Kimble County, Texas",66.1,41.24,1.19,-44.32,5.69,113.19
48269,"King County, Texas",53.0,42.96,0.82,-55.86,3.42,71.17
48271,"Kinney County, Texas",37.5,-5.12,0.86,-65.84,5.06,66.64
48273,"Kleberg County, Texas",43.0,11.05,1.06,-47.54,5.62,56.32
48275,"Knox County, Texas",58.9,68.81,1.33,-42.81,4.49,92.94
48277,"Lamar County, Texas",82.3,107.76,1.94,-23.08,4.15,69.37
48279,"Lamb County, Texas",65.9,84.49,1.28,-44.22,4.91,105.67
48281,"Lampasas County, Texas",67.9,71.74,1.00,-43.18,5.20,109.16
48283,"La Salle County, Texas",29.5,-4.69,0.74,-63.09,4.80,67.12
48285,"Lavaca County, Texas",39.0,25.21,1.04,-49.88,4.31,70.95
48287,"Lee County, Texas",40.4,43.81,1.14,-50.10,4.95,97.52
48289,"Leon County, Texas",73.7,92.66,1.31,-48.17,4.97,80.69
48291,"Liberty County, Texas",91.6,73.61,1.19,-40.66,4.10,53.39
48293,"Limestone County, Texas",87.0,142.37,1.75,-36.53,6.14,107.34
48295,"Lipscomb County, Texas",65.0,87.47,1.06,-47.27,4.14,94.24
48297,"Live Oak County, Texas",41.9,40.16,0.87,-42.30,4.55,92.91
48299,"Llano County, Texas",55.1,30.12,0.98,-47.59,4.63,91.28
48301,"Loving County, Texas",92.2,63.75,1.18,-52.20,4.76,78.32
48303,"Lubbock County, Texas",77.2,73.89,1.32,-44.29,6.07,103.58
48305,"Lynn County, Texas",67.7,66.56,1.24,-47.01,4.79,91.69
48307,"McCulloch County, Texas",81.6,78.68,1.48,-39.11,5.75,115.31
48309,"McLennan County, Texas",57.3,63.45,1.25,-40.44,6.56,117.3
48311,"McMullen County, Texas",30.9,11.31,0.58,-58.56,4.03,67.12
48313,"Madison County, Texas",68.6,85.09,1.39,-40.70,5.11,86.82
48315,"Marion County, Texas",97.4,146.21,1.55,-37.27,4.44,77.67
48317,"Martin County, Texas",70.6,70.07,1.14,-44.49,4.53,91.73
48319,"Mason County, Texas",53.0,26.16,1.07,-49.12,4.88,89.65
48321,"Matagorda County, Texas",57.6,41.23,1.59,-30.53,5.05,74.72
48323,"Maverick County, Texas",36.0,8.84,0.73,-57.56,7.46,123.76
48325,"Medina County, Texas",48.6,27.19,0.89,-54.88,5.88,94.08
48327,"Menard County, Texas",55.0,29.49,1.33,-43.16,5.37,109.05
48329,"Midland County, Texas",62.4,50.68,0.99,-47.28,4.47,83.2
48331,"Milam County, Texas",59.3,87.79,1.32,-37.60,5.00,114.94
48333,"Mills County, Texas",54.9,80.53,1.05,-42.17,4.62,110.04
48335,"Mitchell County, Texas",93.2,102.46,1.48,-36.24,5.27,106.4
48337,"Montague County, Texas",69.5,73.84,1.15,-44.21,4.02,73.08
48339,"Montgomery County, Texas",61.4,22.82,0.83,-43.78,4.78,63.42
48341,"Moore County, Texas",75.1,59.79,1.09,-43.71,4.67,88.99
48343,"Morris County, Texas",68.7,87.92,1.42,-31.23,4.59,73.36
48345,"Motley County, Texas",71.3,111.99,1.01,-48.15,4.54,120.46
48347,"Nacogdoches County, Texas",73.4,92.13,1.21,-33.52,5.26,108.5
48349,"Navarro County, Texas",66.6,80.11,1.48,-33.84,5.51,90.17
48351,"Newton County, Texas",76.8,95.62,1.28,-44.47,4.72,81.5
48353,"Nolan County, Texas",79.1,94.45,1.54,-36.08,5.44,107.68
48355,"Nueces County, Texas",48.6,12.79,1.17,-46.65,5.55,46.11
48357,"Ochiltree County, Texas",83.3,92.08,1.19,-42.86,4.56,79.38
48359,"Oldham County, Texas",100.,84.86,1.04,-51.13,4.34,79.61
48361,"Orange County, Texas",104.,131.92,1.32,-32.18,5.39,78.77
48363,"Palo Pinto County, Texas",85.5,65.24,1.43,-39.34,4.28,72.02
48365,"Panola County, Texas",80.3,116.51,1.37,-31.97,5.81,107.35
48367,"Parker County, Texas",72.6,66.36,1.23,-36.81,5.22,94.07
48369,"Parmer County, Texas",61.3,62.99,0.97,-53.09,4.17,84.63
48371,"Pecos County, Texas",61.1,34.99,1.52,-43.00,5.09,75.27
48373,"Polk County, Texas",73.8,85.76,1.34,-38.87,5.45,90.31
48375,"Potter County, Texas",113.,106.73,1.44,-37.68,5.87,103.93
48377,"Presidio County, Texas",26.9,-29.87,1.04,-70.17,4.56,25.95
48379,"Rains County, Texas",62.7,45.72,1.00,-48.76,4.28,75.92
48381,"Randall County, Texas",84.3,102.48,0.91,-43.58,5.82,127.8
48383,"Reagan County, Texas",74.5,54.45,1.26,-42.48,4.91,102.5
48385,"Real County, Texas",53.3,18.05,0.98,-55.22,5.88,109.7
48387,"Red River County, Texas",65.5,82.72,1.50,-39.37,4.05,70.17
48389,"Reeves County, Texas",50.8,18.14,1.35,-54.99,4.77,53.26
48391,"Refugio County, Texas",57.5,48.8,1.27,-43.39,5.00,76.24
48393,"Roberts County, Texas",87.8,119.48,1.08,-40.80,3.83,81.35
48395,"Robertson County, Texas",64.7,79.59,1.66,-45.87,5.47,85.66
48397,"Rockwall County, Texas",54.6,22.48,0.84,-48.61,4.50,77.33
48399,"Runnels County, Texas",66.5,59.91,1.72,-38.26,5.18,114.59
48401,"Rusk County, Texas",64.2,69.92,1.39,-37.36,5.18,88.09
48403,"Sabine County, Texas",69.7,91.76,0.95,-50.00,4.26,86
48405,"San Augustine County, Texas",72.9,107.28,1.40,-40.99,5.10,103.93
48407,"San Jacinto County, Texas",73.1,60.89,1.51,-44.14,4.70,71.28
48409,"San Patricio County, Texas",62.0,43.78,1.04,-43.99,5.28,68.82
48411,"San Saba County, Texas",57.1,39.11,1.07,-48.74,4.65,92.62
48413,"Schleicher County, Texas",59.0,28.07,1.13,-46.82,4.82,103.59
48415,"Scurry County, Texas",71.7,58.6,1.17,-39.97,6.52,114.69
48417,"Shackelford County, Texas",60.0,73.54,1.20,-40.93,3.98,93.14
48419,"Shelby County, Texas",71.3,75.1,1.22,-43.16,5.00,93.37
48421,"Sherman County, Texas",69.0,58.04,1.10,-46.15,4.79,98.87
48423,"Smith County, Texas",58.7,52.46,1.16,-43.98,6.25,102.29
48425,"Somervell County, Texas",71.1,77.98,1.38,-30.82,5.60,110.13
48427,"Starr County, Texas",34.1,0.15,0.73,-63.43,5.60,61.22
48429,"Stephens County, Texas",66.5,43.69,1.53,-45.40,4.45,78.01
48431,"Sterling County, Texas",63.7,61.31,1.08,-44.73,4.19,100.16
48433,"Stonewall County, Texas",67.0,70.03,1.16,-45.41,4.12,82.92
48435,"Sutton County, Texas",58.7,25.14,1.04,-50.77,6.07,94.87
48437,"Swisher County, Texas",73.1,101.99,1.27,-38.02,5.07,117.65
48439,"Tarrant County, Texas",57.1,24.03,1.34,-34.35,5.85,82.71
48441,"Taylor County, Texas",63.4,53.59,1.52,-38.40,5.81,108.71
48443,"Terrell County, Texas",65.9,23.59,1.48,-49.07,4.73,66.06
48445,"Terry County, Texas",63.5,68.24,1.51,-38.05,4.84,98.8
48447,"Throckmorton County, Texas",56.2,55.5,1.13,-46.41,3.56,80.37
48449,"Titus County, Texas",68.9,84.66,1.20,-42.22,4.34,68.99
48451,"Tom Green County, Texas",71.3,28.18,1.36,-41.76,6.48,113.37
48453,"Travis County, Texas",38.8,-11.51,0.87,-64.01,6.45,74.79
48455,"Trinity County, Texas",84.8,106.76,1.87,-36.62,5.02,87.99
48457,"Tyler County, Texas",76.7,81.84,1.12,-40.86,4.76,76.66
48459,"Upshur County, Texas",75.7,83.74,1.25,-37.13,4.80,80
48461,"Upton County, Texas",74.6,46.51,1.27,-46.53,4.56,72.03
48463,"Uvalde County, Texas",44.6,13.64,0.92,-55.70,5.67,94.34
48465,"Val Verde County, Texas",36.1,-1.96,1.03,-60.49,5.15,72.06
48467,"Van Zandt County, Texas",77.1,74.33,0.93,-44.53,5.07,89.96
48469,"Victoria County, Texas",48.3,37.16,0.96,-47.30,7.25,91.96
48471,"Walker County, Texas",62.2,75.9,1.39,-37.06,5.87,106.65
48473,"Waller County, Texas",47.6,19.54,1.17,-57.36,4.77,56.1
48475,"Ward County, Texas",85.5,59.61,1.49,-43.57,4.77,59.47
48477,"Washington County, Texas",38.9,28.04,1.14,-49.76,3.99,72.8
48479,"Webb County, Texas",30.3,-7.22,0.68,-62.64,8.00,87.58
48481,"Wharton County, Texas",46.0,35.57,1.43,-38.11,4.06,67.79
48483,"Wheeler County, Texas",98.6,172.11,1.34,-29.03,4.17,114.21
48485,"Wichita County, Texas",83.5,123.63,1.50,-28.27,5.11,106.87
48487,"Wilbarger County, Texas",70.6,117.76,1.35,-34.36,4.63,107.69
48489,"Willacy County, Texas",32.5,-12.65,0.89,-51.06,5.67,58.1
48491,"Williamson County, Texas",43.7,19.01,0.87,-56.81,6.10,107.61
48493,"Wilson County, Texas",50.2,50.38,0.93,-52.35,4.60,88.12
48495,"Winkler County, Texas",107.,115.45,1.55,-37.14,5.43,86.31
48497,"Wise County, Texas",71.0,87.91,1.20,-35.41,4.80,95.56
48499,"Wood County, Texas",68.2,62.94,1.13,-45.38,5.17,84.17
48501,"Yoakum County, Texas",73.5,70.65,1.19,-45.38,4.46,87.06
48503,"Young County, Texas",90.6,90.27,1.74,-34.59,4.48,79.94
48505,"Zapata County, Texas",36.3,4.42,0.73,-63.90,5.92,81.47
48507,"Zavala County, Texas",31.5,-4.15,0.81,-60.08,5.95,83.62
49,Utah,45.8,15.42,1.41,-50.64,6.65,122.03
49001,"Beaver County, Utah",64.7,42.25,1.48,-52.64,5.74,110.17
49003,"Box Elder County, Utah",43.3,16.64,1.28,-49.22,6.29,126.15
49005,"Cache County, Utah",30.4,9.34,1.18,-52.43,6.36,127.92
49007,"Carbon County, Utah",72.0,5.59,1.39,-51.41,5.58,95.52
49009,"Daggett County, Utah",43.7,7.92,0.95,-58.38,3.98,99.43
49011,"Davis County, Utah",40.0,28.2,1.22,-51.06,6.66,141.69
49013,"Duchesne County, Utah",68.2,9.15,1.54,-52.76,5.82,101.41
49015,"Emery County, Utah",73.8,28.52,1.54,-49.21,6.19,102.62
49017,"Garfield County, Utah",51.6,11.62,1.21,-59.22,5.43,94.06
49019,"Grand County, Utah",67.9,3.16,1.34,-57.54,6.88,95.23
49021,"Iron County, Utah",44.6,11.12,1.60,-50.03,4.81,91.82
49023,"Juab County, Utah",60.9,16.9,1.46,-51.31,5.55,100.43
49025,"Kane County, Utah",48.0,17.03,1.12,-60.15,5.01,93.94
49027,"Millard County, Utah",50.3,19.27,1.40,-56.99,4.85,86.71
49029,"Morgan County, Utah",34.4,0.75,0.99,-58.12,5.28,98.77
49031,"Piute County, Utah",58.3,20.31,1.80,-51.41,6.89,106.64
49033,"Rich County, Utah",39.5,4.04,1.03,-57.50,5.93,113.41
49035,"Salt Lake County, Utah",49.8,26.45,1.60,-45.98,7.20,143.17
49037,"San Juan County, Utah",42.2,-2.24,1.12,-61.58,8.46,95.6
49039,"Sanpete County, Utah",46.5,7.69,1.44,-58.15,5.79,93.3
49041,"Sevier County, Utah",53.1,31.46,1.59,-51.82,6.82,119.93
49043,"Summit County, Utah",34.0,-12.17,0.95,-60.90,4.84,99.08
49045,"Tooele County, Utah",64.1,39.15,1.18,-52.07,5.53,106.61
49047,"Uintah County, Utah",60.0,7.11,1.25,-56.66,6.10,94.02
49049,"Utah County, Utah",34.4,-12.26,1.42,-53.45,6.22,105.89
49051,"Wasatch County, Utah",45.7,-16.89,1.17,-62.30,5.29,76.82
49053,"Washington County, Utah",35.6,1.7,1.32,-59.36,5.62,95.49
49055,"Wayne County, Utah",44.0,18.63,1.53,-52.64,5.95,125.44
49057,"Weber County, Utah",58.2,48.08,1.30,-46.84,8.09,130.18
5,Arkansas,69.6,75.03,1.47,-28.82,5.23,89.77
50,Vermont,56.0,13.86,1.08,-44.40,6.86,124.14
50001,"Addison County, Vermont",51.1,1.18,0.86,-49.44,5.98,114.52
50003,"Bennington County, Vermont",72.9,41.59,1.32,-34.67,7.03,141.4
50005,"Caledonia County, Vermont",57.3,1.65,1.09,-47.95,7.72,123.05
50007,"Chittenden County, Vermont",45.4,-4.47,0.92,-44.44,6.84,112.31
50009,"Essex County, Vermont",68.3,18.34,1.23,-46.79,7.86,123.75
5001,"Arkansas County, Arkansas",76.3,110.56,1.99,-1.35 ,4.52,92.15
50011,"Franklin County, Vermont",59.4,9.72,1.07,-40.82,6.27,116.54
50013,"Grand Isle County, Vermont",57.4,12.5,1.11,-39.74,5.82,112.95
50015,"Lamoille County, Vermont",58.4,10.01,1.38,-37.66,7.09,132.95
50017,"Orange County, Vermont",53.6,-3.21,1.02,-53.41,7.41,119.73
50019,"Orleans County, Vermont",68.9,19.85,1.35,-37.15,9.06,151.93
50021,"Rutland County, Vermont",65.7,59.69,1.11,-39.60,6.45,126.93
50023,"Washington County, Vermont",52.6,10.02,1.18,-42.63,6.19,108.95
50025,"Windham County, Vermont",56.9,24.75,1.15,-47.80,7.37,138.06
50027,"Windsor County, Vermont",50.1,3.76,1.04,-47.72,6.53,123.18
5003,"Ashley County, Arkansas",61.7,47.73,1.37,-27.43,4.81,84.04
5005,"Baxter County, Arkansas",66.5,92.84,1.14,-22.31,5.84,113.4
5007,"Benton County, Arkansas",53.3,47.61,0.78,-46.26,5.05,75.36
5009,"Boone County, Arkansas",62.6,75.38,1.02,-40.99,4.76,88.8
5011,"Bradley County, Arkansas",54.9,66.75,1.86,-27.17,4.93,100.51
5013,"Calhoun County, Arkansas",69.0,62.82,1.50,-35.42,5.23,85.96
5015,"Carroll County, Arkansas",57.9,62.21,1.05,-37.90,4.67,85.76
5017,"Chicot County, Arkansas",57.5,60.44,2.05,-30.26,4.86,84.02
5019,"Clark County, Arkansas",62.4,67.03,1.43,-27.82,5.68,94.66
5021,"Clay County, Arkansas",72.7,80.84,1.23,-18.19,4.85,93.77
5023,"Cleburne County, Arkansas",70.5,116.87,1.07,-28.15,4.42,94.1
5025,"Cleveland County, Arkansas",72.4,43.79,1.32,-32.05,4.43,77.33
5027,"Columbia County, Arkansas",68.1,117.75,2.00,-23.86,5.64,91.08
5029,"Conway County, Arkansas",64.4,65.6,1.41,-38.72,5.14,85.58
5031,"Craighead County, Arkansas",79.3,97.41,1.14,-15.49,6.55,116.17
5033,"Crawford County, Arkansas",78.2,87.6,1.35,-36.10,5.48,83.13
5035,"Crittenden County, Arkansas",80.9,74.31,3.30,2.04 (,5.43,82.51
5037,"Cross County, Arkansas",94.3,161.55,2.09,-3.47 ,4.48,89.69
5039,"Dallas County, Arkansas",67.5,63.74,2.20,-18.33,5.96,100.22
5041,"Desha County, Arkansas",50.5,38.82,2.00,-23.37,4.37,77.83
5043,"Drew County, Arkansas",61.2,52.3,1.68,-20.27,4.13,85.76
5045,"Faulkner County, Arkansas",67.9,78.02,1.60,-21.21,5.35,98.56
5047,"Franklin County, Arkansas",85.9,103.18,1.45,-31.00,4.95,78.04
5049,"Fulton County, Arkansas",78.6,108.67,1.02,-31.15,4.65,91.44
5051,"Garland County, Arkansas",76.9,94.53,1.47,-15.49,5.38,97.28
5053,"Grant County, Arkansas",78.2,87.27,1.19,-21.07,4.92,99.38
5055,"Greene County, Arkansas",107.,187.76,1.18,-12.62,5.63,116.82
5057,"Hempstead County, Arkansas",57.1,73.39,1.65,-27.49,4.56,74.53
5059,"Hot Spring County, Arkansas",77.2,84.18,1.35,-26.26,6.23,103.69
5061,"Howard County, Arkansas",70.8,86.7,1.40,-26.46,4.52,82.44
5063,"Independence County, Arkansas",70.1,89.31,1.02,-28.12,4.54,88.88
5065,"Izard County, Arkansas",72.6,113.08,1.12,-21.61,5.24,118.84
5067,"Jackson County, Arkansas",91.1,128.87,2.05,-13.27,5.40,100.01
5069,"Jefferson County, Arkansas",57.0,42.39,2.37,-7.48 ,5.59,93.62
5071,"Johnson County, Arkansas",72.8,66.26,1.45,-31.82,4.13,69.46
5073,"Lafayette County, Arkansas",65.2,84.77,1.75,-35.77,5.45,85.72
5075,"Lawrence County, Arkansas",93.3,137.31,1.49,-17.73,6.02,104.04
5077,"Lee County, Arkansas",58.3,40.01,2.45,-32.89,3.99,60.25
5079,"Lincoln County, Arkansas",59.4,55.58,1.90,-27.34,4.44,82.69
5081,"Little River County, Arkansas",72.5,118.56,1.73,-24.78,5.00,94.52
5083,"Logan County, Arkansas",70.0,80.14,1.45,-36.65,4.42,76.47
5085,"Lonoke County, Arkansas",77.3,72.34,1.34,-30.08,5.44,95.52
5087,"Madison County, Arkansas",69.9,54.76,1.21,-40.44,4.19,66.82
5089,"Marion County, Arkansas",64.6,109.95,1.04,-25.98,5.21,124.26
5091,"Miller County, Arkansas",69.2,53.44,2.42,-31.50,5.24,78.55
5093,"Mississippi County, Arkansas",91.0,88.34,2.19,-8.99 ,5.18,83.53
5095,"Monroe County, Arkansas",60.0,63.29,2.25,-28.48,3.96,70.66
5097,"Montgomery County, Arkansas",77.6,89.32,1.04,-31.72,4.07,74.68
5099,"Nevada County, Arkansas",68.2,76.63,1.87,-28.03,5.14,77.77
51,Virginia,50.3,14.89,1.24,-48.92,5.74,93.91
51001,"Accomack County, Virginia",60.3,50.96,1.68,-35.80,5.91,116.06
51003,"Albemarle County, Virginia",43.3,0.62,1.09,-53.84,5.39,88.09
51005,"Alleghany County, Virginia",68.0,51.85,1.37,-43.11,6.51,109.3
51007,"Amelia County, Virginia",53.6,23.13,1.73,-50.36,5.89,90.73
51009,"Amherst County, Virginia",55.9,43.4,1.64,-40.02,5.98,111.72
5101,"Newton County, Arkansas",54.5,45.94,1.16,-41.81,4.00,71.26
51011,"Appomattox County, Virginia",52.2,26.3,1.57,-42.23,6.23,103.86
51013,"Arlington County, Virginia",29.8,-16.41,0.81,-51.47,4.66,63.94
51015,"Augusta County, Virginia",56.6,54.8,1.02,-44.15,6.78,129.04
51017,"Bath County, Virginia",58.5,25.19,1.04,-53.66,5.74,101.78
51019,"Bedford County, Virginia",45.9,18.46,1.02,-59.51,4.82,80.54
51021,"Bland County, Virginia",74.6,34.29,1.05,-47.73,4.66,93.06
51023,"Botetourt County, Virginia",46.7,17.79,0.82,-52.90,5.74,98.41
51025,"Brunswick County, Virginia",46.2,12.61,2.22,-53.03,6.01,73.7
51027,"Buchanan County, Virginia",147.,40.7,1.28,-40.96,3.99,77.16
51029,"Buckingham County, Virginia",48.2,13.19,1.73,-50.44,5.15,86.05
5103,"Ouachita County, Arkansas",68.8,97.81,2.15,-12.49,6.16,105.95
51031,"Campbell County, Virginia",48.4,23.68,1.30,-47.32,5.58,91.38
51033,"Caroline County, Virginia",54.7,24.11,1.67,-52.24,6.10,90.12
51035,"Carroll County, Virginia",68.6,59.97,1.03,-45.59,4.87,92.01
51036,"Charles City County, Virginia",43.1,-5.77,1.80,-63.85,6.35,58.58
51037,"Charlotte County, Virginia",55.4,17.1,2.07,-52.99,6.34,87.08
51041,"Chesterfield County, Virginia",49.6,17.89,1.13,-34.06,5.94,122.23
51043,"Clarke County, Virginia",59.3,35.56,0.92,-48.24,5.12,93.7
51045,"Craig County, Virginia",56.0,17.14,1.23,-43.90,5.04,91.05
51047,"Culpeper County, Virginia",53.2,16.79,1.37,-51.08,5.94,104.01
51049,"Cumberland County, Virginia",49.3,15.29,1.71,-53.07,5.47,84.93
5105,"Perry County, Arkansas",81.2,54.35,1.44,-29.17,5.15,79.11
51051,"Dickenson County, Virginia",129.,61.94,1.25,-45.18,4.69,99.68
51053,"Dinwiddie County, Virginia",55.3,34.27,1.76,-47.89,6.34,83.87
51057,"Essex County, Virginia",54.1,46.37,1.91,-29.76,6.19,131.91
51059,"Fairfax County, Virginia",27.4,-28.8,0.68,-48.84,4.46,80.79
51061,"Fauquier County, Virginia",50.0,9.21,1.09,-49.62,5.10,86
51063,"Floyd County, Virginia",50.0,35.34,1.07,-42.40,4.72,98.94
51065,"Fluvanna County, Virginia",34.8,-12.01,0.92,-65.80,4.86,66.65
51067,"Franklin County, Virginia",50.0,40.99,1.00,-50.52,5.21,92.39
51069,"Frederick County, Virginia",59.1,36.58,0.93,-41.31,6.23,117.44
5107,"Phillips County, Arkansas",80.1,81.91,3.39,-14.30,4.21,72.23
51071,"Giles County, Virginia",72.9,25.3,1.14,-46.78,5.78,97.13
51073,"Gloucester County, Virginia",59.1,54.89,1.71,-31.87,5.96,121.64
51075,"Goochland County, Virginia",41.9,-0.85,1.10,-65.51,6.03,79.32
51077,"Grayson County, Virginia",73.3,75.84,1.16,-45.00,4.78,89.83
51079,"Greene County, Virginia",48.8,14.33,1.18,-46.12,4.51,82.95
51081,"Greensville County, Virginia",62.2,50.68,3.00,-25.50,7.33,111.18
51083,"Halifax County, Virginia",65.8,48.61,1.59,-51.42,6.25,80.65
51085,"Hanover County, Virginia",48.9,5.1,0.89,-55.86,5.13,82.7
51087,"Henrico County, Virginia",51.5,14.4,1.46,-33.15,6.41,120.12
51089,"Henry County, Virginia",60.6,91.74,1.35,-35.83,6.34,112.65
5109,"Pike County, Arkansas",92.3,124.38,1.13,-25.47,4.35,80.97
51091,"Highland County, Virginia",47.0,23.45,0.85,-50.22,4.88,101.73
51093,"Isle of Wight County, Virginia",52.9,21.69,1.44,-50.46,6.21,79.86
51095,"James City County, Virginia",32.6,-0.71,0.86,-55.10,5.75,90.56
51097,"King and Queen County, Virginia",48.0,7.7,1.65,-56.88,5.83,77.19
51099,"King George County, Virginia",49.9,1.04,1.25,-48.39,6.11,86.48
51101,"King William County, Virginia",56.8,27.62,1.26,-56.51,5.36,80.51
51103,"Lancaster County, Virginia",47.3,40.51,1.76,-31.99,6.49,137.36
51105,"Lee County, Virginia",84.8,55.02,1.03,-48.24,4.61,103.24
51107,"Loudoun County, Virginia",31.7,-39.38,0.66,-61.36,4.50,69.16
51109,"Louisa County, Virginia",53.1,6.54,1.29,-59.13,5.81,79.06
5111,"Poinsett County, Arkansas",111.,123.27,1.89,0.76 (,5.22,89.97
51111,"Lunenburg County, Virginia",51.1,26.64,1.78,-50.84,5.57,86.28
51113,"Madison County, Virginia",39.4,11.85,1.06,-54.29,5.19,92.55
51115,"Mathews County, Virginia",38.9,25,1.13,-40.18,4.87,105.05
51117,"Mecklenburg County, Virginia",52.8,41.66,1.68,-49.17,5.38,75.15
51119,"Middlesex County, Virginia",47.8,35.25,1.51,-41.55,6.29,122.25
51121,"Montgomery County, Virginia",57.3,27.66,0.98,-45.62,5.50,99.97
51125,"Nelson County, Virginia",53.9,20.65,1.67,-51.92,5.22,89.07
51127,"New Kent County, Virginia",50.6,0.28,1.05,-59.64,4.94,66.49
5113,"Polk County, Arkansas",93.8,160.58,1.22,-27.34,4.10,76.1
51131,"Northampton County, Virginia",51.4,13.57,1.88,-51.67,5.43,85.29
51133,"Northumberland County, Virginia",44.1,28.28,1.60,-37.01,6.23,117.65
51135,"Nottoway County, Virginia",65.7,47.49,2.44,-24.88,7.16,117.17
51137,"Orange County, Virginia",48.1,16.61,1.31,-54.36,5.34,88.09
51139,"Page County, Virginia",51.0,32.73,1.23,-39.17,5.78,118.16
51141,"Patrick County, Virginia",49.8,42.85,1.02,-42.77,4.84,91.14
51143,"Pittsylvania County, Virginia",63.9,51.93,1.55,-47.30,6.82,101.59
51145,"Powhatan County, Virginia",50.4,6.1,1.02,-56.41,5.58,80.78
51147,"Prince Edward County, Virginia",64.2,40.5,2.24,-43.91,6.28,103.73
51149,"Prince George County, Virginia",51.1,27.64,1.43,-45.53,6.55,97.99
5115,"Pope County, Arkansas",79.4,100,1.64,-25.34,5.20,90.44
51153,"Prince William County, Virginia",41.9,-31.37,1.10,-31.23,5.02,86.94
51155,"Pulaski County, Virginia",68.8,50.96,1.07,-44.22,5.76,111.94
51157,"Rappahannock County, Virginia",42.6,8.37,0.92,-54.90,5.02,91.56
51159,"Richmond County, Virginia",61.6,45.61,2.08,-19.02,6.45,132.94
51161,"Roanoke County, Virginia",49.4,22.3,0.96,-46.51,5.24,86.77
51163,"Rockbridge County, Virginia",51.4,21.03,1.05,-49.70,6.33,107.63
51165,"Rockingham County, Virginia",45.2,23.57,1.05,-42.45,6.79,131.24
51167,"Russell County, Virginia",100.,33.23,1.35,-44.87,4.57,87.15
51169,"Scott County, Virginia",78.4,46.29,1.10,-50.82,4.60,93.73
5117,"Prairie County, Arkansas",71.9,91.74,1.47,-27.91,4.22,82.56
51171,"Shenandoah County, Virginia",51.1,28.55,0.92,-43.77,4.93,101.76
51173,"Smyth County, Virginia",97.7,85.04,1.47,-45.40,4.96,94.77
51175,"Southampton County, Virginia",55.0,45.36,1.70,-45.06,7.65,111.49
51177,"Spotsylvania County, Virginia",50.3,11.05,1.38,-50.91,6.41,106.5
51179,"Stafford County, Virginia",41.6,-2.33,1.09,-38.43,5.66,113.5
51181,"Surry County, Virginia",44.7,3.26,1.60,-60.53,5.69,70.36
51183,"Sussex County, Virginia",60.4,40.42,2.61,-42.99,7.57,103.96
51185,"Tazewell County, Virginia",102.,25.19,1.13,-44.96,4.55,97.7
51187,"Warren County, Virginia",66.4,47.94,0.95,-43.74,6.48,119.14
5119,"Pulaski County, Arkansas",56.7,24.11,1.75,-18.33,6.26,89.52
51191,"Washington County, Virginia",69.9,45.46,1.58,-44.24,4.54,84.37
51193,"Westmoreland County, Virginia",49.9,16.31,1.48,-45.35,6.42,106.7
51195,"Wise County, Virginia",106.,38.38,1.20,-46.04,5.49,110.12
51197,"Wythe County, Virginia",78.8,75.37,1.03,-50.03,4.25,85.27
51199,"York County, Virginia",49.4,15.71,1.43,-37.67,6.89,106.15
5121,"Randolph County, Arkansas",76.8,112.68,1.16,-18.69,5.48,108.52
5123,"Saint Francis County, Arkansas",73.0,76.06,2.77,-11.85,4.91,83.56
5125,"Saline County, Arkansas",61.4,63.89,1.13,-17.44,5.15,99.53
5127,"Scott County, Arkansas",61.9,74.06,1.16,-37.75,4.08,77.47
5129,"Searcy County, Arkansas",62.1,92.62,1.14,-34.62,4.39,98.53
5131,"Sebastian County, Arkansas",72.1,116.69,1.18,-30.86,5.05,83.35
5133,"Sevier County, Arkansas",90.2,136.46,1.34,-30.07,4.39,83.83
5135,"Sharp County, Arkansas",72.6,108.51,1.17,-18.18,5.16,106.17
5137,"Stone County, Arkansas",81.2,104.9,1.21,-30.36,5.30,99.37
5139,"Union County, Arkansas",83.3,119.14,1.74,-20.69,6.27,98.1
5141,"Van Buren County, Arkansas",70.7,95.47,1.19,-29.58,4.71,87.99
5143,"Washington County, Arkansas",63.3,39.1,1.13,-43.24,4.56,66.44
5145,"White County, Arkansas",78.7,98.84,1.30,-27.02,4.27,88.97
5147,"Woodruff County, Arkansas",87.0,105.77,2.23,-24.09,3.83,60.43
5149,"Yell County, Arkansas",84.8,118.47,1.34,-24.10,4.69,90.62
51510,"Alexandria City, Virginia",30.8,-29.56,1.07,-51.47,5.08,56.25
51520,"Bristol City, Virginia",84.8,119.01,1.53,-42.92,5.41,100.1
51530,"Buena Vista City, Virginia",51.4,21.03,1.05,-49.70,6.33,107.63
51540,"Charlottesville City, Virginia",43.3,0.62,1.09,-53.84,5.39,88.09
51550,"Chesapeake City, Virginia",56.2,12.99,1.54,-47.17,7.34,115.21
51570,"Colonial Heights City, Virginia",60.1,44.76,1.37,-22.93,6.77,117.22
51580,"Covington City, Virginia",84.3,111.63,2.33,-23.31,10.4,162.69
51590,"Danville City, Virginia",63.9,51.93,1.55,-47.30,6.82,101.59
51595,"Emporia City, Virginia",62.2,50.68,3.00,-25.50,7.33,111.18
51600,"Fairfax City, Virginia",27.4,-28.8,0.68,-48.84,4.46,80.79
51610,"Falls Church City, Virginia",31.6,-22.82,0.90,-48.65,4.88,61.67
